,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Valor agregado
1929,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2017,0.0,46.76665681702205
1930,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2017,0.0,1005.387571647238
1931,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2017,0.0,547.8856786777279
1932,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2017,0.0,987.7024322659468
1933,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2017,6.94,820.6206764553995
1934,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2017,0.0,142.01194896990327
1935,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2017,0.0,240.5815016807075
1936,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2017,595.17,887.8685406581219
1937,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2017,0.0,176.72602376997446
1938,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2017,0.0,286.722976438007
1939,5,ANTIOQUIA,ITUANGO,Cultivo permanente,2017,865.56,223.362020173183
1940,5,ANTIOQUIA,MACEO,Cultivo abandonado,2017,0.0,89.4716221713122
1941,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2017,0.0,38.28170008666715
1942,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2017,6.65,168.597407308853
1943,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2017,0.0,99.73026799434922
1944,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2017,551.52,290.96238568482283
1945,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2017,0.0,454.9655890735255
1946,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2017,0.0,584.7560540984067
1947,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2017,0.0,387.3368900537889
1948,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2017,0.0,173.01919868205886
1949,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2017,24.67,529.0223216289417
1950,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2017,0.0,89.77126858527555
1951,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2017,0.0,687.9753652791674
1952,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2017,13.99,70.37083809343748
1953,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2017,4.57,109.78671216864768
1954,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2017,3.48,267.86129499419405
1955,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2017,0.0,185.50458031753607
1956,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2017,0.0,195.6626022975485
1957,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2017,0.0,973.1127295902792
1958,5,ANTIOQUIA,SEGOVIA,Cultivo permanente,2017,191.93,583.4082271664004
1959,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2017,0.0,741.3544804425082
1960,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2017,3803.68,269.6271739366508
1961,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2017,0.0,65.92674415741708
1962,5,ANTIOQUIA,TURBO,Cultivo permanente,2017,61.01,2072.894738586294
1963,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2017,0.0,62.51071181031764
1964,5,ANTIOQUIA,URRAO,Cultivo abandonado,2017,0.0,491.147309341662
1965,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2017,2899.35,125.00523021120516
1966,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2017,36.45,124.18918455310136
1967,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2017,0.0,61.590442271898645
1968,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2017,52.31,64.72379801395122
1969,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2017,93.9,525.2759981496135
1970,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2017,13.34,201.37166375549856
1971,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2017,4.58,817.2803455699575
1972,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2017,346.92,374.58357838955
1973,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2017,116.63,771.8231964088228
1974,81,ARAUCA,FORTUL,Cultivo abandonado,2017,0.0,205.4813364728004
1975,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2017,4.59,60.72917536638612
1976,81,ARAUCA,SARAVENA,Cultivo abandonado,2017,0.0,470.1345944232671
1977,81,ARAUCA,TAME,Cultivo abandonado,2017,0.0,858.7119792507057
1978,13,BOLÍVAR,ACHÍ,Cultivo permanente,2017,12.48,227.92463373190924
1979,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2017,0.0,67.16351734540174
1980,13,BOLÍVAR,ARENAL,Cultivo permanente,2017,21.35,110.28446720491404
1981,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2017,0.0,120.06449209578506
1982,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2017,600.51,452.123102407558
1983,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2017,0.0,67.40693324302023
1984,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2017,510.89,122.8231914923192
1985,13,BOLÍVAR,MORALES,Cultivo permanente,2017,208.58,199.7518145360459
1986,13,BOLÍVAR,NOROSI,Cultivo permanente,2017,8.78,106.21203963601889
1987,13,BOLÍVAR,RIOVIEJO,Cultivo permanente,2017,15.08,115.18391761284492
1988,13,BOLÍVAR,SAN JACINTO DEL CAUCA,Cultivo permanente,2017,161.54,97.82248631661524
1989,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2017,4.25,125.55950892995084
1990,13,BOLÍVAR,SAN PABLO,Cultivo permanente,2017,2300.37,337.591988801758
1991,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2017,1437.1,297.26379324103016
1992,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2017,781.04,331.9867026356531
1993,13,BOLÍVAR,TIQUISIO ,Cultivo permanente,2017,117.04,135.3839874774742
1994,15,BOYACÁ,COPER,Cultivo abandonado,2017,0.0,42.29345678427502
1995,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2017,0.0,73.43225322878104
1996,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2017,0.0,27.587158609983245
1997,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2017,0.0,71.653669458913
1998,15,BOYACÁ,MUZO,Cultivo abandonado,2017,0.0,93.32994635419574
1999,15,BOYACÁ,OTANCHE,Cultivo intermintente,2017,0.0,81.15502305499524
2000,15,BOYACÁ,PAUNA,Cultivo abandonado,2017,0.0,101.802568392969
2001,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2017,21.99,2042.8758459670512
2002,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2017,0.0,66.93975611716328
2003,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2017,0.0,66.00371506043142
2004,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2017,0.0,62.33243747759958
2005,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2017,0.0,89.13296123727667
2006,17,CALDAS,MANZANARES,Cultivo abandonado,2017,0.0,175.81482722672803
2007,17,CALDAS,NORCASIA,Cultivo abandonado,2017,0.0,65.94315304094815
2008,17,CALDAS,PENSILVANIA,Cultivo abandonado,2017,0.0,185.597673170408
2009,17,CALDAS,SAMANÁ,Cultivo abandonado,2017,0.0,199.6507094540717
2010,17,CALDAS,VICTORIA,Cultivo abandonado,2017,0.0,92.88416231218316
2011,18,CAQUETÁ,ALBANIA,Cultivo permanente,2017,63.28,49.8308164325519
2012,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2017,201.43,79.1977563651345
2013,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2017,1369.17,208.9856921547072
2014,18,CAQUETÁ,CURILLO,Cultivo permanente,2017,471.31,62.00354952850301
2015,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2017,454.95,134.26340472648806
2016,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2017,951.65,100.4909814376304
2017,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2017,218.4,1804.1224368505705
2018,18,CAQUETÁ,MILÁN,Cultivo permanente,2017,1135.54,69.93441749227634
2019,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2017,2491.73,77.8288383779971
2020,18,CAQUETÁ,MORELIA,Cultivo intermintente,2017,16.06,30.155604764999318
2021,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2017,1635.95,256.44773602285875
2022,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2017,1414.45,69.70853051792137
2023,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2017,380.85,558.1463370079688
2024,18,CAQUETÁ,SOLANO,Cultivo permanente,2017,763.8,61.912811337823904
2025,18,CAQUETÁ,SOLITA,Cultivo permanente,2017,42.15,44.022777881296896
2026,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2017,182.53,66.17780520715655
2027,19,CAUCA,ALMAGUER,Cultivo abandonado,2017,0.0,102.14439866568236
2028,19,CAUCA,ARGELIA,Cultivo permanente,2017,1956.52,108.50941224615984
2029,19,CAUCA,BALBOA,Cultivo permanente,2017,82.33,173.61907837497864
2030,19,CAUCA,BOLÍVAR,Cultivo permanente,2017,85.31,299.5318154210062
2031,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2017,64.54,295.4527405285342
2032,19,CAUCA,CAJIBÍO,Cultivo intermintente,2017,407.19,271.9083862621321
2033,19,CAUCA,CALDONO,Cultivo emergente,2017,0.0,211.47287106875717
2034,19,CAUCA,CALOTO,Cultivo intermintente,2017,0.0,1727.2150035600205
2035,19,CAUCA,CORINTO,Cultivo intermintente,2017,0.0,221.9078212730778
2036,19,CAUCA,EL TAMBO,Cultivo permanente,2017,6661.01,443.83700323478473
2037,19,CAUCA,FLORENCIA,Cultivo abandonado,2017,0.0,42.41965235810828
2038,19,CAUCA,GUAPI,Cultivo permanente,2017,720.88,233.54782166216717
2039,19,CAUCA,JAMBALÓ,Cultivo emergente,2017,0.0,80.52742317175841
2040,19,CAUCA,LA SIERRA,Cultivo abandonado,2017,0.0,87.8849592783907
2041,19,CAUCA,LA VEGA,Cultivo abandonado,2017,0.0,142.08923004624987
2042,19,CAUCA,LÓPEZ,Cultivo permanente,2017,1467.97,67.99297072869902
2043,19,CAUCA,MERCADERES,Cultivo intermintente,2017,126.54,138.955977166263
2044,19,CAUCA,MIRANDA,Cultivo intermintente,2017,0.0,771.4341889002706
2045,19,CAUCA,MORALES,Cultivo permanente,2017,340.32,233.5479914760753
2046,19,CAUCA,PATÍA  ,Cultivo permanente,2017,350.34,260.5070543298692
2047,19,CAUCA,PIAMONTE,Cultivo permanente,2017,1780.44,73.14252335542054
2048,19,CAUCA,PIENDAMÓ,Cultivo emergente,2017,0.0,338.7043589975675
2049,19,CAUCA,ROSAS,Cultivo intermintente,2017,2.78,70.60825507988275
2050,19,CAUCA,SANTA ROSA,Cultivo intermintente,2017,0.0,28.17633876809684
2051,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2017,0.0,1574.056311755024
2052,19,CAUCA,SOTARÁ ,Cultivo abandonado,2017,0.0,82.1747837279532
2053,19,CAUCA,SUÁREZ,Cultivo permanente,2017,267.19,231.33342839567285
2054,19,CAUCA,SUCRE,Cultivo permanente,2017,13.5,57.60140255062058
2055,19,CAUCA,TIMBÍO,Cultivo intermintente,2017,0.0,243.6771477244571
2056,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2017,1633.45,128.82527267200126
2057,19,CAUCA,TORIBÍO,Cultivo intermintente,2017,0.0,170.05292783501045
2058,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2017,2.43,239.3792215425149
2059,20,CESAR,GONZÁLEZ,Cultivo permanente,2017,7.78,34.079791293960184
2060,20,CESAR,PAILITAS,Cultivo abandonado,2017,0.0,137.57673418908314
2061,20,CESAR,SAN ALBERTO,Cultivo intermintente,2017,10.72,439.5453443892106
2062,20,CESAR,SAN MARTÍN,Cultivo intermintente,2017,3.42,629.2252906700082
2063,27,CHOCÓ,ACANDÍ,Cultivo permanente,2017,8.96,72.09329503975134
2064,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2017,39.17,98.18181988990868
2065,27,CHOCÓ,ATRATO ,Cultivo intermintente,2017,0.0,43.23348210447705
2066,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2017,0.0,32.477331217775834
2067,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2017,79.75,60.30579049727358
2068,27,CHOCÓ,BOJAYÁ ,Cultivo abandonado,2017,0.0,61.915544611849526
2069,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2017,159.99,184.45826242421464
2070,27,CHOCÓ,CONDOTO,Cultivo permanente,2017,13.53,153.3672326545589
2071,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2017,11.73,24.767553775358337
2072,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2017,184.52,34.404626825257964
2073,27,CHOCÓ,ISTMINA,Cultivo permanente,2017,743.05,459.5057832894771
2074,27,CHOCÓ,JURADÓ,Cultivo abandonado,2017,0.0,16.008954188982006
2075,27,CHOCÓ,LLORÓ,Cultivo intermintente,2017,1.37,48.87862859830483
2076,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2017,0.0,63.52958708455596
2077,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2017,64.52,56.35947279151132
2078,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2017,305.05,42.46714876825332
2079,27,CHOCÓ,NÓVITA,Cultivo permanente,2017,162.33,52.37860482425177
2080,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2017,0.0,35.26316337696156
2081,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2017,7.16,1330.0963813318758
2082,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2017,27.68,23.19778622269282
2083,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2017,0.0,41.751167266782645
2084,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2017,113.87,288.6405295670117
2085,27,CHOCÓ,SAN JOSÉ DEL PALMAR,Cultivo permanente,2017,392.52,29.00153580160162
2086,27,CHOCÓ,SIPÍ,Cultivo permanente,2017,258.0,14.945624837574268
2087,27,CHOCÓ,TADÓ,Cultivo abandonado,2017,2.71,201.62543944137903
2088,27,CHOCÓ,UNGUÍA,Cultivo permanente,2017,34.68,92.4625669416621
2089,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2017,0.0,30.093025926077967
2090,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2017,0.0,92.0288003532296
2091,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2017,1181.13,1682.5026520940785
2092,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2017,1412.22,339.91843210293405
2093,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2017,552.7,50.46102791259267
2094,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2017,1629.68,1075.714127062483
2095,23,CÓRDOBA,VALENCIA,Cultivo permanente,2017,4.71,295.02853497002155
2096,25,CUNDINAMARCA,CAPARRAPÍ,Cultivo abandonado,2017,0.0,134.19787197395556
2097,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2017,0.0,58.76577345879696
2098,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2017,0.0,54.63502497905567
2099,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2017,0.0,163.27462700011722
2100,94,GUAINÍA,BARRANCO MINA ,Cultivo abandonado,2017,0.0,22.141793963964652
2101,94,GUAINÍA,INIRIDA,Cultivo abandonado,2017,0.0,254.92389540407203
2102,94,GUAINÍA,MAPIRIPANA ,Cultivo abandonado,2017,3.72,6.720645701442505
2103,94,GUAINÍA,MORICHAL  ,Cultivo permanente,2017,26.82,4.647828051489917
2104,94,GUAINÍA,PANÁ PANÁ  ,Cultivo abandonado,2017,0.0,7.776594504172385
2105,94,GUAINÍA,PUERTO COLOMBIA ,Cultivo abandonado,2017,0.0,11.024198919633616
2106,95,GUAVIARE,CALAMAR,Cultivo permanente,2017,416.39,58.58706809424663
2107,95,GUAVIARE,EL RETORNO,Cultivo permanente,2017,1405.66,127.84134728034223
2108,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2017,1699.29,48.548521745855545
2109,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2017,1401.33,495.5942463952052
2110,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2017,1.69,263.4280010420583
2111,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2017,0.0,2009.71493813637
2112,47,MAGDALENA,ARACATACA,Cultivo abandonado,2017,0.0,278.7991686953028
2113,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2017,0.0,1131.2475912324844
2114,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2017,0.0,429.9971553221851
2115,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2017,7.88,5328.606514551179
2116,50,META,LA MACARENA,Cultivo permanente,2017,1647.55,211.4451599440857
2117,50,META,LEJANÍAS,Cultivo abandonado,2017,0.0,216.94712977221675
2118,50,META,MAPIRIPÁN,Cultivo permanente,2017,315.66,107.60161477342592
2119,50,META,MESETAS,Cultivo intermintente,2017,86.72,160.1890200287265
2120,50,META,PUERTO CONCORDIA,Cultivo permanente,2017,77.84,173.1943663119154
2121,50,META,PUERTO GAITÁN,Cultivo abandonado,2017,0.0,7563.624007732777
2122,50,META,PUERTO LLERAS,Cultivo intermintente,2017,24.15,207.18552508610745
2123,50,META,PUERTO LÓPEZ,Cultivo abandonado,2017,0.0,945.8708808597084
2124,50,META,PUERTO RICO,Cultivo permanente,2017,1773.19,324.1521104393702
2125,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2017,70.28,182.1675706458218
2126,50,META,SAN MARTÍN,Cultivo abandonado,2017,0.0,413.09270788279287
2127,50,META,URIBE,Cultivo intermintente,2017,108.77,104.7862080755748
2128,50,META,VISTAHERMOSA,Cultivo permanente,2017,1473.05,266.3075329277185
2129,52,NARIÑO,ANCUYA,Cultivo intermintente,2017,45.6,43.793018041015
2130,52,NARIÑO,BARBACOAS,Cultivo permanente,2017,4590.5,285.67230517840653
2131,52,NARIÑO,BUESACO,Cultivo abandonado,2017,0.0,173.59452310684435
2132,52,NARIÑO,CONSACÁ,Cultivo abandonado,2017,0.0,77.55875219233634
2133,52,NARIÑO,CONTADERO,Cultivo abandonado,2017,0.0,53.59641679815431
2134,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2017,0.0,97.22439103027077
2135,52,NARIÑO,CUMBAL,Cultivo abandonado,2017,0.0,142.49123102051806
2136,52,NARIÑO,CUMBITARA,Cultivo permanente,2017,666.8,41.45236322810966
2137,52,NARIÑO,EL CHARCO,Cultivo permanente,2017,4630.67,128.15394929475715
2138,52,NARIÑO,EL PEÑOL,Cultivo permanente,2017,97.31,61.068188433758735
2139,52,NARIÑO,EL ROSARIO,Cultivo permanente,2017,765.36,60.38020842357838
2140,52,NARIÑO,EL TAMBO,Cultivo permanente,2017,176.28,95.55834056142334
2141,52,NARIÑO,FRANCISCO PIZARRO ,Cultivo permanente,2017,258.1,58.70950693315233
2142,52,NARIÑO,IPIALES,Cultivo permanente,2017,1273.67,1194.5685268948666
2143,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2017,83.95,82.51394929973574
2144,52,NARIÑO,LA LLANADA,Cultivo permanente,2017,146.45,33.349803687061055
2145,52,NARIÑO,LA TOLA,Cultivo permanente,2017,292.3,29.777939501249904
2146,52,NARIÑO,LEIVA,Cultivo permanente,2017,279.18,58.34550003810772
2147,52,NARIÑO,LINARES,Cultivo permanente,2017,558.06,63.016333474547736
2148,52,NARIÑO,LOS ANDES ,Cultivo permanente,2017,364.39,63.04522309584779
2149,52,NARIÑO,MAGÜÍ ,Cultivo permanente,2017,1716.95,96.70529676237372
2150,52,NARIÑO,MALLAMA ,Cultivo intermintente,2017,1.16,43.63475567869486
2151,52,NARIÑO,MOSQUERA,Cultivo permanente,2017,218.44,34.61482586122296
2152,52,NARIÑO,OLAYA HERRERA ,Cultivo permanente,2017,3355.53,88.1217763572925
2153,52,NARIÑO,POLICARPA,Cultivo permanente,2017,960.41,61.63629970543237
2154,52,NARIÑO,PUERRES,Cultivo abandonado,2017,0.0,58.14309229564002
2155,52,NARIÑO,RICAURTE,Cultivo permanente,2017,784.16,70.6807340301234
2156,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2017,2733.71,59.48168563065278
2157,52,NARIÑO,SAMANIEGO,Cultivo permanente,2017,869.33,173.9938425402662
2158,52,NARIÑO,SAN PABLO,Cultivo abandonado,2017,0.0,87.07948682116353
2159,52,NARIÑO,SANDONÁ,Cultivo intermintente,2017,16.13,130.48709618451213
2160,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2017,530.17,88.94245136976281
2161,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2017,803.08,52.41389525426131
2162,52,NARIÑO,TUMACO,Cultivo permanente,2017,19516.93,1397.7144634992335
2163,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2017,65.45,196.820081315744
2164,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2017,3.82,46.5609222193188
2165,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2017,0.0,70.21179646239932
2166,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2017,1315.66,112.40911280253653
2167,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2017,323.11,7799.826265667127
2168,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2017,758.44,118.40934625603282
2169,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2017,4300.6,86.05788877868244
2170,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2017,134.14,397.1228538421177
2171,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2017,386.77,63.57146033784775
2172,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2017,2.02,125.923619266302
2173,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2017,25.59,68.85583836286223
2174,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2017,0.0,47.31119932591324
2175,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2017,10.62,746.2046393678854
2176,54,NORTE DE SANTANDER,SAN CALIXTO,Cultivo permanente,2017,640.32,83.7793870667495
2177,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2017,4112.41,305.3707471897581
2178,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2017,2479.63,101.46298252260829
2179,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2017,13685.69,546.7200682386409
2180,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2017,0.0,111.81915587790792
2181,86,PUTUMAYO,MOCOA,Cultivo permanente,2017,76.23,657.2486265718117
2182,86,PUTUMAYO,ORITO,Cultivo permanente,2017,3969.91,451.17558207792825
2183,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2017,9664.6,900.8330197036382
2184,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2017,2998.37,79.260027324392
2185,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2017,2029.9,164.30469762741282
2186,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2017,1403.95,139.96224844154642
2187,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2017,3553.66,166.6321586667068
2188,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2017,0.0,53.768470737585815
2189,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2017,4132.44,209.19562088777067
2190,86,PUTUMAYO,VILLAGARZÓN,Cultivo permanente,2017,1759.91,510.2184765322855
2191,68,SANTANDER,ALBANIA,Cultivo abandonado,2017,0.0,132.62963505035486
2192,68,SANTANDER,BETULIA,Cultivo abandonado,2017,0.0,155.1035704456016
2193,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2017,6.82,149.64458152405297
2194,68,SANTANDER,CHIMA,Cultivo abandonado,2017,0.0,44.47855786783755
2195,68,SANTANDER,CIMITARRA,Cultivo intermintente,2017,3.04,644.0211226845674
2196,68,SANTANDER,CONFINES,Cultivo abandonado,2017,0.0,43.64376350433187
2197,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2017,0.0,36.5123132312855
2198,68,SANTANDER,EL CARMEN,Cultivo intermintente,2017,4.51,213.9698914696691
2199,68,SANTANDER,EL PEÑÓN,Cultivo intermintente,2017,0.0,38.5173847568557
2200,68,SANTANDER,EL PLAYÓN,Cultivo abandonado,2017,0.0,152.38892958372162
2201,68,SANTANDER,FLORIÁN,Cultivo abandonado,2017,0.0,70.09608543104
2202,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2017,0.0,31.880646156712665
2203,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2017,0.0,47.57967367884797
2204,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2017,0.0,62.29794488020801
2205,68,SANTANDER,LA PAZ,Cultivo abandonado,2017,0.0,46.841152911966105
2206,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2017,0.0,151.15969144903374
2207,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2017,0.0,52.263048180387656
2208,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2017,0.0,103.13185950881756
2209,68,SANTANDER,RIONEGRO,Cultivo intermintente,2017,5.68,816.0225901950638
2210,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2017,0.0,732.8084018131045
2211,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2017,0.0,589.5177289560105
2212,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2017,3.86,39.16555724653364
2213,68,SANTANDER,SIMACOTA,Cultivo intermintente,2017,6.08,104.19323907619447
2214,68,SANTANDER,SOCORRO,Cultivo abandonado,2017,0.0,425.7512492732266
2215,68,SANTANDER,SUCRE,Cultivo abandonado,2017,0.0,69.47933711349816
2216,68,SANTANDER,VÉLEZ,Cultivo abandonado,2017,0.0,258.7606396427093
2217,76,VALLE DEL CAUCA,BOLÍVAR,Cultivo permanente,2017,75.42,181.1238469546208
2218,76,VALLE DEL CAUCA,BUENAVENTURA,Cultivo permanente,2017,1030.16,3893.105831022095
2219,76,VALLE DEL CAUCA,CALI,Cultivo abandonado,2017,0.0,38161.17538396632
2220,76,VALLE DEL CAUCA,CALIMA ,Cultivo permanente,2017,43.6,220.55591418571896
2221,76,VALLE DEL CAUCA,DAGUA,Cultivo permanente,2017,45.82,638.1506132514146
2222,76,VALLE DEL CAUCA,JAMUNDÍ,Cultivo intermintente,2017,61.56,2157.966238502332
2223,76,VALLE DEL CAUCA,TULUÁ,Cultivo intermintente,2017,4.75,3269.579875537028
2224,97,VAUPÉS,CARURÚ,Cultivo permanente,2017,105.46,22.53732487807636
