,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Valor agregado
0,91,AMAZONAS,EL ENCANTO ,Cultivo intermintente,2011,35.0,8.202733592943414
1,91,AMAZONAS,LA CHORRERA ,Cultivo intermintente,2011,36.0,11.444021906445332
2,91,AMAZONAS,LA PEDRERA ,Cultivo abandonado,2011,0.0,8.17939040573156
3,91,AMAZONAS,LA VICTORIA  ,Cultivo abandonado,2011,0.0,2.0894809995653625
4,91,AMAZONAS,MIRITÍ-PARANÁ  ,Cultivo abandonado,2011,0.0,3.405492597285846
5,91,AMAZONAS,PUERTO ALEGRÍA ,Cultivo permanente,2011,44.0,2.4345238318696376
6,91,AMAZONAS,PUERTO ARICA ,Cultivo abandonado,2011,0.0,3.3960549927475467
7,91,AMAZONAS,SANTANDER  ,Cultivo abandonado,2011,7.0,5.370963018923274
8,5,ANTIOQUIA,AMALFI,Cultivo permanente,2011,29.0,444.991524416973
9,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2011,208.0,82.35975755252781
10,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2011,0.0,1401.4421782203049
11,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2011,42.0,46.17768293310243
12,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2011,38.0,50.46503003849257
13,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2011,453.0,236.77804047280148
14,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2011,0.0,40.3498876391324
15,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2011,2.0,35.79583249699607
16,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2011,0.0,738.1873156402561
17,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2011,0.0,296.2866705881804
18,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2011,0.0,665.4207749471161
19,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2011,1.0,525.3088300592684
20,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2011,1.0,148.99445577504832
21,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2011,2.0,134.55154753306573
22,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2011,317.0,522.319755953879
23,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2011,0.0,133.52288493521678
24,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2011,0.0,197.72435981627424
25,5,ANTIOQUIA,ITUANGO,Cultivo permanente,2011,82.0,139.55153216053628
26,5,ANTIOQUIA,MACEO,Cultivo abandonado,2011,0.0,75.61884422844457
27,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2011,3.0,16.59810773015932
28,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2011,0.0,95.4620670686917
29,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2011,66.0,115.17242298522864
30,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2011,210.0,277.7514311282217
31,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2011,0.0,277.1446627442234
32,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2011,3.0,357.05841620292983
33,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2011,22.0,276.04393501411687
34,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2011,0.0,152.65290731920072
35,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2011,86.0,256.52167161883693
36,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2011,0.0,46.8220816921294
37,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2011,44.0,480.7285425957775
38,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2011,129.0,31.237314607910477
39,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2011,114.0,86.64989792791494
40,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2011,0.0,176.54148271936432
41,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2011,0.0,120.39307148137684
42,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2011,0.0,149.5359532113186
43,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2011,0.0,453.2350653518691
44,5,ANTIOQUIA,SEGOVIA,Cultivo permanente,2011,202.0,350.8398423966336
45,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2011,44.0,479.27631282974
46,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2011,635.0,591.3624200115448
47,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2011,0.0,38.2081730973981
48,5,ANTIOQUIA,TURBO,Cultivo permanente,2011,0.0,1493.0043340421585
49,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2011,0.0,45.73614185181994
50,5,ANTIOQUIA,URRAO,Cultivo abandonado,2011,32.0,222.38811256697693
51,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2011,199.0,90.34830577193328
52,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2011,7.0,110.15291141586484
53,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2011,13.0,31.7704064200778
54,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2011,0.0,44.46119307476653
55,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2011,3.0,359.2901009009237
56,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2011,0.0,186.3050628890188
57,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2011,69.0,974.0658165335014
58,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2011,49.0,239.2797703156017
59,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2011,42.0,1790.035111162915
60,81,ARAUCA,FORTUL,Cultivo abandonado,2011,24.0,138.13540169633845
61,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2011,2.0,48.96681582928673
62,81,ARAUCA,SARAVENA,Cultivo abandonado,2011,15.0,350.5096546390138
63,81,ARAUCA,TAME,Cultivo abandonado,2011,50.0,455.8231005721068
64,13,BOLÍVAR,ACHÍ,Cultivo permanente,2011,5.0,120.74702452979612
65,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2011,16.0,39.81409260436831
66,13,BOLÍVAR,ARENAL,Cultivo permanente,2011,57.0,35.16629366256139
67,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2011,16.0,69.6377394042342
68,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2011,255.0,775.728665364904
69,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2011,0.0,42.20615471606132
70,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2011,535.0,173.72122314136175
71,13,BOLÍVAR,MORALES,Cultivo permanente,2011,55.0,114.42250526499068
72,13,BOLÍVAR,NOROSI,Cultivo permanente,2011,0.0,42.72770884796594
73,13,BOLÍVAR,RIOVIEJO,Cultivo permanente,2011,66.0,69.77777313287248
74,13,BOLÍVAR,SAN JACINTO DEL CAUCA,Cultivo permanente,2011,132.0,67.45430591444273
75,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2011,17.0,58.88850216514957
76,13,BOLÍVAR,SAN PABLO,Cultivo permanente,2011,384.0,301.4880999149733
77,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2011,264.0,241.67528550391984
78,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2011,131.0,154.57813342218185
79,13,BOLÍVAR,TIQUISIO ,Cultivo permanente,2011,274.0,81.23226726145754
80,15,BOYACÁ,COPER,Cultivo abandonado,2011,0.0,29.37409508290981
81,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2011,0.0,58.29439032421857
82,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2011,0.0,8.094228504961507
83,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2011,0.0,51.99706431779392
84,15,BOYACÁ,MUZO,Cultivo abandonado,2011,0.0,62.72268689073809
85,15,BOYACÁ,OTANCHE,Cultivo intermintente,2011,47.0,57.83509284472735
86,15,BOYACÁ,PAUNA,Cultivo abandonado,2011,0.0,64.47393253319082
87,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2011,38.0,2852.5164838874985
88,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2011,1.0,33.040507323986844
89,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2011,8.0,47.34171377555947
90,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2011,0.0,39.33549560887346
91,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2011,0.0,17.10995952459443
92,17,CALDAS,MANZANARES,Cultivo abandonado,2011,0.0,140.52387536382935
93,17,CALDAS,NORCASIA,Cultivo abandonado,2011,9.0,39.84135161565824
94,17,CALDAS,PENSILVANIA,Cultivo abandonado,2011,7.0,140.6337843752279
95,17,CALDAS,SAMANÁ,Cultivo abandonado,2011,30.0,138.83475038173356
96,17,CALDAS,VICTORIA,Cultivo abandonado,2011,0.0,68.30994893678623
97,18,CAQUETÁ,ALBANIA,Cultivo permanente,2011,7.0,39.77646996998996
98,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2011,193.0,46.42947028398056
99,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2011,409.0,85.2091051806552
100,18,CAQUETÁ,CURILLO,Cultivo permanente,2011,69.0,43.6727134568234
101,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2011,70.0,88.77804121558813
102,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2011,112.0,55.71028069872942
103,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2011,105.0,963.1872559324734
104,18,CAQUETÁ,MILÁN,Cultivo permanente,2011,290.0,35.983499257701006
105,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2011,409.0,54.8846842161123
106,18,CAQUETÁ,MORELIA,Cultivo intermintente,2011,1.0,20.430057522003267
107,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2011,316.0,132.886370864584
108,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2011,304.0,38.68027460222821
109,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2011,78.0,300.3805767682855
110,18,CAQUETÁ,SOLANO,Cultivo permanente,2011,842.0,56.89844308768085
111,18,CAQUETÁ,SOLITA,Cultivo permanente,2011,23.0,28.469109858435893
112,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2011,99.0,57.43005800694456
113,19,CAUCA,ALMAGUER,Cultivo abandonado,2011,0.0,52.66098294992776
114,19,CAUCA,ARGELIA,Cultivo permanente,2011,200.0,66.97064840114723
115,19,CAUCA,BALBOA,Cultivo permanente,2011,62.0,101.2122867928994
116,19,CAUCA,BOLÍVAR,Cultivo permanente,2011,16.0,137.88587465435864
117,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2011,0.0,134.17605059268195
118,19,CAUCA,CAJIBÍO,Cultivo intermintente,2011,0.0,168.06728336428438
119,19,CAUCA,CALDONO,Cultivo emergente,2011,0.0,108.4174901946508
120,19,CAUCA,CALOTO,Cultivo intermintente,2011,0.0,902.271681919735
121,19,CAUCA,CORINTO,Cultivo intermintente,2011,0.0,138.63891131856278
122,19,CAUCA,EL TAMBO,Cultivo permanente,2011,1514.0,210.1172970221097
123,19,CAUCA,FLORENCIA,Cultivo abandonado,2011,0.0,22.694377349928224
124,19,CAUCA,GUAPI,Cultivo permanente,2011,984.0,106.87431842746103
125,19,CAUCA,JAMBALÓ,Cultivo emergente,2011,0.0,49.81341604118355
126,19,CAUCA,LA SIERRA,Cultivo abandonado,2011,0.0,41.14873215015936
127,19,CAUCA,LA VEGA,Cultivo abandonado,2011,0.0,96.32486777632994
128,19,CAUCA,LÓPEZ,Cultivo permanente,2011,1040.0,51.24063263262087
129,19,CAUCA,MERCADERES,Cultivo intermintente,2011,420.0,75.94227570284549
130,19,CAUCA,MIRANDA,Cultivo intermintente,2011,0.0,437.0387338364822
131,19,CAUCA,MORALES,Cultivo permanente,2011,32.0,124.33437362720022
132,19,CAUCA,PATÍA  ,Cultivo permanente,2011,51.0,120.16671645785284
133,19,CAUCA,PIAMONTE,Cultivo permanente,2011,253.0,32.56298568563656
134,19,CAUCA,PIENDAMÓ,Cultivo emergente,2011,0.0,196.1417244969388
135,19,CAUCA,ROSAS,Cultivo intermintente,2011,0.0,46.45395903583562
136,19,CAUCA,SANTA ROSA,Cultivo intermintente,2011,0.0,17.90152107080904
137,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2011,0.0,912.4395215035412
138,19,CAUCA,SOTARÁ ,Cultivo abandonado,2011,0.0,89.92005891230255
139,19,CAUCA,SUÁREZ,Cultivo permanente,2011,0.0,104.0390464111749
140,19,CAUCA,SUCRE,Cultivo permanente,2011,0.0,25.78128016107873
141,19,CAUCA,TIMBÍO,Cultivo intermintente,2011,0.0,152.72628929383717
142,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2011,1494.0,119.98213735675616
143,19,CAUCA,TORIBÍO,Cultivo intermintente,2011,0.0,106.23736065889696
144,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2011,0.0,1807.8113623511397
145,20,CESAR,GONZÁLEZ,Cultivo permanente,2011,0.0,44.23587530678105
146,20,CESAR,PAILITAS,Cultivo abandonado,2011,0.0,102.590433890949
147,20,CESAR,SAN ALBERTO,Cultivo intermintente,2011,0.0,310.74887878098167
148,20,CESAR,SAN MARTÍN,Cultivo intermintente,2011,0.0,388.23921447223256
149,27,CHOCÓ,ACANDÍ,Cultivo permanente,2011,6.0,33.65480123933045
150,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2011,196.0,274.90702645620564
151,27,CHOCÓ,ATRATO ,Cultivo intermintente,2011,0.0,15.677600419790458
152,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2011,0.0,19.069651228328205
153,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2011,248.0,39.85008155862847
154,27,CHOCÓ,BOJAYÁ ,Cultivo abandonado,2011,4.0,36.55205584627669
155,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2011,0.0,110.29755631477585
156,27,CHOCÓ,CONDOTO,Cultivo permanente,2011,59.0,224.01099777179235
157,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2011,68.0,268.966091545828
158,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2011,36.0,18.602768191583188
159,27,CHOCÓ,ISTMINA,Cultivo permanente,2011,684.0,159.80032254299806
160,27,CHOCÓ,JURADÓ,Cultivo abandonado,2011,18.0,7.599346661149448
161,27,CHOCÓ,LLORÓ,Cultivo intermintente,2011,0.0,34.04468668417044
162,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2011,3.0,51.21147211604176
163,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2011,352.0,142.9645302146151
164,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2011,0.0,28.000319834215656
165,27,CHOCÓ,NÓVITA,Cultivo permanente,2011,464.0,451.3284473566719
166,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2011,12.0,15.516566546321954
167,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2011,14.0,700.0290628241122
168,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2011,0.0,50.144906005072414
169,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2011,16.0,19.383967201947847
170,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2011,86.0,81.11423024058527
171,27,CHOCÓ,SAN JOSÉ DEL PALMAR,Cultivo permanente,2011,104.0,13.287919375563668
172,27,CHOCÓ,SIPÍ,Cultivo permanente,2011,130.0,344.4384973416284
173,27,CHOCÓ,TADÓ,Cultivo abandonado,2011,4.0,102.96040683445676
174,27,CHOCÓ,UNGUÍA,Cultivo permanente,2011,6.0,66.44920174832085
175,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2011,1.0,61.59190586025543
176,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2011,0.0,48.28025242348121
177,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2011,240.0,1434.0579653122295
178,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2011,243.0,243.07079071810483
179,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2011,0.0,37.16754666405292
180,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2011,604.0,593.6775295011665
181,23,CÓRDOBA,VALENCIA,Cultivo permanente,2011,1.0,207.6081993179749
182,25,CUNDINAMARCA,CAPARRAPÍ,Cultivo abandonado,2011,1.0,134.93430869056814
183,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2011,0.0,61.196033829452304
184,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2011,0.0,44.69277413703328
185,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2011,17.0,96.17612477207136
186,94,GUAINÍA,BARRANCO MINA ,Cultivo abandonado,2011,89.0,10.258174777351831
187,94,GUAINÍA,INIRIDA,Cultivo abandonado,2011,135.0,157.87812455088687
188,94,GUAINÍA,MAPIRIPANA ,Cultivo abandonado,2011,0.0,5.385710503419135
189,94,GUAINÍA,MORICHAL  ,Cultivo permanente,2011,66.0,1.686245290951241
190,94,GUAINÍA,PANÁ PANÁ  ,Cultivo abandonado,2011,28.0,4.536274559922877
191,94,GUAINÍA,PUERTO COLOMBIA ,Cultivo abandonado,2011,0.0,9.337424883244704
192,95,GUAVIARE,CALAMAR,Cultivo permanente,2011,862.0,51.09294203727406
193,95,GUAVIARE,EL RETORNO,Cultivo permanente,2011,1701.0,73.28194316944318
194,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2011,2590.0,43.967869168153015
195,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2011,1686.0,298.8467472832522
196,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2011,16.0,110.0926935982971
197,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2011,0.0,1160.143123737924
198,47,MAGDALENA,ARACATACA,Cultivo abandonado,2011,13.0,194.673076045206
199,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2011,3.0,741.488635228121
200,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2011,0.0,299.0703487046052
201,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2011,30.0,3018.285222648469
202,50,META,LA MACARENA,Cultivo permanente,2011,151.0,73.20614292632243
203,50,META,LEJANÍAS,Cultivo abandonado,2011,0.0,270.12589768750433
204,50,META,MAPIRIPÁN,Cultivo permanente,2011,1109.0,65.66563867602069
205,50,META,MESETAS,Cultivo intermintente,2011,0.0,90.36173244534068
206,50,META,PUERTO CONCORDIA,Cultivo permanente,2011,91.0,69.72288680052756
207,50,META,PUERTO GAITÁN,Cultivo abandonado,2011,122.0,14526.513405793215
208,50,META,PUERTO LLERAS,Cultivo intermintente,2011,20.0,132.8243106839118
209,50,META,PUERTO LÓPEZ,Cultivo abandonado,2011,0.0,524.8998470137057
210,50,META,PUERTO RICO,Cultivo permanente,2011,883.0,118.05912551686887
211,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2011,48.0,96.84259029433338
212,50,META,SAN MARTÍN,Cultivo abandonado,2011,19.0,389.6727912446697
213,50,META,URIBE,Cultivo intermintente,2011,72.0,72.03120119144438
214,50,META,VISTAHERMOSA,Cultivo permanente,2011,524.0,147.00738425273337
215,52,NARIÑO,ANCUYA,Cultivo intermintente,2011,0.0,35.487111012151026
216,52,NARIÑO,BARBACOAS,Cultivo permanente,2011,3193.0,157.87615510819438
217,52,NARIÑO,BUESACO,Cultivo abandonado,2011,0.0,97.73352426407388
218,52,NARIÑO,CONSACÁ,Cultivo abandonado,2011,0.0,52.79444792813092
219,52,NARIÑO,CONTADERO,Cultivo abandonado,2011,0.0,44.92441801393241
220,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2011,0.0,63.54591125524623
221,52,NARIÑO,CUMBAL,Cultivo abandonado,2011,0.0,80.36271538461642
222,52,NARIÑO,CUMBITARA,Cultivo permanente,2011,194.0,31.567235010453743
223,52,NARIÑO,EL CHARCO,Cultivo permanente,2011,1080.0,65.48856889831987
224,52,NARIÑO,EL PEÑOL,Cultivo permanente,2011,0.0,31.12736768467059
225,52,NARIÑO,EL ROSARIO,Cultivo permanente,2011,203.0,31.86733738123572
226,52,NARIÑO,EL TAMBO,Cultivo permanente,2011,0.0,63.063205033765286
227,52,NARIÑO,FRANCISCO PIZARRO ,Cultivo permanente,2011,207.0,33.17181497858643
228,52,NARIÑO,IPIALES,Cultivo permanente,2011,247.0,666.074079015674
229,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2011,0.0,64.02196277531161
230,52,NARIÑO,LA LLANADA,Cultivo permanente,2011,3.0,29.615031110447223
231,52,NARIÑO,LA TOLA,Cultivo permanente,2011,63.0,17.625775095710058
232,52,NARIÑO,LEIVA,Cultivo permanente,2011,35.0,33.843661805294346
233,52,NARIÑO,LINARES,Cultivo permanente,2011,15.0,38.53986825095498
234,52,NARIÑO,LOS ANDES ,Cultivo permanente,2011,33.0,44.798929162361134
235,52,NARIÑO,MAGÜÍ ,Cultivo permanente,2011,1563.0,43.21997613572556
236,52,NARIÑO,MALLAMA ,Cultivo intermintente,2011,0.0,25.119200195604147
237,52,NARIÑO,MOSQUERA,Cultivo permanente,2011,222.0,22.6942113067627
238,52,NARIÑO,OLAYA HERRERA ,Cultivo permanente,2011,1104.0,57.19303532075233
239,52,NARIÑO,POLICARPA,Cultivo permanente,2011,202.0,41.749880746177176
240,52,NARIÑO,PUERRES,Cultivo abandonado,2011,0.0,40.36231227125843
241,52,NARIÑO,RICAURTE,Cultivo permanente,2011,68.0,48.2780171769553
242,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2011,2058.0,31.778884735743404
243,52,NARIÑO,SAMANIEGO,Cultivo permanente,2011,551.0,129.10839368226704
244,52,NARIÑO,SAN PABLO,Cultivo abandonado,2011,0.0,48.75450285576629
245,52,NARIÑO,SANDONÁ,Cultivo intermintente,2011,0.0,88.32139939097145
246,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2011,587.0,69.29573695623446
247,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2011,10.0,33.05112717752948
248,52,NARIÑO,TUMACO,Cultivo permanente,2011,5593.0,905.836387045345
249,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2011,15.0,150.23246644702346
250,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2011,6.0,24.739829270511347
251,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2011,164.0,43.27643750758803
252,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2011,180.0,93.02178218241204
253,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2011,32.0,4932.110125027099
254,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2011,212.0,75.5190536154496
255,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2011,410.0,55.00994296231256
256,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2011,41.0,247.0678453810808
257,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2011,48.0,45.11300297396561
258,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2011,92.0,72.90216657439733
259,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2011,26.0,40.96470880655918
260,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2011,3.0,25.218782077871644
261,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2011,0.0,570.2739367970935
262,54,NORTE DE SANTANDER,SAN CALIXTO,Cultivo permanente,2011,66.0,71.04494587215547
263,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2011,1125.0,217.5073103242672
264,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2011,298.0,69.70932185376387
265,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2011,772.0,368.3361448038431
266,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2011,0.0,76.00451085903956
267,86,PUTUMAYO,MOCOA,Cultivo permanente,2011,48.0,425.313736122021
268,86,PUTUMAYO,ORITO,Cultivo permanente,2011,1086.0,581.8920080974461
269,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2011,2735.0,792.4722492673561
270,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2011,854.0,71.03768243455977
271,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2011,1413.0,98.4213546086108
272,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2011,1696.0,78.7360965355839
273,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2011,499.0,108.00440781018636
274,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2011,0.0,25.9960768943126
275,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2011,1010.0,142.81127090153632
276,86,PUTUMAYO,VILLAGARZÓN,Cultivo permanente,2011,611.0,1078.7441823940624
277,68,SANTANDER,ALBANIA,Cultivo abandonado,2011,0.0,81.21083609868387
278,68,SANTANDER,BETULIA,Cultivo abandonado,2011,0.0,63.66944932869421
279,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2011,159.0,75.3202370197274
280,68,SANTANDER,CHIMA,Cultivo abandonado,2011,0.0,25.361570391669964
281,68,SANTANDER,CIMITARRA,Cultivo intermintente,2011,45.0,308.1464812239489
282,68,SANTANDER,CONFINES,Cultivo abandonado,2011,0.0,22.212216572520624
283,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2011,0.0,26.81185066004008
284,68,SANTANDER,EL CARMEN,Cultivo intermintente,2011,0.0,168.43206700599407
285,68,SANTANDER,EL PEÑÓN,Cultivo intermintente,2011,3.0,28.13727425904706
286,68,SANTANDER,EL PLAYÓN,Cultivo abandonado,2011,60.0,106.54215431948984
287,68,SANTANDER,FLORIÁN,Cultivo abandonado,2011,0.0,35.50751229542661
288,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2011,0.0,20.8002143595804
289,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2011,0.0,43.56063774212179
290,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2011,77.0,45.13756611983919
291,68,SANTANDER,LA PAZ,Cultivo abandonado,2011,0.0,35.90142413810542
292,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2011,34.0,119.3463466661789
293,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2011,0.0,26.262176285391742
294,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2011,16.0,55.54689571307944
295,68,SANTANDER,RIONEGRO,Cultivo intermintente,2011,51.0,599.3832420322889
296,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2011,0.0,683.5350568741837
297,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2011,0.0,542.3525825205587
298,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2011,35.0,31.70789795614346
299,68,SANTANDER,SIMACOTA,Cultivo intermintente,2011,10.0,62.77791285517236
300,68,SANTANDER,SOCORRO,Cultivo abandonado,2011,0.0,305.2105551831181
301,68,SANTANDER,SUCRE,Cultivo abandonado,2011,86.0,45.625929388254285
302,68,SANTANDER,VÉLEZ,Cultivo abandonado,2011,19.0,158.41391459418185
