,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Cobertura de acueducto,Cobertura de alcantarillado
0,5,ANTIOQUIA,AMALFI,Cultivo permanente,2008,151.0,50.49,50.49
1,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2008,787.0,37.23,37.23
2,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2008,10.0,91.48,91.48
3,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2008,1.0,17.13,3.36
4,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2008,85.0,31.31,31.31
5,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2008,524.0,79.5,64.42
6,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2008,6.0,23.23,23.23
7,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2008,14.0,51.87,51.87
8,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2008,4.0,100.0,100.0
9,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2008,0.0,91.29,53.85
10,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2008,2.0,84.59,84.59
11,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2008,2.0,85.99,85.99
12,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2008,13.0,100.0,100.0
13,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2008,0.0,48.03,40.21
14,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2008,708.0,96.02,64.34
15,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2008,0.0,50.98,50.98
16,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2008,0.0,34.42,50.43
17,5,ANTIOQUIA,MACEO,Cultivo abandonado,2008,0.0,100.0,100.0
18,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2008,0.0,0.0,0.0
19,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2008,0.0,100.0,100.0
20,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2008,17.0,100.0,100.0
21,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2008,328.0,100.0,0.0
22,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2008,0.0,20.57,10.83
23,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2008,2.0,49.2,49.2
24,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2008,45.0,100.0,100.0
25,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2008,0.0,82.16,82.16
26,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2008,154.0,100.0,100.0
27,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2008,0.0,87.54,16.22
28,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2008,17.0,9.06,9.01
29,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2008,235.0,23.26,23.26
30,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2008,271.0,91.82,28.45
31,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2008,0.0,34.84,34.84
32,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2008,8.0,29.66,29.66
33,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2008,3.0,41.2,11.47
34,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2008,0.0,26.55,26.55
35,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2008,70.0,43.11,30.07
36,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2008,931.0,74.84,74.84
37,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2008,0.0,46.83,24.63
38,5,ANTIOQUIA,TURBO,Cultivo permanente,2008,8.0,49.56,22.04
39,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2008,0.0,100.0,100.0
40,5,ANTIOQUIA,URRAO,Cultivo abandonado,2008,0.0,52.36,52.36
41,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2008,409.0,51.85,21.29
42,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2008,22.0,78.51,78.51
43,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2008,0.0,100.0,100.0
44,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2008,0.0,98.23,97.3
45,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2008,0.0,100.0,100.0
46,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2008,0.0,27.46,27.46
47,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2008,239.0,33.7,32.61
48,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2008,495.0,0.0,0.0
49,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2008,205.0,26.07,26.07
50,81,ARAUCA,FORTUL,Cultivo abandonado,2008,39.0,100.0,100.0
51,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2008,15.0,100.0,100.0
52,81,ARAUCA,TAME,Cultivo abandonado,2008,96.0,38.59,32.44
53,13,BOLÍVAR,ACHÍ,Cultivo permanente,2008,0.0,70.38,0.0
54,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2008,43.0,35.16,0.0
55,13,BOLÍVAR,ARENAL,Cultivo permanente,2008,117.0,93.68,0.0
56,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2008,31.0,88.2,0.0
57,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2008,909.0,0.0,0.0
58,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2008,0.0,43.73,0.0
59,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2008,734.0,0.0,0.0
60,13,BOLÍVAR,MORALES,Cultivo permanente,2008,156.0,31.73,31.73
61,13,BOLÍVAR,RIOVIEJO,Cultivo permanente,2008,230.0,100.0,100.0
62,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2008,77.0,71.52,52.93
63,13,BOLÍVAR,SAN PABLO,Cultivo permanente,2008,1529.0,100.0,0.0
64,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2008,1319.0,60.52,60.52
65,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2008,374.0,36.6,36.6
66,15,BOYACÁ,COPER,Cultivo abandonado,2008,0.0,19.37,6.99
67,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2008,8.0,100.0,100.0
68,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2008,0.0,15.49,15.49
69,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2008,0.0,21.18,8.0
70,15,BOYACÁ,MUZO,Cultivo abandonado,2008,0.0,44.99,44.99
71,15,BOYACÁ,OTANCHE,Cultivo intermintente,2008,120.0,25.34,25.34
72,15,BOYACÁ,PAUNA,Cultivo abandonado,2008,0.0,32.88,26.34
73,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2008,65.0,99.49,97.88
74,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2008,0.0,28.21,28.21
75,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2008,4.0,15.62,13.61
76,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2008,0.0,51.16,27.47
77,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2008,0.0,33.75,7.87
78,17,CALDAS,MANZANARES,Cultivo abandonado,2008,0.0,100.0,43.46
79,17,CALDAS,PENSILVANIA,Cultivo abandonado,2008,12.0,27.02,27.79
80,17,CALDAS,SAMANÁ,Cultivo abandonado,2008,136.0,100.0,100.0
81,17,CALDAS,VICTORIA,Cultivo abandonado,2008,0.0,100.0,46.7
82,18,CAQUETÁ,ALBANIA,Cultivo permanente,2008,10.0,66.26,66.26
83,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2008,185.0,100.0,100.0
84,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2008,1374.0,100.0,100.0
85,18,CAQUETÁ,CURILLO,Cultivo permanente,2008,44.0,34.45,34.45
86,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2008,102.0,67.77,60.8
87,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2008,39.0,79.45,79.45
88,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2008,14.0,52.43,37.05
89,18,CAQUETÁ,MILÁN,Cultivo permanente,2008,174.0,22.03,18.91
90,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2008,315.0,23.15,23.15
91,18,CAQUETÁ,MORELIA,Cultivo intermintente,2008,5.0,100.0,100.0
92,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2008,458.0,99.7,92.87
93,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2008,92.0,100.0,100.0
94,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2008,373.0,51.22,51.22
95,18,CAQUETÁ,SOLANO,Cultivo permanente,2008,992.0,100.0,81.04
96,18,CAQUETÁ,SOLITA,Cultivo permanente,2008,64.0,35.12,28.66
97,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2008,62.0,18.71,18.71
98,19,CAUCA,ALMAGUER,Cultivo abandonado,2008,0.0,100.0,10.35
99,19,CAUCA,ARGELIA,Cultivo permanente,2008,483.0,4.27,4.27
100,19,CAUCA,BALBOA,Cultivo permanente,2008,15.0,12.5,12.5
101,19,CAUCA,BOLÍVAR,Cultivo permanente,2008,4.0,99.04,5.95
102,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2008,10.0,100.0,4.65
103,19,CAUCA,CAJIBÍO,Cultivo intermintente,2008,0.0,21.99,4.05
104,19,CAUCA,CALDONO,Cultivo emergente,2008,0.0,94.12,4.14
105,19,CAUCA,CALOTO,Cultivo intermintente,2008,0.0,100.0,95.96
106,19,CAUCA,CORINTO,Cultivo intermintente,2008,0.0,55.91,55.91
107,19,CAUCA,EL TAMBO,Cultivo permanente,2008,1240.0,100.0,1.22
108,19,CAUCA,FLORENCIA,Cultivo abandonado,2008,0.0,98.86,13.42
109,19,CAUCA,GUAPI,Cultivo permanente,2008,1434.0,53.53,53.53
110,19,CAUCA,JAMBALÓ,Cultivo emergente,2008,0.0,100.0,7.87
111,19,CAUCA,LA SIERRA,Cultivo abandonado,2008,4.0,17.33,17.33
112,19,CAUCA,LA VEGA,Cultivo abandonado,2008,1.0,14.25,14.25
113,19,CAUCA,LÓPEZ,Cultivo permanente,2008,476.0,100.0,37.81
114,19,CAUCA,MERCADERES,Cultivo intermintente,2008,0.0,100.0,34.7
115,19,CAUCA,MIRANDA,Cultivo intermintente,2008,0.0,54.72,53.11
116,19,CAUCA,MORALES,Cultivo permanente,2008,29.0,33.17,6.92
117,19,CAUCA,PATÍA  ,Cultivo permanente,2008,105.0,23.5,18.24
118,19,CAUCA,PIAMONTE,Cultivo permanente,2008,523.0,92.77,0.0
119,19,CAUCA,PIENDAMÓ,Cultivo emergente,2008,0.0,71.76,21.1
120,19,CAUCA,ROSAS,Cultivo intermintente,2008,0.0,99.41,6.02
121,19,CAUCA,SANTA ROSA,Cultivo intermintente,2008,16.0,8.26,8.26
122,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2008,0.0,91.4,70.42
123,19,CAUCA,SUÁREZ,Cultivo permanente,2008,32.0,97.32,20.98
124,19,CAUCA,SUCRE,Cultivo permanente,2008,0.0,44.71,14.36
125,19,CAUCA,TIMBÍO,Cultivo intermintente,2008,0.0,100.0,37.0
126,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2008,1050.0,55.98,55.98
127,19,CAUCA,TORIBÍO,Cultivo intermintente,2008,0.0,35.43,9.92
128,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2008,0.0,100.0,100.0
129,20,CESAR,GONZÁLEZ,Cultivo permanente,2008,0.0,34.0,34.0
130,20,CESAR,PAILITAS,Cultivo abandonado,2008,5.0,100.0,84.08
131,20,CESAR,SAN ALBERTO,Cultivo intermintente,2008,0.0,65.91,65.91
132,20,CESAR,SAN MARTÍN,Cultivo intermintente,2008,0.0,43.79,34.52
133,27,CHOCÓ,ACANDÍ,Cultivo permanente,2008,0.0,100.0,26.72
134,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2008,391.0,34.52,0.0
135,27,CHOCÓ,ATRATO ,Cultivo intermintente,2008,0.0,0.0,0.0
136,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2008,0.0,100.0,85.63
137,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2008,1114.0,100.0,71.48
138,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2008,0.0,0.0,0.0
139,27,CHOCÓ,CONDOTO,Cultivo permanente,2008,55.0,78.43,78.37
140,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2008,52.0,100.0,100.0
141,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2008,102.0,100.0,100.0
142,27,CHOCÓ,ISTMINA,Cultivo permanente,2008,425.0,100.0,100.0
143,27,CHOCÓ,LLORÓ,Cultivo intermintente,2008,0.0,100.0,100.0
144,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2008,0.0,99.15,0.0
145,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2008,228.0,0.0,0.0
146,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2008,0.0,45.56,45.56
147,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2008,23.0,100.0,47.45
148,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2008,7.0,100.0,100.0
149,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2008,0.0,100.0,0.0
150,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2008,9.0,100.0,98.61
151,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2008,0.0,0.0,0.0
152,27,CHOCÓ,SIPÍ,Cultivo permanente,2008,74.0,80.13,80.13
153,27,CHOCÓ,TADÓ,Cultivo abandonado,2008,5.0,100.0,100.0
154,27,CHOCÓ,UNGUÍA,Cultivo permanente,2008,0.0,86.47,57.82
155,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2008,0.0,100.0,100.0
156,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2008,0.0,36.7,0.0
157,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2008,621.0,53.01,53.01
158,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2008,464.0,38.48,38.48
159,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2008,0.0,99.93,0.0
160,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2008,624.0,95.27,55.97
161,23,CÓRDOBA,VALENCIA,Cultivo permanente,2008,1.0,43.7,23.65
162,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2008,0.0,25.21,13.31
163,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2008,0.0,100.0,100.0
164,94,GUAINÍA,INIRIDA,Cultivo abandonado,2008,187.0,19.26,14.26
165,95,GUAVIARE,CALAMAR,Cultivo permanente,2008,808.0,57.65,0.0
166,95,GUAVIARE,EL RETORNO,Cultivo permanente,2008,2415.0,40.57,36.43
167,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2008,1263.0,8.91,0.0
168,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2008,2143.0,6.84,8.16
169,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2008,160.0,69.62,29.74
170,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2008,0.0,85.05,85.05
171,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2008,23.0,16.17,16.17
172,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2008,0.0,100.0,100.0
173,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2008,368.0,46.92,41.48
174,50,META,LA MACARENA,Cultivo permanente,2008,218.0,19.77,13.99
175,50,META,LEJANÍAS,Cultivo abandonado,2008,0.0,25.19,21.93
176,50,META,MAPIRIPÁN,Cultivo permanente,2008,2180.0,11.91,9.19
177,50,META,MESETAS,Cultivo intermintente,2008,62.0,17.52,16.16
178,50,META,PUERTO CONCORDIA,Cultivo permanente,2008,75.0,17.22,10.13
179,50,META,PUERTO GAITÁN,Cultivo abandonado,2008,386.0,87.01,98.87
180,50,META,PUERTO LLERAS,Cultivo intermintente,2008,134.0,13.23,0.0
181,50,META,PUERTO LÓPEZ,Cultivo abandonado,2008,0.0,72.8,72.8
182,50,META,PUERTO RICO,Cultivo permanente,2008,938.0,34.42,34.42
183,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2008,39.0,18.38,15.03
184,50,META,SAN MARTÍN,Cultivo abandonado,2008,0.0,93.87,93.57
185,50,META,URIBE,Cultivo intermintente,2008,6.0,22.0,18.08
186,50,META,VISTAHERMOSA,Cultivo permanente,2008,1487.0,43.43,34.61
187,52,NARIÑO,ANCUYA,Cultivo intermintente,2008,2.0,10.88,10.9
188,52,NARIÑO,BARBACOAS,Cultivo permanente,2008,3080.0,54.01,54.01
189,52,NARIÑO,BUESACO,Cultivo abandonado,2008,0.0,17.78,15.58
190,52,NARIÑO,CONSACÁ,Cultivo abandonado,2008,0.0,100.0,21.72
191,52,NARIÑO,CONTADERO,Cultivo abandonado,2008,0.0,100.0,27.35
192,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2008,0.0,100.0,17.99
193,52,NARIÑO,CUMBAL,Cultivo abandonado,2008,0.0,50.79,26.08
194,52,NARIÑO,CUMBITARA,Cultivo permanente,2008,250.0,8.91,8.91
195,52,NARIÑO,EL CHARCO,Cultivo permanente,2008,2202.0,20.24,20.24
196,52,NARIÑO,EL PEÑOL,Cultivo permanente,2008,0.0,100.0,100.0
197,52,NARIÑO,EL TAMBO,Cultivo permanente,2008,2.0,100.0,100.0
198,52,NARIÑO,FRANCISCO PIZARRO ,Cultivo permanente,2008,407.0,52.1,52.1
199,52,NARIÑO,IPIALES,Cultivo permanente,2008,215.0,67.23,56.62
200,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2008,0.0,4.56,4.56
201,52,NARIÑO,LA LLANADA,Cultivo permanente,2008,7.0,24.25,24.25
202,52,NARIÑO,LA TOLA,Cultivo permanente,2008,164.0,100.0,100.0
203,52,NARIÑO,LINARES,Cultivo permanente,2008,5.0,99.85,18.62
204,52,NARIÑO,LOS ANDES ,Cultivo permanente,2008,2.0,100.0,100.0
205,52,NARIÑO,MAGÜÍ ,Cultivo permanente,2008,2240.0,64.46,64.33
206,52,NARIÑO,MALLAMA ,Cultivo intermintente,2008,3.0,100.0,100.0
207,52,NARIÑO,MOSQUERA,Cultivo permanente,2008,140.0,52.83,0.0
208,52,NARIÑO,POLICARPA,Cultivo permanente,2008,221.0,26.81,26.81
209,52,NARIÑO,PUERRES,Cultivo abandonado,2008,0.0,33.11,33.11
210,52,NARIÑO,RICAURTE,Cultivo permanente,2008,6.0,20.85,20.85
211,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2008,2336.0,14.11,14.11
212,52,NARIÑO,SAMANIEGO,Cultivo permanente,2008,120.0,13.81,13.81
213,52,NARIÑO,SAN PABLO,Cultivo abandonado,2008,0.0,39.94,35.7
214,52,NARIÑO,SANDONÁ,Cultivo intermintente,2008,0.0,43.0,21.86
215,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2008,706.0,38.7,38.7
216,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2008,14.0,11.12,4.44
217,52,NARIÑO,TUMACO,Cultivo permanente,2008,5865.0,100.0,0.0
218,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2008,0.0,38.03,38.03
219,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2008,3.0,100.0,100.0
220,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2008,71.0,100.0,100.0
221,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2008,54.0,52.97,49.51
222,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2008,1.0,71.9,69.28
223,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2008,285.0,39.65,39.65
224,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2008,480.0,52.25,52.25
225,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2008,17.0,33.63,30.7
226,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2008,0.0,12.27,12.27
227,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2008,121.0,24.43,23.84
228,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2008,0.0,12.18,11.62
229,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2008,0.0,32.13,32.13
230,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2008,0.0,68.33,68.22
231,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2008,463.0,100.0,100.0
232,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2008,296.0,11.18,10.15
233,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2008,1033.0,100.0,100.0
234,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2008,0.0,24.7,24.7
235,86,PUTUMAYO,ORITO,Cultivo permanente,2008,1269.0,27.68,27.68
236,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2008,2627.0,6.93,24.83
237,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2008,449.0,17.74,17.74
238,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2008,1077.0,100.0,100.0
239,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2008,1653.0,61.53,48.57
240,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2008,481.0,0.02,0.0
241,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2008,8.0,100.0,100.0
242,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2008,1319.0,8.36,16.51
243,68,SANTANDER,ALBANIA,Cultivo abandonado,2008,0.0,4.93,4.7
244,68,SANTANDER,BETULIA,Cultivo abandonado,2008,0.0,21.49,18.29
245,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2008,690.0,89.98,12.3
246,68,SANTANDER,CHIMA,Cultivo abandonado,2008,0.0,17.0,17.0
247,68,SANTANDER,CIMITARRA,Cultivo intermintente,2008,330.0,71.4,68.3
248,68,SANTANDER,CONFINES,Cultivo abandonado,2008,0.0,67.91,16.94
249,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2008,0.0,90.3,40.73
250,68,SANTANDER,EL CARMEN,Cultivo intermintente,2008,3.0,20.2,18.8
251,68,SANTANDER,FLORIÁN,Cultivo abandonado,2008,0.0,82.49,29.74
252,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2008,0.0,61.27,45.17
253,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2008,0.0,31.36,16.14
254,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2008,94.0,24.84,24.84
255,68,SANTANDER,LA PAZ,Cultivo abandonado,2008,0.0,43.25,40.17
256,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2008,126.0,44.95,38.16
257,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2008,0.0,100.0,100.0
258,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2008,41.0,66.57,50.93
259,68,SANTANDER,RIONEGRO,Cultivo intermintente,2008,3.0,33.61,33.61
260,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2008,0.0,20.05,19.84
261,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2008,0.0,99.76,41.41
262,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2008,2.0,9.94,9.94
263,68,SANTANDER,SIMACOTA,Cultivo intermintente,2008,7.0,65.38,65.38
264,68,SANTANDER,SOCORRO,Cultivo abandonado,2008,0.0,53.02,53.0
265,68,SANTANDER,SUCRE,Cultivo abandonado,2008,449.0,78.53,47.37
266,68,SANTANDER,VÉLEZ,Cultivo abandonado,2008,0.0,53.19,48.12
267,76,VALLE DEL CAUCA,BOLÍVAR,Cultivo permanente,2008,17.0,23.9,23.9
268,76,VALLE DEL CAUCA,BUENAVENTURA,Cultivo permanente,2008,1651.0,8.95,7.52
269,76,VALLE DEL CAUCA,CALI,Cultivo abandonado,2008,2.0,65.81,65.34
270,76,VALLE DEL CAUCA,CALIMA ,Cultivo permanente,2008,386.0,100.0,100.0
271,76,VALLE DEL CAUCA,DAGUA,Cultivo permanente,2008,8.0,60.0,7.87
272,76,VALLE DEL CAUCA,JAMUNDÍ,Cultivo intermintente,2008,25.0,87.06,75.3
273,76,VALLE DEL CAUCA,TULUÁ,Cultivo intermintente,2008,0.0,59.37,56.08
274,97,VAUPÉS,CARURÚ,Cultivo permanente,2008,168.0,53.23,43.01
275,97,VAUPÉS,TARAIRA,Cultivo abandonado,2008,0.0,78.7,78.7
276,99,VICHADA,CUMARIBO,Cultivo permanente,2008,3128.0,24.55,24.55
277,99,VICHADA,LA PRIMAVERA,Cultivo abandonado,2008,46.0,14.06,0.0
278,99,VICHADA,SANTA ROSALÍA,Cultivo abandonado,2008,0.0,98.97,1.03
279,5,ANTIOQUIA,AMALFI,Cultivo permanente,2009,108.0,50.95,50.95
280,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2009,239.0,37.23,37.23
281,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2009,21.0,95.55,95.55
282,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2009,3.0,17.14,3.36
283,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2009,50.0,0.0,0.0
284,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2009,382.0,79.5,64.42
285,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2009,25.0,22.51,22.51
286,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2009,0.0,51.57,51.57
287,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2009,0.0,100.0,100.0
288,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2009,2.0,50.24,42.63
289,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2009,0.0,84.56,84.56
290,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2009,0.0,89.18,89.18
291,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2009,6.0,72.74,70.5
292,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2009,40.0,47.4,39.66
293,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2009,715.0,95.44,63.95
294,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2009,0.0,50.96,50.96
295,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2009,0.0,34.42,50.43
296,5,ANTIOQUIA,MACEO,Cultivo abandonado,2009,0.0,100.0,100.0
297,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2009,6.0,0.0,0.0
298,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2009,0.0,100.0,100.0
299,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2009,61.0,100.0,100.0
300,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2009,235.0,100.0,0.0
301,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2009,0.0,18.65,10.2
