,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Cobertura de acueducto,Cobertura de alcantarillado
702,27,CHOCÓ,UNGUÍA,Cultivo permanente,2010,29.0,100.0,100.0
703,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2010,0.0,100.0,100.0
704,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2010,0.0,55.42,0.0
705,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2010,835.0,84.14,84.14
706,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2010,579.0,27.32,27.32
707,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2010,0.0,99.93,0.0
708,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2010,2474.0,34.4,5.73
709,23,CÓRDOBA,VALENCIA,Cultivo permanente,2010,1.0,30.27,4.52
710,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2010,0.0,25.21,13.31
711,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2010,0.0,100.0,100.0
712,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2010,31.0,7.32,7.32
713,94,GUAINÍA,INIRIDA,Cultivo abandonado,2010,147.0,18.76,13.89
714,95,GUAVIARE,CALAMAR,Cultivo permanente,2010,546.0,44.74,44.92
715,95,GUAVIARE,EL RETORNO,Cultivo permanente,2010,1732.0,40.57,36.43
716,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2010,1719.0,100.0,100.0
717,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2010,1704.0,6.12,6.58
718,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2010,132.0,69.99,28.32
719,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2010,2.0,83.96,83.96
720,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2010,20.0,32.24,21.46
721,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2010,0.0,100.0,100.0
722,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2010,65.0,51.78,44.45
723,50,META,LA MACARENA,Cultivo permanente,2010,186.0,35.37,36.62
724,50,META,LEJANÍAS,Cultivo abandonado,2010,0.0,35.34,26.68
725,50,META,MAPIRIPÁN,Cultivo permanente,2010,1144.0,14.62,10.92
726,50,META,MESETAS,Cultivo intermintente,2010,7.0,29.24,29.24
727,50,META,PUERTO CONCORDIA,Cultivo permanente,2010,76.0,11.7,8.83
728,50,META,PUERTO GAITÁN,Cultivo abandonado,2010,181.0,76.69,65.11
729,50,META,PUERTO LLERAS,Cultivo intermintente,2010,13.0,13.02,0.0
730,50,META,PUERTO LÓPEZ,Cultivo abandonado,2010,0.0,70.94,61.6
731,50,META,PUERTO RICO,Cultivo permanente,2010,757.0,34.16,34.16
732,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2010,87.0,47.08,43.49
733,50,META,SAN MARTÍN,Cultivo abandonado,2010,0.0,94.42,93.6
734,50,META,URIBE,Cultivo intermintente,2010,36.0,11.21,9.15
735,50,META,VISTAHERMOSA,Cultivo permanente,2010,521.0,51.78,38.01
736,52,NARIÑO,ANCUYA,Cultivo intermintente,2010,0.0,99.12,33.41
737,52,NARIÑO,BARBACOAS,Cultivo permanente,2010,3433.0,52.16,52.16
738,52,NARIÑO,BUESACO,Cultivo abandonado,2010,0.0,100.0,84.46
739,52,NARIÑO,CONSACÁ,Cultivo abandonado,2010,0.0,8.69,8.69
740,52,NARIÑO,CONTADERO,Cultivo abandonado,2010,0.0,99.93,25.3
741,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2010,0.0,16.14,16.14
742,52,NARIÑO,CUMBAL,Cultivo abandonado,2010,0.0,50.79,26.08
743,52,NARIÑO,CUMBITARA,Cultivo permanente,2010,221.0,10.71,10.71
744,52,NARIÑO,EL PEÑOL,Cultivo permanente,2010,86.0,17.91,17.91
745,52,NARIÑO,EL ROSARIO,Cultivo permanente,2010,253.0,100.0,26.56
746,52,NARIÑO,EL TAMBO,Cultivo permanente,2010,65.0,100.0,100.0
747,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2010,0.0,6.59,6.59
748,52,NARIÑO,LA LLANADA,Cultivo permanente,2010,24.0,23.92,23.92
749,52,NARIÑO,LEIVA,Cultivo permanente,2010,36.0,42.88,28.33
750,52,NARIÑO,LINARES,Cultivo permanente,2010,96.0,99.85,17.88
751,52,NARIÑO,LOS ANDES ,Cultivo permanente,2010,103.0,19.24,25.66
752,52,NARIÑO,MALLAMA ,Cultivo intermintente,2010,0.0,100.0,100.0
753,52,NARIÑO,POLICARPA,Cultivo permanente,2010,235.0,100.0,21.71
754,52,NARIÑO,PUERRES,Cultivo abandonado,2010,0.0,33.16,33.16
755,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2010,1585.0,20.82,17.64
756,52,NARIÑO,SAN PABLO,Cultivo abandonado,2010,0.0,18.72,16.52
757,52,NARIÑO,SANDONÁ,Cultivo intermintente,2010,0.0,41.28,21.18
758,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2010,11.0,11.16,4.48
759,52,NARIÑO,TUMACO,Cultivo permanente,2010,5464.0,100.0,0.0
760,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2010,37.0,100.0,100.0
761,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2010,68.0,52.99,49.53
762,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2010,10.0,74.52,72.08
763,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2010,86.0,15.68,15.68
764,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2010,217.0,52.29,52.29
765,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2010,2.0,52.92,33.95
766,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2010,1.0,12.2,8.26
767,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2010,61.0,34.18,33.91
768,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2010,0.0,11.44,10.88
769,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2010,0.0,29.39,29.39
770,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2010,0.0,81.99,81.99
771,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2010,193.0,97.04,97.04
772,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2010,271.0,11.57,10.59
773,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2010,943.0,45.56,40.19
774,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2010,0.0,30.91,30.91
775,86,PUTUMAYO,MOCOA,Cultivo permanente,2010,15.0,57.26,57.26
776,86,PUTUMAYO,ORITO,Cultivo permanente,2010,556.0,28.33,28.33
777,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2010,1551.0,6.8,24.31
778,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2010,281.0,23.52,23.52
779,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2010,623.0,33.12,33.12
780,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2010,1044.0,61.53,48.57
781,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2010,136.0,0.0,0.0
782,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2010,3.0,100.0,31.9
783,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2010,335.0,8.32,16.42
784,68,SANTANDER,ALBANIA,Cultivo abandonado,2010,0.0,5.27,5.27
785,68,SANTANDER,BETULIA,Cultivo abandonado,2010,0.0,38.28,19.24
786,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2010,165.0,15.22,16.45
787,68,SANTANDER,CHIMA,Cultivo abandonado,2010,0.0,17.0,17.0
788,68,SANTANDER,CIMITARRA,Cultivo intermintente,2010,106.0,70.48,65.8
789,68,SANTANDER,CONFINES,Cultivo abandonado,2010,0.0,67.91,16.94
790,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2010,0.0,70.47,70.47
791,68,SANTANDER,EL CARMEN,Cultivo intermintente,2010,0.0,19.78,18.46
792,68,SANTANDER,FLORIÁN,Cultivo abandonado,2010,0.0,100.0,39.74
793,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2010,0.0,100.0,100.0
794,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2010,0.0,40.63,19.53
795,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2010,31.0,50.04,14.12
796,68,SANTANDER,LA PAZ,Cultivo abandonado,2010,0.0,43.25,40.17
797,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2010,78.0,22.17,22.17
798,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2010,0.0,35.89,35.89
799,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2010,27.0,54.68,54.68
800,68,SANTANDER,RIONEGRO,Cultivo intermintente,2010,23.0,41.61,41.61
801,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2010,0.0,18.63,18.25
802,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2010,0.0,48.14,48.14
803,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2010,48.0,27.0,20.09
804,68,SANTANDER,SIMACOTA,Cultivo intermintente,2010,35.0,29.17,16.96
805,68,SANTANDER,SOCORRO,Cultivo abandonado,2010,0.0,52.98,52.98
806,68,SANTANDER,SUCRE,Cultivo abandonado,2010,95.0,32.03,23.51
807,68,SANTANDER,VÉLEZ,Cultivo abandonado,2010,39.0,52.4,50.64
808,76,VALLE DEL CAUCA,BOLÍVAR,Cultivo permanente,2010,15.0,24.88,24.88
809,76,VALLE DEL CAUCA,BUENAVENTURA,Cultivo permanente,2010,558.0,9.79,7.8
810,76,VALLE DEL CAUCA,CALI,Cultivo abandonado,2010,0.0,68.51,72.54
811,76,VALLE DEL CAUCA,CALIMA ,Cultivo permanente,2010,92.0,51.83,57.34
812,76,VALLE DEL CAUCA,DAGUA,Cultivo permanente,2010,0.0,59.91,7.57
813,76,VALLE DEL CAUCA,JAMUNDÍ,Cultivo intermintente,2010,0.0,100.0,100.0
814,76,VALLE DEL CAUCA,TULUÁ,Cultivo intermintente,2010,0.0,84.4,81.21
815,97,VAUPÉS,CARURÚ,Cultivo permanente,2010,60.0,53.62,44.44
816,97,VAUPÉS,MITÚ,Cultivo abandonado,2010,424.0,12.85,9.65
817,97,VAUPÉS,TARAIRA,Cultivo abandonado,2010,14.0,45.48,45.48
818,99,VICHADA,CUMARIBO,Cultivo permanente,2010,2705.0,24.55,24.55
819,99,VICHADA,LA PRIMAVERA,Cultivo abandonado,2010,38.0,14.06,0.0
820,99,VICHADA,SANTA ROSALÍA,Cultivo abandonado,2010,0.0,100.0,100.0
821,5,ANTIOQUIA,AMALFI,Cultivo permanente,2011,29.0,51.29,51.29
822,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2011,208.0,37.23,37.23
823,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2011,0.0,100.0,100.0
824,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2011,42.0,100.0,100.0
825,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2011,38.0,31.97,31.97
826,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2011,453.0,64.75,52.15
827,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2011,0.0,83.27,77.17
828,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2011,2.0,100.0,51.62
829,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2011,0.0,100.0,100.0
830,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2011,0.0,90.6,50.19
831,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2011,0.0,100.0,97.5
832,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2011,1.0,89.18,89.18
833,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2011,1.0,34.04,28.63
834,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2011,2.0,23.03,14.82
835,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2011,317.0,78.54,52.64
836,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2011,0.0,50.58,50.58
837,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2011,0.0,34.42,50.43
838,5,ANTIOQUIA,ITUANGO,Cultivo permanente,2011,82.0,99.17,39.79
839,5,ANTIOQUIA,MACEO,Cultivo abandonado,2011,0.0,33.13,23.41
840,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2011,3.0,0.0,0.0
841,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2011,0.0,100.0,100.0
842,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2011,66.0,11.53,11.53
843,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2011,210.0,100.0,0.0
844,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2011,0.0,20.58,10.83
845,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2011,3.0,80.8,80.8
846,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2011,22.0,76.84,74.37
847,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2011,0.0,82.16,82.16
848,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2011,86.0,53.47,53.47
849,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2011,0.0,56.49,12.57
850,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2011,44.0,8.64,8.64
851,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2011,129.0,21.81,21.81
852,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2011,114.0,32.3,32.3
853,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2011,0.0,32.56,24.64
854,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2011,0.0,36.87,36.87
855,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2011,0.0,15.4,15.4
856,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2011,0.0,30.85,30.85
857,5,ANTIOQUIA,SEGOVIA,Cultivo permanente,2011,202.0,36.44,3.15
858,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2011,44.0,47.27,32.29
859,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2011,635.0,100.0,87.07
860,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2011,0.0,20.01,20.01
861,5,ANTIOQUIA,TURBO,Cultivo permanente,2011,0.0,38.72,8.59
862,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2011,0.0,28.89,28.89
863,5,ANTIOQUIA,URRAO,Cultivo abandonado,2011,32.0,23.34,23.33
864,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2011,199.0,91.66,48.67
865,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2011,7.0,68.26,68.26
866,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2011,13.0,90.13,90.13
867,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2011,0.0,66.81,47.21
868,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2011,3.0,80.94,80.94
869,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2011,0.0,27.62,27.62
870,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2011,69.0,36.36,21.86
871,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2011,49.0,68.76,89.4
872,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2011,42.0,36.88,0.0
873,81,ARAUCA,FORTUL,Cultivo abandonado,2011,24.0,35.52,23.54
874,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2011,2.0,100.0,100.0
875,81,ARAUCA,SARAVENA,Cultivo abandonado,2011,15.0,45.86,45.84
876,81,ARAUCA,TAME,Cultivo abandonado,2011,50.0,37.0,31.16
877,13,BOLÍVAR,ACHÍ,Cultivo permanente,2011,5.0,17.97,0.0
878,13,BOLÍVAR,ARENAL,Cultivo permanente,2011,57.0,68.19,0.0
879,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2011,16.0,100.0,0.0
880,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2011,255.0,100.0,100.0
881,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2011,0.0,15.51,0.0
882,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2011,535.0,52.15,0.0
883,13,BOLÍVAR,MORALES,Cultivo permanente,2011,55.0,32.14,32.14
884,13,BOLÍVAR,NOROSI,Cultivo permanente,2011,0.0,100.0,0.0
885,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2011,17.0,38.48,25.19
886,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2011,264.0,83.86,83.86
887,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2011,131.0,21.25,0.0
888,13,BOLÍVAR,TIQUISIO ,Cultivo permanente,2011,274.0,100.0,100.0
889,15,BOYACÁ,COPER,Cultivo abandonado,2011,0.0,20.95,7.49
890,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2011,0.0,100.0,100.0
891,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2011,0.0,100.0,100.0
892,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2011,0.0,33.67,13.97
893,15,BOYACÁ,MUZO,Cultivo abandonado,2011,0.0,53.23,52.93
894,15,BOYACÁ,OTANCHE,Cultivo intermintente,2011,47.0,23.32,21.74
895,15,BOYACÁ,PAUNA,Cultivo abandonado,2011,0.0,32.9,26.35
896,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2011,38.0,87.6,83.15
897,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2011,1.0,34.29,34.29
898,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2011,8.0,31.12,27.52
899,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2011,0.0,48.05,19.78
900,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2011,0.0,51.86,20.06
901,17,CALDAS,PENSILVANIA,Cultivo abandonado,2011,7.0,32.94,17.29
902,17,CALDAS,SAMANÁ,Cultivo abandonado,2011,30.0,13.68,13.68
903,17,CALDAS,VICTORIA,Cultivo abandonado,2011,0.0,49.07,39.73
904,18,CAQUETÁ,ALBANIA,Cultivo permanente,2011,7.0,65.03,65.03
905,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2011,193.0,98.98,98.98
906,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2011,409.0,100.0,100.0
907,18,CAQUETÁ,CURILLO,Cultivo permanente,2011,69.0,28.49,28.49
908,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2011,70.0,100.0,93.06
909,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2011,112.0,100.0,94.1
910,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2011,105.0,52.36,52.28
911,18,CAQUETÁ,MILÁN,Cultivo permanente,2011,290.0,70.86,54.6
912,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2011,409.0,98.05,79.41
913,18,CAQUETÁ,MORELIA,Cultivo intermintente,2011,1.0,39.99,39.99
914,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2011,316.0,99.97,99.97
915,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2011,304.0,100.0,100.0
916,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2011,78.0,51.18,51.18
917,18,CAQUETÁ,SOLANO,Cultivo permanente,2011,842.0,100.0,81.04
918,18,CAQUETÁ,SOLITA,Cultivo permanente,2011,23.0,100.0,100.0
919,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2011,99.0,23.58,23.58
920,19,CAUCA,ARGELIA,Cultivo permanente,2011,200.0,100.0,85.47
921,19,CAUCA,BALBOA,Cultivo permanente,2011,62.0,61.9,25.32
922,19,CAUCA,BOLÍVAR,Cultivo permanente,2011,16.0,6.25,6.33
923,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2011,0.0,100.0,3.39
924,19,CAUCA,CAJIBÍO,Cultivo intermintente,2011,0.0,100.0,8.2
925,19,CAUCA,CALDONO,Cultivo emergente,2011,0.0,73.13,3.88
926,19,CAUCA,CALOTO,Cultivo intermintente,2011,0.0,55.75,18.88
927,19,CAUCA,CORINTO,Cultivo intermintente,2011,0.0,56.38,56.38
928,19,CAUCA,EL TAMBO,Cultivo permanente,2011,1514.0,66.53,12.12
929,19,CAUCA,FLORENCIA,Cultivo abandonado,2011,0.0,100.0,24.34
930,19,CAUCA,GUAPI,Cultivo permanente,2011,984.0,100.0,100.0
931,19,CAUCA,JAMBALÓ,Cultivo emergente,2011,0.0,8.92,8.92
932,19,CAUCA,LÓPEZ,Cultivo permanente,2011,1040.0,93.41,48.94
933,19,CAUCA,MERCADERES,Cultivo intermintente,2011,420.0,100.0,37.23
934,19,CAUCA,MIRANDA,Cultivo intermintente,2011,0.0,72.68,63.07
935,19,CAUCA,MORALES,Cultivo permanente,2011,32.0,30.77,6.41
936,19,CAUCA,PATÍA  ,Cultivo permanente,2011,51.0,21.39,16.76
937,19,CAUCA,PIAMONTE,Cultivo permanente,2011,253.0,96.19,43.47
938,19,CAUCA,PIENDAMÓ,Cultivo emergente,2011,0.0,52.72,28.56
939,19,CAUCA,ROSAS,Cultivo intermintente,2011,0.0,100.0,5.89
940,19,CAUCA,SANTA ROSA,Cultivo intermintente,2011,0.0,10.92,10.92
941,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2011,0.0,64.77,43.09
942,19,CAUCA,SOTARÁ ,Cultivo abandonado,2011,0.0,98.04,40.02
943,19,CAUCA,SUÁREZ,Cultivo permanente,2011,0.0,75.79,21.72
944,19,CAUCA,SUCRE,Cultivo permanente,2011,0.0,97.45,15.18
945,19,CAUCA,TIMBÍO,Cultivo intermintente,2011,0.0,68.91,26.19
946,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2011,1494.0,73.05,22.45
947,19,CAUCA,TORIBÍO,Cultivo intermintente,2011,0.0,27.62,22.03
948,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2011,0.0,29.53,29.53
949,20,CESAR,GONZÁLEZ,Cultivo permanente,2011,0.0,32.34,32.34
950,20,CESAR,PAILITAS,Cultivo abandonado,2011,0.0,54.57,51.2
951,20,CESAR,SAN ALBERTO,Cultivo intermintente,2011,0.0,100.0,100.0
952,20,CESAR,SAN MARTÍN,Cultivo intermintente,2011,0.0,43.14,33.67
953,27,CHOCÓ,ACANDÍ,Cultivo permanente,2011,6.0,100.0,48.75
954,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2011,196.0,35.55,0.0
955,27,CHOCÓ,ATRATO ,Cultivo intermintente,2011,0.0,78.22,0.0
956,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2011,0.0,100.0,85.38
957,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2011,248.0,100.0,71.79
958,27,CHOCÓ,BOJAYÁ ,Cultivo abandonado,2011,4.0,100.0,27.31
959,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2011,0.0,84.48,0.0
960,27,CHOCÓ,CONDOTO,Cultivo permanente,2011,59.0,62.99,62.99
961,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2011,68.0,100.0,100.0
962,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2011,36.0,100.0,100.0
963,27,CHOCÓ,LLORÓ,Cultivo intermintente,2011,0.0,100.0,100.0
964,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2011,3.0,99.43,0.0
965,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2011,352.0,0.0,0.0
966,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2011,0.0,100.0,100.0
967,27,CHOCÓ,NÓVITA,Cultivo permanente,2011,464.0,55.5,64.34
968,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2011,12.0,100.0,92.91
969,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2011,14.0,99.63,99.63
970,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2011,0.0,100.0,0.0
971,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2011,16.0,100.0,99.29
972,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2011,86.0,0.0,0.0
973,27,CHOCÓ,SIPÍ,Cultivo permanente,2011,130.0,80.32,80.32
974,27,CHOCÓ,TADÓ,Cultivo abandonado,2011,4.0,29.16,30.38
975,27,CHOCÓ,UNGUÍA,Cultivo permanente,2011,6.0,100.0,100.0
976,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2011,1.0,55.51,15.94
977,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2011,0.0,69.01,0.0
978,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2011,240.0,55.18,50.09
979,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2011,243.0,26.87,26.87
980,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2011,0.0,99.93,0.0
981,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2011,604.0,35.03,5.49
982,23,CÓRDOBA,VALENCIA,Cultivo permanente,2011,1.0,59.91,59.91
983,25,CUNDINAMARCA,CAPARRAPÍ,Cultivo abandonado,2011,1.0,16.42,8.86
984,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2011,0.0,25.21,13.31
985,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2011,0.0,100.0,100.0
986,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2011,17.0,7.32,7.32
987,94,GUAINÍA,INIRIDA,Cultivo abandonado,2011,135.0,18.57,13.74
988,95,GUAVIARE,CALAMAR,Cultivo permanente,2011,862.0,45.02,44.97
989,95,GUAVIARE,EL RETORNO,Cultivo permanente,2011,1701.0,40.57,36.43
990,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2011,2590.0,100.0,100.0
991,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2011,1686.0,5.98,6.56
992,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2011,16.0,68.57,26.25
993,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2011,0.0,91.3,86.06
994,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2011,3.0,12.93,12.93
995,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2011,0.0,100.0,100.0
996,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2011,30.0,50.75,43.6
997,50,META,LA MACARENA,Cultivo permanente,2011,151.0,20.91,44.37
998,50,META,LEJANÍAS,Cultivo abandonado,2011,0.0,36.79,24.91
999,50,META,MAPIRIPÁN,Cultivo permanente,2011,1109.0,14.21,10.61
1000,50,META,MESETAS,Cultivo intermintente,2011,0.0,35.22,35.22
1001,50,META,PUERTO CONCORDIA,Cultivo permanente,2011,91.0,11.08,12.69
1002,50,META,PUERTO GAITÁN,Cultivo abandonado,2011,122.0,78.17,67.41
1003,50,META,PUERTO LLERAS,Cultivo intermintente,2011,20.0,23.18,2.44
1004,50,META,PUERTO LÓPEZ,Cultivo abandonado,2011,0.0,74.22,65.22
