,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría cultivo,AÑO,Hectáreas cultivadas,IICA,Categoría IICA
274,68,SANTANDER,68255,EL PLAYÓN,Cultivo abandonado,2017,0.0,0.03,Bajo
275,68,SANTANDER,68271,FLORIÁN,Cultivo abandonado,2017,0.0,0.02,Bajo
276,68,SANTANDER,68322,GUAPOTÁ,Cultivo abandonado,2017,0.0,0.0,Bajo
277,68,SANTANDER,68324,GUAVATÁ,Cultivo abandonado,2017,0.0,0.0,Bajo
278,68,SANTANDER,68377,LA BELLEZA,Cultivo intermintente,2017,0.0,0.0,Bajo
279,68,SANTANDER,68397,LA PAZ,Cultivo abandonado,2017,0.0,0.03,Bajo
280,68,SANTANDER,68385,LANDÁZURI,Cultivo abandonado,2017,0.0,0.02,Bajo
281,68,SANTANDER,68524,PALMAS DEL SOCORRO,Cultivo abandonado,2017,0.0,0.03,Bajo
282,68,SANTANDER,68573,PUERTO PARRA,Cultivo abandonado,2017,0.0,0.0,Bajo
283,68,SANTANDER,68615,RIONEGRO,Cultivo intermintente,2017,5.68,0.02,Bajo
284,68,SANTANDER,68655,SABANA DE TORRES,Cultivo abandonado,2017,0.0,0.02,Bajo
285,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2017,0.0,0.0,Bajo
286,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,Cultivo intermintente,2017,3.86,0.0,Bajo
287,68,SANTANDER,68745,SIMACOTA,Cultivo intermintente,2017,6.08,0.01,Bajo
288,68,SANTANDER,68755,SOCORRO,Cultivo abandonado,2017,0.0,0.0,Bajo
289,68,SANTANDER,68773,SUCRE,Cultivo abandonado,2017,0.0,0.04,Bajo
290,68,SANTANDER,68861,VÉLEZ,Cultivo abandonado,2017,0.0,0.0,Bajo
291,76,VALLE DEL CAUCA,76100,BOLÍVAR,Cultivo permanente,2017,75.42,0.06,Bajo
292,76,VALLE DEL CAUCA,76109,BUENAVENTURA,Cultivo permanente,2017,1030.16,0.14,Bajo
293,76,VALLE DEL CAUCA,76001,CALI,Cultivo abandonado,2017,0.0,0.06,Bajo
294,76,VALLE DEL CAUCA,76126,CALIMA ,Cultivo permanente,2017,43.6,0.04,Bajo
295,76,VALLE DEL CAUCA,76233,DAGUA,Cultivo permanente,2017,45.82,0.06,Bajo
296,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Cultivo intermintente,2017,61.56,0.11,Bajo
297,76,VALLE DEL CAUCA,76834,TULUÁ,Cultivo intermintente,2017,4.75,0.05,Bajo
298,97,VAUPÉS,97161,CARURÚ,Cultivo permanente,2017,105.46,0.15,Bajo
299,97,VAUPÉS,97001,MITÚ,Cultivo abandonado,2017,0.0,0.06,Bajo
300,97,VAUPÉS,97666,TARAIRA,Cultivo abandonado,2017,0.0,0.0,Bajo
301,99,VICHADA,99773,CUMARIBO,Cultivo permanente,2017,652.72,0.05,Bajo
302,99,VICHADA,99524,LA PRIMAVERA,Cultivo abandonado,2017,0.0,0.01,Bajo
303,99,VICHADA,99624,SANTA ROSALÍA,Cultivo abandonado,2017,0.0,0.01,Bajo
304,5,ANTIOQUIA,5031,AMALFI,Cultivo permanente,2018,205.61,0.04,Bajo
305,5,ANTIOQUIA,5040,ANORÍ,Cultivo permanente,2018,969.49,0.23,Bajo
306,5,ANTIOQUIA,5045,APARTADÓ,Cultivo permanente,2018,1.51,0.05,Bajo
307,5,ANTIOQUIA,5055,ARGELIA,Cultivo abandonado,2018,0.0,0.03,Bajo
308,5,ANTIOQUIA,5107,BRICEÑO,Cultivo permanente,2018,289.04,0.31,Bajo
309,5,ANTIOQUIA,5120,CÁCERES,Cultivo permanente,2018,1826.23,0.67,Medio bajo
310,5,ANTIOQUIA,5134,CAMPAMENTO,Cultivo permanente,2018,204.57,0.03,Bajo
311,5,ANTIOQUIA,5142,CARACOLÍ,Cultivo abandonado,2018,0.0,0.03,Bajo
312,5,ANTIOQUIA,5147,CAREPA,Cultivo abandonado,2018,0.0,0.07,Bajo
313,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,Cultivo abandonado,2018,0.0,0.02,Bajo
314,5,ANTIOQUIA,5154,CAUCASIA,Cultivo intermintente,2018,2.25,0.23,Bajo
315,5,ANTIOQUIA,5172,CHIGORODÓ,Cultivo intermintente,2018,5.31,0.08,Bajo
316,5,ANTIOQUIA,5197,COCORNÁ,Cultivo abandonado,2018,0.0,0.05,Bajo
317,5,ANTIOQUIA,5234,DABEIBA,Cultivo abandonado,2018,0.0,0.07,Bajo
318,5,ANTIOQUIA,5250,EL BAGRE,Cultivo permanente,2018,811.02,0.21,Bajo
319,5,ANTIOQUIA,5284,FRONTINO,Cultivo abandonado,2018,0.0,0.02,Bajo
320,5,ANTIOQUIA,5310,GÓMEZ PLATA,Cultivo abandonado,2018,0.0,0.03,Bajo
321,5,ANTIOQUIA,5361,ITUANGO,Cultivo permanente,2018,882.69,0.85,Medio
322,5,ANTIOQUIA,5425,MACEO,Cultivo abandonado,2018,0.0,0.06,Bajo
323,5,ANTIOQUIA,5475,MURINDÓ,Cultivo intermintente,2018,0.0,0.11,Bajo
324,5,ANTIOQUIA,5480,MUTATÁ,Cultivo intermintente,2018,3.49,0.19,Bajo
325,5,ANTIOQUIA,5483,NARIÑO,Cultivo abandonado,2018,0.0,0.03,Bajo
326,5,ANTIOQUIA,5495,NECHÍ,Cultivo permanente,2018,708.03,0.08,Bajo
327,5,ANTIOQUIA,5490,NECOCLÍ,Cultivo abandonado,2018,0.0,0.03,Bajo
328,5,ANTIOQUIA,5579,PUERTO BERRÍO,Cultivo abandonado,2018,0.0,0.07,Bajo
329,5,ANTIOQUIA,5585,PUERTO NARE,Cultivo abandonado,2018,0.0,0.03,Bajo
330,5,ANTIOQUIA,5591,PUERTO TRIUNFO,Cultivo abandonado,2018,0.0,0.07,Bajo
331,5,ANTIOQUIA,5604,REMEDIOS,Cultivo permanente,2018,45.37,0.2,Bajo
332,5,ANTIOQUIA,5628,SABANALARGA,Cultivo abandonado,2018,0.0,0.06,Bajo
333,5,ANTIOQUIA,5649,SAN CARLOS,Cultivo intermintente,2018,0.0,0.02,Bajo
334,5,ANTIOQUIA,5652,SAN FRANCISCO,Cultivo permanente,2018,28.75,0.01,Bajo
335,5,ANTIOQUIA,5660,SAN LUIS,Cultivo permanente,2018,8.91,0.05,Bajo
336,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,Cultivo intermintente,2018,2.66,0.05,Bajo
337,5,ANTIOQUIA,5667,SAN RAFAEL,Cultivo abandonado,2018,0.0,0.03,Bajo
338,5,ANTIOQUIA,5670,SAN ROQUE,Cultivo abandonado,2018,0.0,0.05,Bajo
339,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,Cultivo abandonado,2018,0.0,0.04,Bajo
340,5,ANTIOQUIA,5736,SEGOVIA,Cultivo permanente,2018,306.59,0.11,Bajo
341,5,ANTIOQUIA,5756,SONSÓN,Cultivo intermintente,2018,0.0,0.03,Bajo
342,5,ANTIOQUIA,5790,TARAZÁ,Cultivo permanente,2018,3728.41,1.11,Alto
343,5,ANTIOQUIA,5819,TOLEDO,Cultivo emergente,2018,3.44,0.39,Bajo
344,5,ANTIOQUIA,5837,TURBO,Cultivo permanente,2018,56.84,0.11,Bajo
345,5,ANTIOQUIA,5842,URAMITA,Cultivo abandonado,2018,0.0,0.05,Bajo
346,5,ANTIOQUIA,5847,URRAO,Cultivo abandonado,2018,0.0,0.06,Bajo
347,5,ANTIOQUIA,5854,VALDIVIA,Cultivo permanente,2018,2623.54,0.8,Medio
348,5,ANTIOQUIA,5858,VEGACHÍ,Cultivo intermintente,2018,42.29,0.16,Bajo
349,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,Cultivo intermintente,2018,0.0,0.05,Bajo
350,5,ANTIOQUIA,5885,YALÍ,Cultivo intermintente,2018,58.28,0.19,Bajo
351,5,ANTIOQUIA,5887,YARUMAL,Cultivo permanente,2018,87.63,0.17,Bajo
352,5,ANTIOQUIA,5890,YOLOMBÓ,Cultivo intermintente,2018,23.41,0.04,Bajo
353,5,ANTIOQUIA,5893,YONDÓ ,Cultivo intermintente,2018,6.5,0.17,Bajo
354,5,ANTIOQUIA,5895,ZARAGOZA,Cultivo permanente,2018,471.23,0.18,Bajo
355,81,ARAUCA,81065,ARAUQUITA,Cultivo intermintente,2018,7.44,0.5,Medio bajo
356,81,ARAUCA,81300,FORTUL,Cultivo abandonado,2018,0.0,0.64,Medio bajo
357,81,ARAUCA,81591,PUERTO RONDÓN,Cultivo abandonado,2018,0.0,0.59,Medio bajo
358,81,ARAUCA,81736,SARAVENA,Cultivo abandonado,2018,0.0,0.22,Bajo
359,81,ARAUCA,81794,TAME,Cultivo abandonado,2018,0.0,0.3,Bajo
360,13,BOLÍVAR,13006,ACHÍ,Cultivo permanente,2018,12.53,0.13,Bajo
361,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,Cultivo intermintente,2018,0.0,0.02,Bajo
362,13,BOLÍVAR,13042,ARENAL,Cultivo permanente,2018,2.51,0.06,Bajo
363,13,BOLÍVAR,13074,BARRANCO DE LOBA,Cultivo intermintente,2018,0.0,0.04,Bajo
364,13,BOLÍVAR,13160,CANTAGALLO,Cultivo permanente,2018,728.93,0.33,Bajo
365,13,BOLÍVAR,13268,EL PEÑÓN,Cultivo abandonado,2018,0.0,0.01,Bajo
366,13,BOLÍVAR,13458,MONTECRISTO,Cultivo permanente,2018,716.53,0.21,Bajo
367,13,BOLÍVAR,13473,MORALES,Cultivo permanente,2018,234.16,0.03,Bajo
368,13,BOLÍVAR,13490,NOROSI,Cultivo permanente,2018,13.5,0.12,Bajo
369,13,BOLÍVAR,13600,RIOVIEJO,Cultivo permanente,2018,2.12,0.04,Bajo
370,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Cultivo permanente,2018,233.76,0.02,Bajo
371,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,Cultivo intermintente,2018,4.14,0.01,Bajo
372,13,BOLÍVAR,13670,SAN PABLO,Cultivo permanente,2018,3315.51,0.2,Bajo
373,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,Cultivo permanente,2018,2009.22,0.16,Bajo
374,13,BOLÍVAR,13744,SIMITÍ,Cultivo permanente,2018,1206.26,0.11,Bajo
375,13,BOLÍVAR,13810,TIQUISIO ,Cultivo permanente,2018,134.51,0.05,Bajo
376,15,BOYACÁ,15212,COPER,Cultivo abandonado,2018,0.0,0.03,Bajo
377,15,BOYACÁ,15223,CUBARÁ,Cultivo abandonado,2018,0.0,0.31,Bajo
378,15,BOYACÁ,15401,LA VICTORIA,Cultivo abandonado,2018,0.0,0.01,Bajo
379,15,BOYACÁ,15442,MARIPÍ,Cultivo abandonado,2018,0.0,0.01,Bajo
380,15,BOYACÁ,15480,MUZO,Cultivo abandonado,2018,0.0,0.04,Bajo
381,15,BOYACÁ,15507,OTANCHE,Cultivo intermintente,2018,2.8,0.16,Bajo
382,15,BOYACÁ,15531,PAUNA,Cultivo abandonado,2018,0.0,0.01,Bajo
383,15,BOYACÁ,15572,PUERTO BOYACÁ,Cultivo permanente,2018,13.68,0.06,Bajo
384,15,BOYACÁ,15580,QUÍPAMA,Cultivo abandonado,2018,0.0,0.02,Bajo
385,15,BOYACÁ,15681,SAN PABLO DE BORBUR,Cultivo abandonado,2018,0.0,0.01,Bajo
386,15,BOYACÁ,15696,SANTA SOFÍA,Cultivo abandonado,2018,0.0,0.01,Bajo
387,15,BOYACÁ,15832,TUNUNGUÁ,Cultivo abandonado,2018,0.0,0.01,Bajo
388,17,CALDAS,17433,MANZANARES,Cultivo abandonado,2018,0.0,0.03,Bajo
389,17,CALDAS,17495,NORCASIA,Cultivo abandonado,2018,0.0,0.01,Bajo
390,17,CALDAS,17541,PENSILVANIA,Cultivo abandonado,2018,0.0,0.02,Bajo
391,17,CALDAS,17662,SAMANÁ,Cultivo abandonado,2018,0.0,0.04,Bajo
392,17,CALDAS,17867,VICTORIA,Cultivo abandonado,2018,0.0,0.01,Bajo
393,18,CAQUETÁ,18029,ALBANIA,Cultivo permanente,2018,61.92,0.01,Bajo
394,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2018,303.88,0.02,Bajo
395,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2018,1006.74,0.21,Bajo
396,18,CAQUETÁ,18205,CURILLO,Cultivo permanente,2018,342.83,0.4,Bajo
397,18,CAQUETÁ,18247,EL DONCELLO,Cultivo permanente,2018,413.36,0.04,Bajo
398,18,CAQUETÁ,18256,EL PAUJIL,Cultivo permanente,2018,704.08,0.2,Bajo
399,18,CAQUETÁ,18001,FLORENCIA,Cultivo permanente,2018,267.99,0.05,Bajo
400,18,CAQUETÁ,18460,MILÁN,Cultivo permanente,2018,1226.44,0.11,Bajo
401,18,CAQUETÁ,18410,MONTAÑITA,Cultivo permanente,2018,2989.69,0.45,Bajo
402,18,CAQUETÁ,18479,MORELIA,Cultivo intermintente,2018,21.04,0.01,Bajo
403,18,CAQUETÁ,18592,PUERTO RICO,Cultivo permanente,2018,1454.45,0.18,Bajo
404,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2018,1592.82,0.41,Bajo
405,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2018,264.01,0.31,Bajo
406,18,CAQUETÁ,18756,SOLANO,Cultivo permanente,2018,825.37,0.4,Bajo
407,18,CAQUETÁ,18785,SOLITA,Cultivo permanente,2018,55.15,0.08,Bajo
408,18,CAQUETÁ,18860,VALPARAÍSO,Cultivo permanente,2018,231.95,0.17,Bajo
409,19,CAUCA,19022,ALMAGUER,Cultivo abandonado,2018,0.0,0.12,Bajo
410,19,CAUCA,19050,ARGELIA,Cultivo permanente,2018,2369.96,0.6,Medio bajo
411,19,CAUCA,19075,BALBOA,Cultivo permanente,2018,198.37,0.32,Bajo
412,19,CAUCA,19100,BOLÍVAR,Cultivo permanente,2018,15.9,0.13,Bajo
413,19,CAUCA,19110,BUENOS AIRES,Cultivo intermintente,2018,125.74,0.21,Bajo
414,19,CAUCA,19130,CAJIBÍO,Cultivo intermintente,2018,323.07,0.13,Bajo
415,19,CAUCA,19137,CALDONO,Cultivo emergente,2018,0.0,0.13,Bajo
416,19,CAUCA,19142,CALOTO,Cultivo intermintente,2018,1.6,0.43,Bajo
417,19,CAUCA,19212,CORINTO,Cultivo intermintente,2018,10.54,0.8,Medio
418,19,CAUCA,19256,EL TAMBO,Cultivo permanente,2018,7242.99,0.38,Bajo
419,19,CAUCA,19290,FLORENCIA,Cultivo abandonado,2018,0.0,0.34,Bajo
420,19,CAUCA,19318,GUAPI,Cultivo permanente,2018,678.57,0.14,Bajo
421,19,CAUCA,19364,JAMBALÓ,Cultivo emergente,2018,0.0,0.04,Bajo
422,19,CAUCA,19392,LA SIERRA,Cultivo abandonado,2018,0.0,0.04,Bajo
423,19,CAUCA,19397,LA VEGA,Cultivo abandonado,2018,0.0,0.07,Bajo
424,19,CAUCA,19418,LÓPEZ,Cultivo permanente,2018,1319.76,0.19,Bajo
425,19,CAUCA,19450,MERCADERES,Cultivo intermintente,2018,25.14,0.09,Bajo
426,19,CAUCA,19455,MIRANDA,Cultivo intermintente,2018,2.27,0.26,Bajo
427,19,CAUCA,19473,MORALES,Cultivo permanente,2018,309.79,0.05,Bajo
428,19,CAUCA,19532,PATÍA  ,Cultivo permanente,2018,405.01,0.18,Bajo
429,19,CAUCA,19533,PIAMONTE,Cultivo permanente,2018,1997.22,0.37,Bajo
430,19,CAUCA,19548,PIENDAMÓ,Cultivo emergente,2018,0.0,0.05,Bajo
431,19,CAUCA,19622,ROSAS,Cultivo intermintente,2018,3.89,0.25,Bajo
432,19,CAUCA,19701,SANTA ROSA,Cultivo intermintente,2018,0.0,0.03,Bajo
433,19,CAUCA,19698,SANTANDER DE QUILICHAO,Cultivo emergente,2018,0.0,0.17,Bajo
434,19,CAUCA,19760,SOTARÁ ,Cultivo abandonado,2018,0.0,0.12,Bajo
435,19,CAUCA,19780,SUÁREZ,Cultivo permanente,2018,383.53,0.35,Bajo
436,19,CAUCA,19785,SUCRE,Cultivo permanente,2018,6.8,0.03,Bajo
437,19,CAUCA,19807,TIMBÍO,Cultivo intermintente,2018,0.0,0.05,Bajo
438,19,CAUCA,19809,TIMBIQUÍ,Cultivo permanente,2018,1696.92,0.12,Bajo
439,19,CAUCA,19821,TORIBÍO,Cultivo intermintente,2018,0.0,0.11,Bajo
440,20,CESAR,20178,CHIRIGUANÁ,Cultivo abandonado,2018,0.0,0.02,Bajo
441,20,CESAR,20310,GONZÁLEZ,Cultivo permanente,2018,7.1,0.09,Bajo
442,20,CESAR,20517,PAILITAS,Cultivo abandonado,2018,0.0,0.16,Bajo
443,20,CESAR,20710,SAN ALBERTO,Cultivo intermintente,2018,13.79,0.02,Bajo
444,20,CESAR,20770,SAN MARTÍN,Cultivo intermintente,2018,10.21,0.03,Bajo
445,27,CHOCÓ,27006,ACANDÍ,Cultivo permanente,2018,4.47,0.13,Bajo
446,27,CHOCÓ,27025,ALTO BAUDÓ ,Cultivo permanente,2018,21.62,0.03,Bajo
447,27,CHOCÓ,27050,ATRATO ,Cultivo intermintente,2018,0.0,0.29,Bajo
448,27,CHOCÓ,27075,BAHÍA SOLANO ,Cultivo abandonado,2018,0.0,0.11,Bajo
449,27,CHOCÓ,27077,BAJO BAUDÓ  ,Cultivo permanente,2018,53.69,0.1,Bajo
450,27,CHOCÓ,27099,BOJAYÁ ,Cultivo abandonado,2018,0.0,0.02,Bajo
451,27,CHOCÓ,27150,CARMEN DEL DARIÉN  ,Cultivo permanente,2018,153.39,0.29,Bajo
452,27,CHOCÓ,27205,CONDOTO,Cultivo permanente,2018,11.43,0.02,Bajo
453,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2018,5.51,0.06,Bajo
454,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Cultivo permanente,2018,138.36,0.09,Bajo
455,27,CHOCÓ,27361,ISTMINA,Cultivo permanente,2018,577.36,0.09,Bajo
456,27,CHOCÓ,27372,JURADÓ,Cultivo abandonado,2018,0.0,0.19,Bajo
457,27,CHOCÓ,27413,LLORÓ,Cultivo intermintente,2018,0.0,0.02,Bajo
458,27,CHOCÓ,27425,MEDIO ATRATO ,Cultivo abandonado,2018,0.0,0.58,Medio bajo
459,27,CHOCÓ,27430,MEDIO BAUDÓ ,Cultivo permanente,2018,43.42,0.04,Bajo
460,27,CHOCÓ,27450,MEDIO SAN JUAN ,Cultivo permanente,2018,224.96,0.13,Bajo
461,27,CHOCÓ,27491,NÓVITA,Cultivo permanente,2018,130.29,0.1,Bajo
462,27,CHOCÓ,27495,NUQUÍ,Cultivo abandonado,2018,0.0,0.01,Bajo
463,27,CHOCÓ,27001,QUIBDÓ,Cultivo permanente,2018,3.52,0.1,Bajo
464,27,CHOCÓ,27580,RÍO IRÓ ,Cultivo permanente,2018,16.33,0.04,Bajo
465,27,CHOCÓ,27600,RÍO QUITO ,Cultivo intermintente,2018,0.0,0.04,Bajo
466,27,CHOCÓ,27615,RIOSUCIO,Cultivo permanente,2018,104.01,0.12,Bajo
467,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,Cultivo permanente,2018,391.55,0.88,Medio
468,27,CHOCÓ,27745,SIPÍ,Cultivo permanente,2018,246.96,0.28,Bajo
469,27,CHOCÓ,27787,TADÓ,Cultivo abandonado,2018,0.0,0.15,Bajo
470,27,CHOCÓ,27800,UNGUÍA,Cultivo permanente,2018,28.26,0.11,Bajo
471,27,CHOCÓ,27810,UNIÓN PANAMERICANA ,Cultivo abandonado,2018,0.0,0.06,Bajo
472,23,CÓRDOBA,23350,LA APARTADA,Cultivo abandonado,2018,0.0,0.04,Bajo
473,23,CÓRDOBA,23466,MONTELÍBANO,Cultivo permanente,2018,974.04,0.08,Bajo
474,23,CÓRDOBA,23580,PUERTO LIBERTADOR,Cultivo permanente,2018,1013.93,0.07,Bajo
475,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Cultivo permanente,2018,441.7,0.78,Medio
476,23,CÓRDOBA,23807,TIERRALTA,Cultivo permanente,2018,2201.26,0.12,Bajo
477,23,CÓRDOBA,23855,VALENCIA,Cultivo permanente,2018,5.48,0.02,Bajo
478,25,CUNDINAMARCA,25148,CAPARRAPÍ,Cultivo abandonado,2018,0.0,0.01,Bajo
479,25,CUNDINAMARCA,25518,PAIME,Cultivo abandonado,2018,0.0,0.03,Bajo
480,25,CUNDINAMARCA,25823,TOPAIPÍ,Cultivo abandonado,2018,0.0,0.03,Bajo
481,25,CUNDINAMARCA,25885,YACOPÍ,Cultivo abandonado,2018,0.0,0.01,Bajo
482,94,GUAINÍA,94343,BARRANCO MINA ,Cultivo abandonado,2018,0.0,0.01,Bajo
483,94,GUAINÍA,94001,INIRIDA,Cultivo abandonado,2018,0.0,0.02,Bajo
484,95,GUAVIARE,95015,CALAMAR,Cultivo permanente,2018,241.84,0.15,Bajo
485,95,GUAVIARE,95025,EL RETORNO,Cultivo permanente,2018,1545.09,0.24,Bajo
486,95,GUAVIARE,95200,MIRAFLORES,Cultivo permanente,2018,1378.4,0.09,Bajo
487,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2018,1174.63,0.25,Bajo
488,44,LA GUAJIRA,44090,DIBULLA,Cultivo intermintente,2018,1.61,0.02,Bajo
489,44,LA GUAJIRA,44001,RIOHACHA,Cultivo abandonado,2018,0.0,0.05,Bajo
490,47,MAGDALENA,47053,ARACATACA,Cultivo abandonado,2018,0.0,0.04,Bajo
491,47,MAGDALENA,47189,CIÉNAGA,Cultivo abandonado,2018,0.0,0.03,Bajo
492,47,MAGDALENA,47288,FUNDACIÓN,Cultivo abandonado,2018,0.0,0.02,Bajo
493,47,MAGDALENA,47001,SANTA MARTA ,Cultivo permanente,2018,12.45,0.03,Bajo
494,50,META,50350,LA MACARENA,Cultivo permanente,2018,560.18,0.54,Medio bajo
495,50,META,50400,LEJANÍAS,Cultivo abandonado,2018,0.0,0.18,Bajo
496,50,META,50325,MAPIRIPÁN,Cultivo permanente,2018,231.86,0.38,Bajo
497,50,META,50330,MESETAS,Cultivo intermintente,2018,45.15,0.3,Bajo
498,50,META,50450,PUERTO CONCORDIA,Cultivo permanente,2018,35.02,0.29,Bajo
499,50,META,50568,PUERTO GAITÁN,Cultivo abandonado,2018,0.0,0.03,Bajo
500,50,META,50577,PUERTO LLERAS,Cultivo intermintente,2018,9.32,0.1,Bajo
501,50,META,50573,PUERTO LÓPEZ,Cultivo abandonado,2018,0.0,0.02,Bajo
502,50,META,50590,PUERTO RICO,Cultivo permanente,2018,1081.9,0.49,Medio bajo
503,50,META,50683,SAN JUAN DE ARAMA,Cultivo permanente,2018,46.09,0.01,Bajo
504,50,META,50689,SAN MARTÍN,Cultivo abandonado,2018,0.0,0.04,Bajo
505,50,META,50370,URIBE,Cultivo intermintente,2018,78.44,0.57,Medio bajo
506,50,META,50711,VISTAHERMOSA,Cultivo permanente,2018,856.63,0.23,Bajo
507,52,NARIÑO,52036,ANCUYA,Cultivo intermintente,2018,24.63,0.02,Bajo
508,52,NARIÑO,52079,BARBACOAS,Cultivo permanente,2018,3516.29,0.23,Bajo
509,52,NARIÑO,52110,BUESACO,Cultivo abandonado,2018,0.0,0.01,Bajo
510,52,NARIÑO,52207,CONSACÁ,Cultivo abandonado,2018,0.0,0.01,Bajo
511,52,NARIÑO,52210,CONTADERO,Cultivo abandonado,2018,0.0,0.01,Bajo
512,52,NARIÑO,52215,CÓRDOBA,Cultivo abandonado,2018,0.0,0.01,Bajo
513,52,NARIÑO,52227,CUMBAL,Cultivo abandonado,2018,0.0,0.03,Bajo
514,52,NARIÑO,52233,CUMBITARA,Cultivo permanente,2018,778.23,0.6,Medio bajo
515,52,NARIÑO,52250,EL CHARCO,Cultivo permanente,2018,5147.73,0.31,Bajo
516,52,NARIÑO,52254,EL PEÑOL,Cultivo permanente,2018,55.8,0.03,Bajo
517,52,NARIÑO,52256,EL ROSARIO,Cultivo permanente,2018,842.49,0.37,Bajo
518,52,NARIÑO,52260,EL TAMBO,Cultivo permanente,2018,98.48,0.01,Bajo
519,52,NARIÑO,52520,FRANCISCO PIZARRO ,Cultivo permanente,2018,304.75,0.08,Bajo
520,52,NARIÑO,52356,IPIALES,Cultivo permanente,2018,928.49,0.09,Bajo
521,52,NARIÑO,52381,LA FLORIDA,Cultivo intermintente,2018,39.87,0.06,Bajo
522,52,NARIÑO,52385,LA LLANADA,Cultivo permanente,2018,142.47,0.04,Bajo
523,52,NARIÑO,52390,LA TOLA,Cultivo permanente,2018,280.36,0.11,Bajo
524,52,NARIÑO,52405,LEIVA,Cultivo permanente,2018,290.17,0.34,Bajo
525,52,NARIÑO,52411,LINARES,Cultivo permanente,2018,504.71,0.05,Bajo
526,52,NARIÑO,52418,LOS ANDES ,Cultivo permanente,2018,294.95,0.03,Bajo
527,52,NARIÑO,52427,MAGÜÍ ,Cultivo permanente,2018,2023.63,0.14,Bajo
528,52,NARIÑO,52435,MALLAMA ,Cultivo intermintente,2018,18.12,0.21,Bajo
529,52,NARIÑO,52473,MOSQUERA,Cultivo permanente,2018,227.25,0.04,Bajo
530,52,NARIÑO,52490,OLAYA HERRERA ,Cultivo permanente,2018,3504.58,0.32,Bajo
531,52,NARIÑO,52540,POLICARPA,Cultivo permanente,2018,936.4,0.37,Bajo
532,52,NARIÑO,52573,PUERRES,Cultivo abandonado,2018,0.0,0.03,Bajo
533,52,NARIÑO,52612,RICAURTE,Cultivo permanente,2018,808.56,0.38,Bajo
534,52,NARIÑO,52621,ROBERTO PAYÁN ,Cultivo permanente,2018,2852.94,0.27,Bajo
535,52,NARIÑO,52678,SAMANIEGO,Cultivo permanente,2018,856.85,0.26,Bajo
536,52,NARIÑO,52693,SAN PABLO,Cultivo abandonado,2018,0.0,0.09,Bajo
537,52,NARIÑO,52683,SANDONÁ,Cultivo intermintente,2018,8.82,0.01,Bajo
538,52,NARIÑO,52696,SANTA BÁRBARA ,Cultivo permanente,2018,560.34,0.1,Bajo
539,52,NARIÑO,52699,SANTA CRUZ ,Cultivo permanente,2018,809.55,0.77,Medio
540,52,NARIÑO,52835,TUMACO,Cultivo permanente,2018,16046.85,0.81,Medio
541,54,NORTE DE SANTANDER,54003,ÁBREGO,Cultivo permanente,2018,73.29,0.11,Bajo
542,54,NORTE DE SANTANDER,54109,BUCARASICA,Cultivo intermintente,2018,10.64,0.13,Bajo
543,54,NORTE DE SANTANDER,54128,CÁCHIRA,Cultivo abandonado,2018,0.0,0.01,Bajo
544,54,NORTE DE SANTANDER,54206,CONVENCIÓN,Cultivo permanente,2018,1686.74,0.88,Medio
545,54,NORTE DE SANTANDER,54001,CÚCUTA,Cultivo permanente,2018,316.89,0.06,Bajo
546,54,NORTE DE SANTANDER,54245,EL CARMEN,Cultivo permanente,2018,702.19,0.48,Medio bajo
547,54,NORTE DE SANTANDER,54250,EL TARRA,Cultivo permanente,2018,4916.63,1.28,Alto
548,54,NORTE DE SANTANDER,54261,EL ZULIA,Cultivo permanente,2018,152.03,0.17,Bajo
549,54,NORTE DE SANTANDER,54344,HACARÍ,Cultivo permanente,2018,402.71,1.65,Muy Alto
550,54,NORTE DE SANTANDER,54385,LA ESPERANZA,Cultivo intermintente,2018,2.4,0.03,Bajo
551,54,NORTE DE SANTANDER,54398,LA PLAYA,Cultivo intermintente,2018,26.83,0.24,Bajo
552,54,NORTE DE SANTANDER,54418,LOURDES,Cultivo abandonado,2018,0.0,0.01,Bajo
