,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría cultivo,AÑO,Hectáreas cultivadas,IICA,Categoría IICA
553,54,NORTE DE SANTANDER,54498,OCAÑA,Cultivo permanente,2018,42.12,0.1,Bajo
554,54,NORTE DE SANTANDER,54670,SAN CALIXTO,Cultivo permanente,2018,765.34,0.76,Medio
555,54,NORTE DE SANTANDER,54720,SARDINATA,Cultivo permanente,2018,5487.34,0.25,Bajo
556,54,NORTE DE SANTANDER,54800,TEORAMA,Cultivo permanente,2018,2915.98,1.71,Muy Alto
557,54,NORTE DE SANTANDER,54810,TIBÚ,Cultivo permanente,2018,16096.74,0.85,Medio
558,54,NORTE DE SANTANDER,54820,TOLEDO,Cultivo abandonado,2018,0.0,0.08,Bajo
559,86,PUTUMAYO,86001,MOCOA,Cultivo permanente,2018,70.14,0.12,Bajo
560,86,PUTUMAYO,86320,ORITO,Cultivo permanente,2018,3949.26,0.27,Bajo
561,86,PUTUMAYO,86568,PUERTO ASÍS,Cultivo permanente,2018,7657.88,0.35,Bajo
562,86,PUTUMAYO,86569,PUERTO CAICEDO,Cultivo permanente,2018,2905.02,0.15,Bajo
563,86,PUTUMAYO,86571,PUERTO GUZMÁN,Cultivo permanente,2018,2014.05,0.15,Bajo
564,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,Cultivo permanente,2018,1104.11,0.15,Bajo
565,86,PUTUMAYO,86757,SAN MIGUEL ,Cultivo permanente,2018,3329.07,0.59,Medio bajo
566,86,PUTUMAYO,86760,SANTIAGO,Cultivo abandonado,2018,0.0,0.02,Bajo
567,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ ,Cultivo permanente,2018,3362.77,0.19,Bajo
568,86,PUTUMAYO,86885,VILLAGARZÓN,Cultivo permanente,2018,2015.26,0.16,Bajo
569,68,SANTANDER,68020,ALBANIA,Cultivo abandonado,2018,0.0,0.05,Bajo
570,68,SANTANDER,68092,BETULIA,Cultivo abandonado,2018,0.0,0.01,Bajo
571,68,SANTANDER,68101,BOLÍVAR,Cultivo intermintente,2018,3.63,0.01,Bajo
572,68,SANTANDER,68176,CHIMA,Cultivo abandonado,2018,0.0,0.01,Bajo
573,68,SANTANDER,68190,CIMITARRA,Cultivo intermintente,2018,1.55,0.08,Bajo
574,68,SANTANDER,68209,CONFINES,Cultivo abandonado,2018,0.0,0.01,Bajo
575,68,SANTANDER,68211,CONTRATACIÓN,Cultivo abandonado,2018,0.0,0.01,Bajo
576,68,SANTANDER,68235,EL CARMEN,Cultivo intermintente,2018,2.84,0.07,Bajo
577,68,SANTANDER,68250,EL PEÑÓN,Cultivo intermintente,2018,2.24,0.02,Bajo
578,68,SANTANDER,68255,EL PLAYÓN,Cultivo abandonado,2018,0.0,0.01,Bajo
579,68,SANTANDER,68271,FLORIÁN,Cultivo abandonado,2018,0.0,0.01,Bajo
580,68,SANTANDER,68322,GUAPOTÁ,Cultivo abandonado,2018,0.0,0.01,Bajo
581,68,SANTANDER,68324,GUAVATÁ,Cultivo abandonado,2018,0.0,0.01,Bajo
582,68,SANTANDER,68377,LA BELLEZA,Cultivo intermintente,2018,0.0,0.01,Bajo
583,68,SANTANDER,68397,LA PAZ,Cultivo abandonado,2018,0.0,0.02,Bajo
584,68,SANTANDER,68385,LANDÁZURI,Cultivo abandonado,2018,0.0,0.01,Bajo
585,68,SANTANDER,68524,PALMAS DEL SOCORRO,Cultivo abandonado,2018,0.0,0.01,Bajo
586,68,SANTANDER,68573,PUERTO PARRA,Cultivo abandonado,2018,0.0,0.05,Bajo
587,68,SANTANDER,68615,RIONEGRO,Cultivo intermintente,2018,0.0,0.1,Bajo
588,68,SANTANDER,68655,SABANA DE TORRES,Cultivo abandonado,2018,0.0,0.01,Bajo
589,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2018,0.0,0.01,Bajo
590,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,Cultivo intermintente,2018,6.24,0.01,Bajo
591,68,SANTANDER,68745,SIMACOTA,Cultivo intermintente,2018,4.08,0.01,Bajo
592,68,SANTANDER,68755,SOCORRO,Cultivo abandonado,2018,0.0,0.01,Bajo
593,68,SANTANDER,68773,SUCRE,Cultivo abandonado,2018,0.0,0.01,Bajo
594,68,SANTANDER,68861,VÉLEZ,Cultivo abandonado,2018,0.0,0.01,Bajo
595,76,VALLE DEL CAUCA,76100,BOLÍVAR,Cultivo permanente,2018,80.85,0.07,Bajo
596,76,VALLE DEL CAUCA,76109,BUENAVENTURA,Cultivo permanente,2018,987.23,0.1,Bajo
597,76,VALLE DEL CAUCA,76001,CALI,Cultivo abandonado,2018,0.0,0.06,Bajo
598,76,VALLE DEL CAUCA,76126,CALIMA ,Cultivo permanente,2018,44.93,0.03,Bajo
599,76,VALLE DEL CAUCA,76233,DAGUA,Cultivo permanente,2018,36.61,0.07,Bajo
600,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Cultivo intermintente,2018,116.92,0.1,Bajo
601,76,VALLE DEL CAUCA,76834,TULUÁ,Cultivo intermintente,2018,4.02,0.05,Bajo
602,97,VAUPÉS,97161,CARURÚ,Cultivo permanente,2018,64.74,0.08,Bajo
603,97,VAUPÉS,97001,MITÚ,Cultivo abandonado,2018,0.0,0.03,Bajo
604,97,VAUPÉS,97666,TARAIRA,Cultivo abandonado,2018,0.0,0.01,Bajo
605,99,VICHADA,99773,CUMARIBO,Cultivo permanente,2018,549.97,0.03,Bajo
606,99,VICHADA,99524,LA PRIMAVERA,Cultivo abandonado,2018,0.0,0.04,Bajo
607,99,VICHADA,99624,SANTA ROSALÍA,Cultivo abandonado,2018,0.0,0.32,Bajo
608,5,ANTIOQUIA,5031,AMALFI,Cultivo permanente,2019,191.08,0.07,Bajo
609,5,ANTIOQUIA,5040,ANORÍ,Cultivo permanente,2019,768.35,0.23,Bajo
610,5,ANTIOQUIA,5045,APARTADÓ,Cultivo permanente,2019,7.26,0.04,Bajo
611,5,ANTIOQUIA,5055,ARGELIA,Cultivo abandonado,2019,0.0,0.05,Bajo
612,5,ANTIOQUIA,5107,BRICEÑO,Cultivo permanente,2019,90.71,0.4,Bajo
613,5,ANTIOQUIA,5120,CÁCERES,Cultivo permanente,2019,1101.54,0.62,Medio bajo
614,5,ANTIOQUIA,5134,CAMPAMENTO,Cultivo permanente,2019,183.95,0.28,Bajo
615,5,ANTIOQUIA,5142,CARACOLÍ,Cultivo abandonado,2019,0.0,0.04,Bajo
616,5,ANTIOQUIA,5147,CAREPA,Cultivo abandonado,2019,0.0,0.04,Bajo
617,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,Cultivo abandonado,2019,0.0,0.02,Bajo
618,5,ANTIOQUIA,5154,CAUCASIA,Cultivo intermintente,2019,0.0,0.23,Bajo
619,5,ANTIOQUIA,5172,CHIGORODÓ,Cultivo intermintente,2019,6.37,0.05,Bajo
620,5,ANTIOQUIA,5197,COCORNÁ,Cultivo abandonado,2019,0.0,0.09,Bajo
621,5,ANTIOQUIA,5234,DABEIBA,Cultivo abandonado,2019,0.0,0.07,Bajo
622,5,ANTIOQUIA,5250,EL BAGRE,Cultivo permanente,2019,648.31,0.16,Bajo
623,5,ANTIOQUIA,5284,FRONTINO,Cultivo abandonado,2019,0.0,0.13,Bajo
624,5,ANTIOQUIA,5310,GÓMEZ PLATA,Cultivo abandonado,2019,0.0,0.01,Bajo
625,5,ANTIOQUIA,5361,ITUANGO,Cultivo permanente,2019,724.51,0.76,Medio
626,5,ANTIOQUIA,5425,MACEO,Cultivo abandonado,2019,0.0,0.26,Bajo
627,5,ANTIOQUIA,5475,MURINDÓ,Cultivo intermintente,2019,1.52,0.03,Bajo
628,5,ANTIOQUIA,5480,MUTATÁ,Cultivo intermintente,2019,1.21,0.17,Bajo
629,5,ANTIOQUIA,5483,NARIÑO,Cultivo abandonado,2019,0.0,0.01,Bajo
630,5,ANTIOQUIA,5495,NECHÍ,Cultivo permanente,2019,530.37,0.08,Bajo
631,5,ANTIOQUIA,5490,NECOCLÍ,Cultivo abandonado,2019,0.0,0.02,Bajo
632,5,ANTIOQUIA,5579,PUERTO BERRÍO,Cultivo abandonado,2019,0.0,0.11,Bajo
633,5,ANTIOQUIA,5585,PUERTO NARE,Cultivo abandonado,2019,0.0,0.03,Bajo
634,5,ANTIOQUIA,5591,PUERTO TRIUNFO,Cultivo abandonado,2019,0.0,0.08,Bajo
635,5,ANTIOQUIA,5604,REMEDIOS,Cultivo permanente,2019,39.33,0.17,Bajo
636,5,ANTIOQUIA,5628,SABANALARGA,Cultivo abandonado,2019,0.0,0.09,Bajo
637,5,ANTIOQUIA,5649,SAN CARLOS,Cultivo intermintente,2019,0.0,0.01,Bajo
638,5,ANTIOQUIA,5652,SAN FRANCISCO,Cultivo permanente,2019,14.11,0.0,Bajo
639,5,ANTIOQUIA,5660,SAN LUIS,Cultivo permanente,2019,1.66,0.05,Bajo
640,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,Cultivo intermintente,2019,1.07,0.02,Bajo
641,5,ANTIOQUIA,5667,SAN RAFAEL,Cultivo abandonado,2019,0.0,0.0,Bajo
642,5,ANTIOQUIA,5670,SAN ROQUE,Cultivo abandonado,2019,0.0,0.06,Bajo
643,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,Cultivo abandonado,2019,0.0,0.04,Bajo
644,5,ANTIOQUIA,5736,SEGOVIA,Cultivo permanente,2019,198.3,0.22,Bajo
645,5,ANTIOQUIA,5756,SONSÓN,Cultivo intermintente,2019,0.0,0.05,Bajo
646,5,ANTIOQUIA,5790,TARAZÁ,Cultivo permanente,2019,2061.72,1.37,Muy Alto
647,5,ANTIOQUIA,5819,TOLEDO,Cultivo emergente,2019,0.0,0.35,Bajo
648,5,ANTIOQUIA,5837,TURBO,Cultivo permanente,2019,54.52,0.07,Bajo
649,5,ANTIOQUIA,5842,URAMITA,Cultivo abandonado,2019,0.0,0.04,Bajo
650,5,ANTIOQUIA,5847,URRAO,Cultivo abandonado,2019,0.0,0.13,Bajo
651,5,ANTIOQUIA,5854,VALDIVIA,Cultivo permanente,2019,2360.05,0.55,Medio bajo
652,5,ANTIOQUIA,5858,VEGACHÍ,Cultivo intermintente,2019,31.55,0.2,Bajo
653,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,Cultivo intermintente,2019,0.0,0.02,Bajo
654,5,ANTIOQUIA,5885,YALÍ,Cultivo intermintente,2019,31.0,0.09,Bajo
655,5,ANTIOQUIA,5887,YARUMAL,Cultivo permanente,2019,70.97,0.05,Bajo
656,5,ANTIOQUIA,5890,YOLOMBÓ,Cultivo intermintente,2019,1.43,0.05,Bajo
657,5,ANTIOQUIA,5893,YONDÓ ,Cultivo intermintente,2019,14.67,0.02,Bajo
658,5,ANTIOQUIA,5895,ZARAGOZA,Cultivo permanente,2019,346.37,0.27,Bajo
659,81,ARAUCA,81065,ARAUQUITA,Cultivo intermintente,2019,0.0,0.46,Medio bajo
660,81,ARAUCA,81300,FORTUL,Cultivo abandonado,2019,0.0,0.76,Medio
661,81,ARAUCA,81591,PUERTO RONDÓN,Cultivo abandonado,2019,0.0,0.51,Medio bajo
662,81,ARAUCA,81736,SARAVENA,Cultivo abandonado,2019,0.0,0.3,Bajo
663,81,ARAUCA,81794,TAME,Cultivo abandonado,2019,0.0,0.31,Bajo
664,13,BOLÍVAR,13006,ACHÍ,Cultivo permanente,2019,8.22,0.08,Bajo
665,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,Cultivo intermintente,2019,0.0,0.0,Bajo
666,13,BOLÍVAR,13042,ARENAL,Cultivo permanente,2019,19.13,0.06,Bajo
667,13,BOLÍVAR,13074,BARRANCO DE LOBA,Cultivo intermintente,2019,0.0,0.01,Bajo
668,13,BOLÍVAR,13160,CANTAGALLO,Cultivo permanente,2019,645.48,0.1,Bajo
669,13,BOLÍVAR,13268,EL PEÑÓN,Cultivo abandonado,2019,0.0,0.0,Bajo
670,13,BOLÍVAR,13458,MONTECRISTO,Cultivo permanente,2019,635.21,0.18,Bajo
671,13,BOLÍVAR,13473,MORALES,Cultivo permanente,2019,154.79,0.16,Bajo
672,13,BOLÍVAR,13490,NOROSI,Cultivo permanente,2019,4.76,0.07,Bajo
673,13,BOLÍVAR,13600,RIOVIEJO,Cultivo permanente,2019,18.4,0.01,Bajo
674,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Cultivo permanente,2019,200.27,0.15,Bajo
675,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,Cultivo intermintente,2019,2.88,0.01,Bajo
676,13,BOLÍVAR,13670,SAN PABLO,Cultivo permanente,2019,2832.35,0.18,Bajo
677,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,Cultivo permanente,2019,1912.62,0.11,Bajo
678,13,BOLÍVAR,13744,SIMITÍ,Cultivo permanente,2019,1443.32,0.09,Bajo
679,13,BOLÍVAR,13810,TIQUISIO ,Cultivo permanente,2019,87.66,0.05,Bajo
680,15,BOYACÁ,15212,COPER,Cultivo abandonado,2019,0.0,0.05,Bajo
681,15,BOYACÁ,15223,CUBARÁ,Cultivo abandonado,2019,0.0,0.12,Bajo
682,15,BOYACÁ,15401,LA VICTORIA,Cultivo abandonado,2019,0.0,1.2,Alto
683,15,BOYACÁ,15442,MARIPÍ,Cultivo abandonado,2019,0.0,0.0,Bajo
684,15,BOYACÁ,15480,MUZO,Cultivo abandonado,2019,0.0,0.0,Bajo
685,15,BOYACÁ,15507,OTANCHE,Cultivo intermintente,2019,0.0,0.0,Bajo
686,15,BOYACÁ,15531,PAUNA,Cultivo abandonado,2019,0.0,0.0,Bajo
687,15,BOYACÁ,15572,PUERTO BOYACÁ,Cultivo permanente,2019,4.24,0.03,Bajo
688,15,BOYACÁ,15580,QUÍPAMA,Cultivo abandonado,2019,0.0,0.02,Bajo
689,15,BOYACÁ,15681,SAN PABLO DE BORBUR,Cultivo abandonado,2019,0.0,0.01,Bajo
690,15,BOYACÁ,15696,SANTA SOFÍA,Cultivo abandonado,2019,0.0,0.03,Bajo
691,15,BOYACÁ,15832,TUNUNGUÁ,Cultivo abandonado,2019,0.0,0.0,Bajo
692,17,CALDAS,17433,MANZANARES,Cultivo abandonado,2019,0.0,0.03,Bajo
693,17,CALDAS,17495,NORCASIA,Cultivo abandonado,2019,0.0,0.0,Bajo
694,17,CALDAS,17541,PENSILVANIA,Cultivo abandonado,2019,0.0,0.01,Bajo
695,17,CALDAS,17662,SAMANÁ,Cultivo abandonado,2019,0.0,0.02,Bajo
696,17,CALDAS,17867,VICTORIA,Cultivo abandonado,2019,0.0,0.01,Bajo
697,18,CAQUETÁ,18029,ALBANIA,Cultivo permanente,2019,30.07,0.59,Medio bajo
698,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2019,110.22,0.02,Bajo
699,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2019,416.26,0.28,Bajo
700,18,CAQUETÁ,18205,CURILLO,Cultivo permanente,2019,227.55,0.83,Medio
701,18,CAQUETÁ,18247,EL DONCELLO,Cultivo permanente,2019,23.37,0.04,Bajo
702,18,CAQUETÁ,18256,EL PAUJIL,Cultivo permanente,2019,147.38,0.03,Bajo
703,18,CAQUETÁ,18001,FLORENCIA,Cultivo permanente,2019,58.18,0.03,Bajo
704,18,CAQUETÁ,18460,MILÁN,Cultivo permanente,2019,461.07,0.06,Bajo
705,18,CAQUETÁ,18410,MONTAÑITA,Cultivo permanente,2019,822.86,0.46,Medio bajo
706,18,CAQUETÁ,18479,MORELIA,Cultivo intermintente,2019,1.13,0.03,Bajo
707,18,CAQUETÁ,18592,PUERTO RICO,Cultivo permanente,2019,224.31,0.15,Bajo
708,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2019,1409.84,0.13,Bajo
709,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2019,71.3,0.21,Bajo
710,18,CAQUETÁ,18756,SOLANO,Cultivo permanente,2019,447.44,0.3,Bajo
711,18,CAQUETÁ,18785,SOLITA,Cultivo permanente,2019,8.75,0.07,Bajo
712,18,CAQUETÁ,18860,VALPARAÍSO,Cultivo permanente,2019,51.73,0.04,Bajo
713,19,CAUCA,19022,ALMAGUER,Cultivo abandonado,2019,0.0,0.03,Bajo
714,19,CAUCA,19050,ARGELIA,Cultivo permanente,2019,2351.45,0.52,Medio bajo
715,19,CAUCA,19075,BALBOA,Cultivo permanente,2019,321.43,0.09,Bajo
716,19,CAUCA,19100,BOLÍVAR,Cultivo permanente,2019,4.19,0.06,Bajo
717,19,CAUCA,19110,BUENOS AIRES,Cultivo intermintente,2019,442.79,0.16,Bajo
718,19,CAUCA,19130,CAJIBÍO,Cultivo intermintente,2019,355.09,0.13,Bajo
719,19,CAUCA,19137,CALDONO,Cultivo emergente,2019,0.0,0.04,Bajo
720,19,CAUCA,19142,CALOTO,Cultivo intermintente,2019,18.45,0.48,Medio bajo
721,19,CAUCA,19212,CORINTO,Cultivo intermintente,2019,10.88,0.89,Medio
722,19,CAUCA,19256,EL TAMBO,Cultivo permanente,2019,7102.46,0.46,Medio bajo
723,19,CAUCA,19290,FLORENCIA,Cultivo abandonado,2019,0.0,0.01,Bajo
724,19,CAUCA,19318,GUAPI,Cultivo permanente,2019,634.89,0.27,Bajo
725,19,CAUCA,19364,JAMBALÓ,Cultivo emergente,2019,68.96,0.02,Bajo
726,19,CAUCA,19392,LA SIERRA,Cultivo abandonado,2019,0.0,0.04,Bajo
727,19,CAUCA,19397,LA VEGA,Cultivo abandonado,2019,0.0,0.02,Bajo
728,19,CAUCA,19418,LÓPEZ,Cultivo permanente,2019,1308.33,0.12,Bajo
729,19,CAUCA,19450,MERCADERES,Cultivo intermintente,2019,0.0,0.07,Bajo
730,19,CAUCA,19455,MIRANDA,Cultivo intermintente,2019,58.69,0.12,Bajo
731,19,CAUCA,19473,MORALES,Cultivo permanente,2019,361.67,0.08,Bajo
732,19,CAUCA,19532,PATÍA  ,Cultivo permanente,2019,376.95,0.19,Bajo
733,19,CAUCA,19533,PIAMONTE,Cultivo permanente,2019,1905.07,0.42,Bajo
734,19,CAUCA,19548,PIENDAMÓ,Cultivo emergente,2019,0.0,0.14,Bajo
735,19,CAUCA,19622,ROSAS,Cultivo intermintente,2019,0.0,0.03,Bajo
736,19,CAUCA,19701,SANTA ROSA,Cultivo intermintente,2019,54.85,0.02,Bajo
737,19,CAUCA,19698,SANTANDER DE QUILICHAO,Cultivo emergente,2019,0.0,0.14,Bajo
738,19,CAUCA,19760,SOTARÁ ,Cultivo abandonado,2019,0.0,0.08,Bajo
739,19,CAUCA,19780,SUÁREZ,Cultivo permanente,2019,501.67,0.36,Bajo
740,19,CAUCA,19785,SUCRE,Cultivo permanente,2019,4.0,0.04,Bajo
741,19,CAUCA,19807,TIMBÍO,Cultivo intermintente,2019,0.0,0.03,Bajo
742,19,CAUCA,19809,TIMBIQUÍ,Cultivo permanente,2019,1464.04,0.11,Bajo
743,19,CAUCA,19821,TORIBÍO,Cultivo intermintente,2019,9.97,0.44,Bajo
744,20,CESAR,20178,CHIRIGUANÁ,Cultivo abandonado,2019,0.0,0.01,Bajo
745,20,CESAR,20310,GONZÁLEZ,Cultivo permanente,2019,23.55,0.04,Bajo
746,20,CESAR,20517,PAILITAS,Cultivo abandonado,2019,0.0,0.08,Bajo
747,20,CESAR,20710,SAN ALBERTO,Cultivo intermintente,2019,6.28,0.0,Bajo
748,20,CESAR,20770,SAN MARTÍN,Cultivo intermintente,2019,8.33,0.02,Bajo
749,27,CHOCÓ,27006,ACANDÍ,Cultivo permanente,2019,4.76,0.04,Bajo
750,27,CHOCÓ,27025,ALTO BAUDÓ ,Cultivo permanente,2019,38.75,0.23,Bajo
751,27,CHOCÓ,27050,ATRATO ,Cultivo intermintente,2019,0.0,0.1,Bajo
752,27,CHOCÓ,27075,BAHÍA SOLANO ,Cultivo abandonado,2019,0.0,0.14,Bajo
753,27,CHOCÓ,27077,BAJO BAUDÓ  ,Cultivo permanente,2019,21.53,0.04,Bajo
754,27,CHOCÓ,27099,BOJAYÁ ,Cultivo abandonado,2019,0.0,0.16,Bajo
755,27,CHOCÓ,27150,CARMEN DEL DARIÉN  ,Cultivo permanente,2019,232.42,0.26,Bajo
756,27,CHOCÓ,27205,CONDOTO,Cultivo permanente,2019,11.23,0.14,Bajo
757,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2019,0.0,0.08,Bajo
758,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Cultivo permanente,2019,59.41,0.3,Bajo
759,27,CHOCÓ,27361,ISTMINA,Cultivo permanente,2019,228.85,0.08,Bajo
760,27,CHOCÓ,27372,JURADÓ,Cultivo abandonado,2019,0.0,0.36,Bajo
761,27,CHOCÓ,27413,LLORÓ,Cultivo intermintente,2019,0.0,0.02,Bajo
762,27,CHOCÓ,27425,MEDIO ATRATO ,Cultivo abandonado,2019,0.0,0.3,Bajo
763,27,CHOCÓ,27430,MEDIO BAUDÓ ,Cultivo permanente,2019,36.61,0.07,Bajo
764,27,CHOCÓ,27450,MEDIO SAN JUAN ,Cultivo permanente,2019,81.23,0.12,Bajo
765,27,CHOCÓ,27491,NÓVITA,Cultivo permanente,2019,69.32,0.08,Bajo
766,27,CHOCÓ,27495,NUQUÍ,Cultivo abandonado,2019,0.0,0.05,Bajo
767,27,CHOCÓ,27001,QUIBDÓ,Cultivo permanente,2019,5.07,0.11,Bajo
768,27,CHOCÓ,27580,RÍO IRÓ ,Cultivo permanente,2019,6.48,0.02,Bajo
769,27,CHOCÓ,27600,RÍO QUITO ,Cultivo intermintente,2019,0.0,0.11,Bajo
770,27,CHOCÓ,27615,RIOSUCIO,Cultivo permanente,2019,148.83,0.08,Bajo
771,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,Cultivo permanente,2019,180.85,0.5,Medio bajo
772,27,CHOCÓ,27745,SIPÍ,Cultivo permanente,2019,110.08,0.02,Bajo
773,27,CHOCÓ,27787,TADÓ,Cultivo abandonado,2019,0.0,0.1,Bajo
774,27,CHOCÓ,27800,UNGUÍA,Cultivo permanente,2019,12.67,0.13,Bajo
775,27,CHOCÓ,27810,UNIÓN PANAMERICANA ,Cultivo abandonado,2019,0.0,0.03,Bajo
776,23,CÓRDOBA,23350,LA APARTADA,Cultivo abandonado,2019,0.0,0.07,Bajo
777,23,CÓRDOBA,23466,MONTELÍBANO,Cultivo permanente,2019,540.63,0.14,Bajo
778,23,CÓRDOBA,23580,PUERTO LIBERTADOR,Cultivo permanente,2019,855.85,0.26,Bajo
779,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Cultivo permanente,2019,340.85,0.4,Bajo
780,23,CÓRDOBA,23807,TIERRALTA,Cultivo permanente,2019,1140.24,0.13,Bajo
781,23,CÓRDOBA,23855,VALENCIA,Cultivo permanente,2019,4.29,0.02,Bajo
782,25,CUNDINAMARCA,25148,CAPARRAPÍ,Cultivo abandonado,2019,0.0,0.01,Bajo
783,25,CUNDINAMARCA,25518,PAIME,Cultivo abandonado,2019,0.0,0.0,Bajo
784,25,CUNDINAMARCA,25823,TOPAIPÍ,Cultivo abandonado,2019,0.0,0.02,Bajo
785,25,CUNDINAMARCA,25885,YACOPÍ,Cultivo abandonado,2019,0.0,0.01,Bajo
786,94,GUAINÍA,94343,BARRANCO MINA ,Cultivo abandonado,2019,0.0,0.0,Bajo
787,94,GUAINÍA,94001,INIRIDA,Cultivo abandonado,2019,0.0,0.01,Bajo
788,95,GUAVIARE,95015,CALAMAR,Cultivo permanente,2019,144.52,0.18,Bajo
789,95,GUAVIARE,95025,EL RETORNO,Cultivo permanente,2019,1194.71,0.25,Bajo
790,95,GUAVIARE,95200,MIRAFLORES,Cultivo permanente,2019,1021.83,0.1,Bajo
791,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2019,757.79,0.16,Bajo
792,44,LA GUAJIRA,44090,DIBULLA,Cultivo intermintente,2019,0.0,0.05,Bajo
793,44,LA GUAJIRA,44001,RIOHACHA,Cultivo abandonado,2019,0.0,0.04,Bajo
794,47,MAGDALENA,47053,ARACATACA,Cultivo abandonado,2019,0.0,0.01,Bajo
795,47,MAGDALENA,47189,CIÉNAGA,Cultivo abandonado,2019,0.0,0.02,Bajo
796,47,MAGDALENA,47288,FUNDACIÓN,Cultivo abandonado,2019,0.0,0.02,Bajo
797,47,MAGDALENA,47001,SANTA MARTA ,Cultivo permanente,2019,6.88,0.03,Bajo
798,50,META,50350,LA MACARENA,Cultivo permanente,2019,177.89,0.2,Bajo
799,50,META,50400,LEJANÍAS,Cultivo abandonado,2019,0.0,0.03,Bajo
800,50,META,50325,MAPIRIPÁN,Cultivo permanente,2019,134.8,0.08,Bajo
801,50,META,50330,MESETAS,Cultivo intermintente,2019,0.0,0.24,Bajo
802,50,META,50450,PUERTO CONCORDIA,Cultivo permanente,2019,18.99,0.05,Bajo
803,50,META,50568,PUERTO GAITÁN,Cultivo abandonado,2019,0.0,0.01,Bajo
804,50,META,50577,PUERTO LLERAS,Cultivo intermintente,2019,0.0,0.03,Bajo
805,50,META,50573,PUERTO LÓPEZ,Cultivo abandonado,2019,0.0,0.02,Bajo
806,50,META,50590,PUERTO RICO,Cultivo permanente,2019,616.78,0.16,Bajo
807,50,META,50683,SAN JUAN DE ARAMA,Cultivo permanente,2019,24.3,0.03,Bajo
808,50,META,50689,SAN MARTÍN,Cultivo abandonado,2019,0.0,0.02,Bajo
809,50,META,50370,URIBE,Cultivo intermintente,2019,4.62,0.34,Bajo
810,50,META,50711,VISTAHERMOSA,Cultivo permanente,2019,488.19,0.28,Bajo
811,52,NARIÑO,52036,ANCUYA,Cultivo intermintente,2019,16.31,0.03,Bajo
812,52,NARIÑO,52079,BARBACOAS,Cultivo permanente,2019,3138.09,0.28,Bajo
813,52,NARIÑO,52110,BUESACO,Cultivo abandonado,2019,0.0,0.01,Bajo
814,52,NARIÑO,52207,CONSACÁ,Cultivo abandonado,2019,0.0,0.01,Bajo
815,52,NARIÑO,52210,CONTADERO,Cultivo abandonado,2019,0.0,0.07,Bajo
816,52,NARIÑO,52215,CÓRDOBA,Cultivo abandonado,2019,0.0,0.08,Bajo
817,52,NARIÑO,52227,CUMBAL,Cultivo abandonado,2019,0.0,0.05,Bajo
818,52,NARIÑO,52233,CUMBITARA,Cultivo permanente,2019,684.38,0.38,Bajo
819,52,NARIÑO,52250,EL CHARCO,Cultivo permanente,2019,5318.32,0.42,Bajo
820,52,NARIÑO,52254,EL PEÑOL,Cultivo permanente,2019,50.42,0.09,Bajo
821,52,NARIÑO,52256,EL ROSARIO,Cultivo permanente,2019,782.2,0.1,Bajo
822,52,NARIÑO,52260,EL TAMBO,Cultivo permanente,2019,60.07,0.03,Bajo
823,52,NARIÑO,52520,FRANCISCO PIZARRO ,Cultivo permanente,2019,347.51,0.05,Bajo
824,52,NARIÑO,52356,IPIALES,Cultivo permanente,2019,1204.24,0.08,Bajo
825,52,NARIÑO,52381,LA FLORIDA,Cultivo intermintente,2019,22.73,0.01,Bajo
826,52,NARIÑO,52385,LA LLANADA,Cultivo permanente,2019,103.92,0.04,Bajo
827,52,NARIÑO,52390,LA TOLA,Cultivo permanente,2019,279.54,0.38,Bajo
828,52,NARIÑO,52405,LEIVA,Cultivo permanente,2019,272.01,0.13,Bajo
829,52,NARIÑO,52411,LINARES,Cultivo permanente,2019,419.55,0.05,Bajo
830,52,NARIÑO,52418,LOS ANDES ,Cultivo permanente,2019,261.89,0.03,Bajo
831,52,NARIÑO,52427,MAGÜÍ ,Cultivo permanente,2019,2148.19,0.26,Bajo
