,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Kilogramos incautadas
156,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,1999,0.0
157,18,CAQUETÁ,18247,EL DONCELLO,1999,1.0
158,18,CAQUETÁ,18460,MILÁN,1999,206.0
159,18,CAQUETÁ,18592,PUERTO RICO,1999,0.0
160,18,CAQUETÁ,18785,SOLITA,1999,0.0
161,19,CAUCA,19001,POPAYÁN,1999,688.229
162,19,CAUCA,19075,BALBOA,1999,0.0
163,19,CAUCA,19100,BOLÍVAR,1999,0.0
164,19,CAUCA,19110,BUENOS AIRES,1999,0.0
165,19,CAUCA,19130,CAJIBÍO,1999,0.0
166,19,CAUCA,19142,CALOTO,1999,680.0
167,19,CAUCA,19212,CORINTO,1999,0.0
168,19,CAUCA,19256,EL TAMBO,1999,0.0
169,19,CAUCA,19318,GUAPI,1999,0.0
170,19,CAUCA,19392,LA SIERRA,1999,0.0
171,19,CAUCA,19455,MIRANDA,1999,0.0
172,19,CAUCA,19473,MORALES,1999,18.0
173,19,CAUCA,19532,PATÍA  ,1999,19.365
174,19,CAUCA,19548,PIENDAMÓ,1999,0.0
175,19,CAUCA,19573,PUERTO TEJADA,1999,0.0
176,19,CAUCA,19622,ROSAS,1999,0.0
177,19,CAUCA,19698,SANTANDER DE QUILICHAO,1999,251.0
178,19,CAUCA,19780,SUÁREZ,1999,4.0
179,19,CAUCA,19807,TIMBÍO,1999,3.0
180,19,CAUCA,19809,TIMBIQUÍ,1999,0.0
181,19,CAUCA,19821,TORIBÍO,1999,0.0
182,20,CESAR,20001,VALLEDUPAR,1999,0.0
183,20,CESAR,20228,CURUMANÍ,1999,0.0
184,20,CESAR,20295,GAMARRA,1999,0.0
185,20,CESAR,20614,RÍO DE ORO,1999,0.0
186,20,CESAR,20621,LA PAZ,1999,0.0
187,20,CESAR,20770,SAN MARTÍN,1999,0.0
188,20,CESAR,20787,TAMALAMEQUE,1999,0.0
189,23,CÓRDOBA,23001,MONTERÍA,1999,32.997
190,23,CÓRDOBA,23079,BUENAVISTA,1999,0.0
191,23,CÓRDOBA,23090,CANALETE,1999,0.0
192,23,CÓRDOBA,23162,CERETÉ,1999,0.0
193,23,CÓRDOBA,23182,CHINÚ,1999,0.0
194,23,CÓRDOBA,23189,CIÉNAGA DE ORO,1999,0.0
195,23,CÓRDOBA,23417,LORICA,1999,0.0
196,23,CÓRDOBA,23466,MONTELÍBANO,1999,0.0
197,23,CÓRDOBA,23555,PLANETA RICA,1999,5.0
198,23,CÓRDOBA,23580,PUERTO LIBERTADOR,1999,0.0
199,23,CÓRDOBA,23660,SAHAGÚN,1999,0.0
200,23,CÓRDOBA,23672,SAN ANTERO,1999,0.0125
201,23,CÓRDOBA,23807,TIERRALTA,1999,0.0
202,25,CUNDINAMARCA,25178,CHIPAQUE,1999,0.0
203,25,CUNDINAMARCA,25183,CHOCONTÁ,1999,0.0
204,25,CUNDINAMARCA,25245,EL COLEGIO,1999,0.0
205,25,CUNDINAMARCA,25269,FACATATIVÁ,1999,0.0
206,25,CUNDINAMARCA,25286,FUNZA,1999,0.0
207,25,CUNDINAMARCA,25290,FUSAGASUGÁ,1999,0.0
208,25,CUNDINAMARCA,25295,GACHANCIPÁ,1999,23.0
209,25,CUNDINAMARCA,25307,GIRARDOT,1999,61.735
210,25,CUNDINAMARCA,25312,GRANADA,1999,0.0
211,25,CUNDINAMARCA,25402,LA VEGA,1999,20.0
212,25,CUNDINAMARCA,25426,MACHETÁ,1999,0.0
213,25,CUNDINAMARCA,25430,MADRID,1999,0.0
214,25,CUNDINAMARCA,25438,MEDINA,1999,0.0
215,25,CUNDINAMARCA,25513,PACHO,1999,0.0
216,25,CUNDINAMARCA,25530,PARATEBUENO,1999,0.0
