,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Hectáreas asperjadas
1196,50,META,50450,PUERTO CONCORDIA,1999,137.13
1197,50,META,50577,PUERTO LLERAS,1999,285.58
1198,50,META,50590,PUERTO RICO,1999,817.74
1199,50,META,50689,SAN MARTÍN,1999,0.0
1200,50,META,50711,VISTAHERMOSA,1999,0.0
1201,86,PUTUMAYO,86569,PUERTO CAICEDO,1999,34.0
1202,86,PUTUMAYO,86571,PUERTO GUZMÁN,1999,4589.39
1203,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,1999,117.4
1204,86,PUTUMAYO,86885,VILLAGARZÓN,1999,239.4
1205,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,1999,2423.9
1206,95,GUAVIARE,95015,CALAMAR,1999,2426.76
1207,95,GUAVIARE,95025,EL RETORNO,1999,6128.16
1208,95,GUAVIARE,95200,MIRAFLORES,1999,6396.85
1209,97,VAUPÉS,97161,CARURÚ,1999,0.0
1210,99,VICHADA,99524,LA PRIMAVERA,1999,0.0
1211,99,VICHADA,99773,CUMARIBO,1999,90.9
1212,5,ANTIOQUIA,5001,MEDELLÍN,1999,0.0
1213,5,ANTIOQUIA,5040,ANORÍ,1999,0.0
1214,5,ANTIOQUIA,5055,ARGELIA,1999,0.0
1215,5,ANTIOQUIA,5142,CARACOLÍ,1999,0.0
1216,5,ANTIOQUIA,5154,CAUCASIA,1999,0.0
1217,5,ANTIOQUIA,5209,CONCORDIA,1999,0.0
1218,5,ANTIOQUIA,5250,EL BAGRE,1999,0.0
1219,5,ANTIOQUIA,5483,NARIÑO,1999,0.0
1220,5,ANTIOQUIA,5495,NECHÍ,1999,0.0
1221,5,ANTIOQUIA,5585,PUERTO NARE,1999,0.0
1222,5,ANTIOQUIA,5591,PUERTO TRIUNFO,1999,0.0
1223,5,ANTIOQUIA,5660,SAN LUIS,1999,0.0
1224,5,ANTIOQUIA,5736,SEGOVIA,1999,0.0
1225,5,ANTIOQUIA,5756,SONSÓN,1999,0.0
1226,5,ANTIOQUIA,5789,TÁMESIS,1999,0.0
1227,5,ANTIOQUIA,5893,YONDÓ,1999,0.0
1228,5,ANTIOQUIA,5895,ZARAGOZA,1999,0.0
1229,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,1999,0.0
1230,13,BOLÍVAR,13042,ARENAL,1999,0.0
1231,13,BOLÍVAR,13074,BARRANCO DE LOBA,1999,0.0
1232,13,BOLÍVAR,13160,CANTAGALLO,1999,0.0
1233,13,BOLÍVAR,13268,EL PEÑÓN,1999,0.0
1234,13,BOLÍVAR,13442,MARÍA LA BAJA,1999,0.0
1235,13,BOLÍVAR,13473,MORALES,1999,0.0
1236,13,BOLÍVAR,13600,RÍO VIEJO,1999,0.0
1237,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,1999,0.0
1238,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,1999,0.0
1239,13,BOLÍVAR,13670,SAN PABLO,1999,0.0
1240,13,BOLÍVAR,13683,SANTA ROSA,1999,0.0
1241,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1999,0.0
1242,13,BOLÍVAR,13744,SIMITÍ,1999,0.0
1243,15,BOYACÁ,15480,MUZO,1999,0.0
1244,15,BOYACÁ,15507,OTANCHE,1999,0.0
1245,15,BOYACÁ,15531,PAUNA,1999,0.0
1246,15,BOYACÁ,15572,PUERTO BOYACÁ,1999,0.0
1247,17,CALDAS,17662,SAMANÁ,1999,0.0
1248,17,CALDAS,17867,VICTORIA,1999,0.0
1249,18,CAQUETÁ,18001,FLORENCIA,1999,0.0
1250,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,1999,0.0
1251,19,CAUCA,19050,ARGELIA,1999,0.0
1252,19,CAUCA,19075,BALBOA,1999,0.0
1253,19,CAUCA,19100,BOLÍVAR,1999,0.0
1254,19,CAUCA,19256,EL TAMBO,1999,0.0
1255,19,CAUCA,19397,LA VEGA,1999,0.0
1256,19,CAUCA,19450,MERCADERES,1999,0.0
1257,19,CAUCA,19532,PATÍA,1999,0.0
1258,19,CAUCA,19693,SAN SEBASTIÁN,1999,0.0
1259,19,CAUCA,19701,SANTA ROSA,1999,0.0
1260,19,CAUCA,19760,SOTARA,1999,0.0
1261,23,CÓRDOBA,23068,AYAPEL,1999,0.0
1262,23,CÓRDOBA,23417,LORICA,1999,0.0
1263,23,CÓRDOBA,23466,MONTELÍBANO,1999,0.0
1264,25,CUNDINAMARCA,25148,CAPARRAPÍ,1999,0.0
1265,25,CUNDINAMARCA,25885,YACOPÍ,1999,0.0
1266,27,CHOCÓ,27745,SIPÍ,1999,0.0
1267,44,LA GUAJIRA,44001,RIOHACHA,1999,0.0
1268,44,LA GUAJIRA,44090,DIBULLA,1999,0.0
1269,47,MAGDALENA,47001,SANTA MARTA,1999,0.0
1270,47,MAGDALENA,47189,CIÉNAGA,1999,0.0
1271,50,META,50001,VILLAVICENCIO,1999,0.0
1272,50,META,50287,FUENTE DE ORO,1999,0.0
1273,50,META,50330,MESETAS,1999,0.0
1274,50,META,50350,LA MACARENA,1999,0.0
1275,50,META,50568,PUERTO GAITÁN,1999,0.0
1276,50,META,50680,SAN CARLOS DE GUAROA,1999,0.0
1277,52,NARIÑO,52001,PASTO,1999,0.0
1278,52,NARIÑO,52079,BARBACOAS,1999,0.0
1279,52,NARIÑO,52250,EL CHARCO,1999,0.0
1280,52,NARIÑO,52256,EL ROSARIO,1999,0.0
1281,52,NARIÑO,52356,IPIALES,1999,0.0
1282,52,NARIÑO,52390,LA TOLA,1999,0.0
1283,52,NARIÑO,52405,LEIVA,1999,0.0
1284,52,NARIÑO,52427,MAGÜÍ,1999,0.0
1285,52,NARIÑO,52490,OLAYA HERRERA,1999,0.0
1286,52,NARIÑO,52520,FRANCISCO PIZARRO,1999,0.0
1287,52,NARIÑO,52612,RICAURTE,1999,0.0
1288,52,NARIÑO,52621,ROBERTO PAYÁN,1999,0.0
1289,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,1999,0.0
1290,54,NORTE DE SANTANDER,54003,ÁBREGO,1999,0.0
1291,54,NORTE DE SANTANDER,54250,EL TARRA,1999,0.0
1292,54,NORTE DE SANTANDER,54261,EL ZULIA,1999,0.0
1293,54,NORTE DE SANTANDER,54344,HACARÍ,1999,0.0
1294,54,NORTE DE SANTANDER,54670,SAN CALIXTO,1999,0.0
1295,54,NORTE DE SANTANDER,54720,SARDINATA,1999,0.0
1296,54,NORTE DE SANTANDER,54800,TEORAMA,1999,0.0
1297,54,NORTE DE SANTANDER,54810,TIBÚ,1999,0.0
1298,68,SANTANDER,68081,BARRANCABERMEJA,1999,0.0
1299,68,SANTANDER,68092,BETULIA,1999,0.0
1300,68,SANTANDER,68101,BOLÍVAR,1999,0.0
1301,68,SANTANDER,68190,CIMITARRA,1999,0.0
1302,68,SANTANDER,68250,EL PEÑÓN,1999,0.0
1303,68,SANTANDER,68271,FLORIÁN,1999,0.0
1304,68,SANTANDER,68385,LANDÁZURI,1999,0.0
1305,68,SANTANDER,68773,SUCRE,1999,0.0
1306,76,VALLE DEL CAUCA,76563,PRADERA,1999,0.0
1307,81,ARAUCA,81065,ARAUQUITA,1999,0.0
1308,81,ARAUCA,81300,FORTUL,1999,0.0
1309,81,ARAUCA,81591,PUERTO RONDÓN,1999,0.0
1310,81,ARAUCA,81736,SARAVENA,1999,0.0
1311,81,ARAUCA,81794,TAME,1999,0.0
1312,86,PUTUMAYO,86001,MOCOA,1999,0.0
1313,86,PUTUMAYO,86320,ORITO,1999,0.0
1314,86,PUTUMAYO,86568,PUERTO ASÍS,1999,0.0
1315,86,PUTUMAYO,86757,SAN MIGUEL,1999,0.0
1316,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1999,0.0
1317,5,ANTIOQUIA,5031,AMALFI,1999,0.0
1318,5,ANTIOQUIA,5045,APARTADÓ,1999,0.0
1319,5,ANTIOQUIA,5107,BRICEÑO,1999,0.0
1320,5,ANTIOQUIA,5604,REMEDIOS,1999,0.0
1321,5,ANTIOQUIA,5649,SAN CARLOS,1999,0.0
1322,5,ANTIOQUIA,5670,SAN ROQUE,1999,0.0
1323,13,BOLÍVAR,13006,ACHÍ,1999,0.0
1324,13,BOLÍVAR,13458,MONTECRISTO,1999,0.0
1325,13,BOLÍVAR,13654,SAN JACINTO,1999,0.0
1326,13,BOLÍVAR,13810,TIQUISIO,1999,0.0
1327,15,BOYACÁ,15442,MARIPÍ,1999,0.0
1328,17,CALDAS,17495,NORCASIA,1999,0.0
1329,17,CALDAS,17541,PENSILVANIA,1999,0.0
1330,18,CAQUETÁ,18479,MORELIA,1999,0.0
1331,19,CAUCA,19318,GUAPÍ,1999,0.0
1332,19,CAUCA,19418,LÓPEZ DE MICAY,1999,0.0
1333,19,CAUCA,19473,MORALES,1999,0.0
1334,19,CAUCA,19622,ROSAS,1999,0.0
1335,19,CAUCA,19809,TIMBIQUÍ,1999,0.0
1336,23,CÓRDOBA,23574,PUERTO ESCONDIDO,1999,0.0
1337,23,CÓRDOBA,23807,TIERRALTA,1999,0.0
1338,27,CHOCÓ,27025,ALTO BAUDÓ,1999,0.0
1339,27,CHOCÓ,27077,BAJO BAUDÓ,1999,0.0
1340,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,1999,0.0
1341,27,CHOCÓ,27361,ISTMINA,1999,0.0
1342,27,CHOCÓ,27430,MEDIO BAUDÓ,1999,0.0
1343,27,CHOCÓ,27491,NÓVITA,1999,0.0
1344,27,CHOCÓ,27600,RÍO QUITO,1999,0.0
1345,50,META,50683,SAN JUAN DE ARAMA,1999,0.0
1346,52,NARIÑO,52083,BELÉN,1999,0.0
1347,52,NARIÑO,52110,BUESACO,1999,0.0
1348,52,NARIÑO,52227,CUMBAL,1999,0.0
1349,52,NARIÑO,52233,CUMBITARA,1999,0.0
1350,52,NARIÑO,52260,EL TAMBO,1999,0.0
1351,52,NARIÑO,52385,LA LLANADA,1999,0.0
1352,52,NARIÑO,52418,LOS ANDES,1999,0.0
1353,52,NARIÑO,52473,MOSQUERA,1999,0.0
1354,52,NARIÑO,52540,POLICARPA,1999,0.0
1355,52,NARIÑO,52678,SAMANIEGO,1999,0.0
1356,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,1999,0.0
1357,52,NARIÑO,52696,SANTA BÁRBARA,1999,0.0
1358,52,NARIÑO,52786,TAMINANGO,1999,0.0
1359,54,NORTE DE SANTANDER,54128,CÁCHIRA,1999,0.0
1360,54,NORTE DE SANTANDER,54385,LA ESPERANZA,1999,0.0
1361,68,SANTANDER,68255,EL PLAYÓN,1999,0.0
1362,68,SANTANDER,68377,LA BELLEZA,1999,0.0
1363,68,SANTANDER,68573,PUERTO PARRA,1999,0.0
1364,68,SANTANDER,68745,SIMACOTA,1999,0.0
1365,76,VALLE DEL CAUCA,76109,BUENAVENTURA,1999,0.0
1366,5,ANTIOQUIA,5038,ANGOSTURA,1999,0.0
1367,5,ANTIOQUIA,5125,CAICEDO,1999,0.0
1368,5,ANTIOQUIA,5134,CAMPAMENTO,1999,0.0
1369,5,ANTIOQUIA,5172,CHIGORODÓ,1999,0.0
1370,5,ANTIOQUIA,5475,MURINDÓ,1999,0.0
1371,5,ANTIOQUIA,5480,MUTATÁ,1999,0.0
1372,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,1999,0.0
1373,5,ANTIOQUIA,5837,TURBO,1999,0.0
1374,5,ANTIOQUIA,5858,VEGACHÍ,1999,0.0
1375,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,1999,0.0
1376,5,ANTIOQUIA,5885,YALÍ,1999,0.0
1377,5,ANTIOQUIA,5887,YARUMAL,1999,0.0
1378,13,BOLÍVAR,13490,NOROSÍ,1999,0.0
1379,19,CAUCA,19392,LA SIERRA,1999,0.0
1380,23,CÓRDOBA,23001,MONTERÍA,1999,0.0
1381,23,CÓRDOBA,23555,PLANETA RICA,1999,0.0
1382,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,1999,0.0
1383,23,CÓRDOBA,23855,VALENCIA,1999,0.0
1384,25,CUNDINAMARCA,25839,UBALÁ,1999,0.0
1385,27,CHOCÓ,27001,QUIBDÓ,1999,0.0
1386,27,CHOCÓ,27006,ACANDÍ,1999,0.0
1387,27,CHOCÓ,27099,BOJAYÁ,1999,0.0
1388,27,CHOCÓ,27150,CARMEN DEL DARIÉN,1999,0.0
1389,27,CHOCÓ,27160,CÉRTEGUI,1999,0.0
1390,27,CHOCÓ,27205,CONDOTO,1999,0.0
1391,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,1999,0.0
1392,27,CHOCÓ,27425,MEDIO ATRATO,1999,0.0
1393,27,CHOCÓ,27450,MEDIO SAN JUAN,1999,0.0
1394,27,CHOCÓ,27580,RÍO IRÓ,1999,0.0
1395,27,CHOCÓ,27615,RIOSUCIO,1999,0.0
1396,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,1999,0.0
1397,27,CHOCÓ,27787,TADÓ,1999,0.0
1398,27,CHOCÓ,27800,UNGUÍA,1999,0.0
1399,27,CHOCÓ,27810,UNIÓN PANAMERICANA,1999,0.0
1400,52,NARIÑO,52207,CONSACÁ,1999,0.0
1401,52,NARIÑO,52254,EL PEÑOL,1999,0.0
1402,52,NARIÑO,52411,LINARES,1999,0.0
1403,52,NARIÑO,52683,SANDONÁ,1999,0.0
1404,76,VALLE DEL CAUCA,76100,BOLÍVAR,1999,0.0
1405,76,VALLE DEL CAUCA,76126,CALIMA,1999,0.0
1406,76,VALLE DEL CAUCA,76233,DAGUA,1999,0.0
1407,76,VALLE DEL CAUCA,76250,EL DOVIO,1999,0.0
1408,76,VALLE DEL CAUCA,76890,YOTOCO,1999,0.0
1409,86,PUTUMAYO,86755,SAN FRANCISCO,1999,0.0
1410,5,ANTIOQUIA,5120,CÁCERES,2000,0.0
1411,5,ANTIOQUIA,5361,ITUANGO,2000,0.0
1412,5,ANTIOQUIA,5652,SAN FRANCISCO,2000,0.0
1413,5,ANTIOQUIA,5790,TARAZÁ,2000,4346.3
1414,5,ANTIOQUIA,5854,VALDIVIA,2000,1912.5
1415,18,CAQUETÁ,18029,ALBANIA,2000,54.6
1416,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,2000,0.0
1417,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,2000,45.1
1418,18,CAQUETÁ,18205,CURILLO,2000,1520.4
1419,18,CAQUETÁ,18247,EL DONCELLO,2000,0.0
1420,18,CAQUETÁ,18256,EL PAUJÍL,2000,232.9
1421,18,CAQUETÁ,18410,LA MONTAÑITA,2000,311.23
1422,18,CAQUETÁ,18460,MILÁN,2000,286.46
1423,18,CAQUETÁ,18592,PUERTO RICO,2000,171.1
1424,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,2000,0.0
1425,18,CAQUETÁ,18756,SOLANO,2000,1604.2
1426,18,CAQUETÁ,18785,SOLITA,2000,3355.84
1427,18,CAQUETÁ,18860,VALPARAÍSO,2000,1478.01
1428,19,CAUCA,19533,PIAMONTE,2000,480.0
1429,23,CÓRDOBA,23580,PUERTO LIBERTADOR,2000,0.0
1430,50,META,50325,MAPIRIPÁN,2000,163.3
1431,50,META,50450,PUERTO CONCORDIA,2000,0.0
1432,50,META,50577,PUERTO LLERAS,2000,0.0
1433,50,META,50590,PUERTO RICO,2000,1181.9
1434,50,META,50689,SAN MARTÍN,2000,0.0
1435,50,META,50711,VISTAHERMOSA,2000,0.0
1436,86,PUTUMAYO,86569,PUERTO CAICEDO,2000,138.2
1437,86,PUTUMAYO,86571,PUERTO GUZMÁN,2000,7774.17
1438,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,2000,2440.7
1439,86,PUTUMAYO,86885,VILLAGARZÓN,2000,250.4
1440,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2000,2654.5
1441,95,GUAVIARE,95015,CALAMAR,2000,1534.5
1442,95,GUAVIARE,95025,EL RETORNO,2000,1504.0
1443,95,GUAVIARE,95200,MIRAFLORES,2000,2548.2
1444,97,VAUPÉS,97161,CARURÚ,2000,0.0
1445,99,VICHADA,99524,LA PRIMAVERA,2000,0.0
1446,99,VICHADA,99773,CUMARIBO,2000,0.0
1447,5,ANTIOQUIA,5001,MEDELLÍN,2000,0.0
1448,5,ANTIOQUIA,5040,ANORÍ,2000,0.0
1449,5,ANTIOQUIA,5055,ARGELIA,2000,0.0
1450,5,ANTIOQUIA,5142,CARACOLÍ,2000,0.0
1451,5,ANTIOQUIA,5154,CAUCASIA,2000,0.0
1452,5,ANTIOQUIA,5209,CONCORDIA,2000,0.0
1453,5,ANTIOQUIA,5250,EL BAGRE,2000,0.0
1454,5,ANTIOQUIA,5483,NARIÑO,2000,0.0
1455,5,ANTIOQUIA,5495,NECHÍ,2000,0.0
1456,5,ANTIOQUIA,5585,PUERTO NARE,2000,0.0
1457,5,ANTIOQUIA,5591,PUERTO TRIUNFO,2000,0.0
1458,5,ANTIOQUIA,5660,SAN LUIS,2000,0.0
1459,5,ANTIOQUIA,5736,SEGOVIA,2000,0.0
1460,5,ANTIOQUIA,5756,SONSÓN,2000,0.0
1461,5,ANTIOQUIA,5789,TÁMESIS,2000,0.0
1462,5,ANTIOQUIA,5893,YONDÓ,2000,0.0
1463,5,ANTIOQUIA,5895,ZARAGOZA,2000,0.0
1464,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2000,0.0
1465,13,BOLÍVAR,13042,ARENAL,2000,0.0
1466,13,BOLÍVAR,13074,BARRANCO DE LOBA,2000,0.0
1467,13,BOLÍVAR,13160,CANTAGALLO,2000,0.0
1468,13,BOLÍVAR,13268,EL PEÑÓN,2000,0.0
1469,13,BOLÍVAR,13442,MARÍA LA BAJA,2000,0.0
1470,13,BOLÍVAR,13473,MORALES,2000,0.0
1471,13,BOLÍVAR,13600,RÍO VIEJO,2000,0.0
1472,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,2000,0.0
1473,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,2000,0.0
1474,13,BOLÍVAR,13670,SAN PABLO,2000,0.0
1475,13,BOLÍVAR,13683,SANTA ROSA,2000,0.0
1476,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,2000,0.0
1477,13,BOLÍVAR,13744,SIMITÍ,2000,0.0
1478,15,BOYACÁ,15480,MUZO,2000,0.0
1479,15,BOYACÁ,15507,OTANCHE,2000,58.1
1480,15,BOYACÁ,15531,PAUNA,2000,0.0
1481,15,BOYACÁ,15572,PUERTO BOYACÁ,2000,0.0
1482,17,CALDAS,17662,SAMANÁ,2000,0.0
1483,17,CALDAS,17867,VICTORIA,2000,0.0
1484,18,CAQUETÁ,18001,FLORENCIA,2000,0.0
1485,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,2000,112.2
1486,19,CAUCA,19050,ARGELIA,2000,800.0
1487,19,CAUCA,19075,BALBOA,2000,188.8
1488,19,CAUCA,19100,BOLÍVAR,2000,0.0
1489,19,CAUCA,19256,EL TAMBO,2000,1481.1
1490,19,CAUCA,19397,LA VEGA,2000,0.0
1491,19,CAUCA,19450,MERCADERES,2000,0.0
1492,19,CAUCA,19532,PATÍA,2000,0.0
1493,19,CAUCA,19693,SAN SEBASTIÁN,2000,0.0
1494,19,CAUCA,19701,SANTA ROSA,2000,0.0
1495,19,CAUCA,19760,SOTARA,2000,0.0
1496,23,CÓRDOBA,23068,AYAPEL,2000,0.0
1497,23,CÓRDOBA,23417,LORICA,2000,0.0
1498,23,CÓRDOBA,23466,MONTELÍBANO,2000,0.0
1499,25,CUNDINAMARCA,25148,CAPARRAPÍ,2000,0.0
1500,25,CUNDINAMARCA,25885,YACOPÍ,2000,44.3
1501,27,CHOCÓ,27745,SIPÍ,2000,0.0
1502,44,LA GUAJIRA,44001,RIOHACHA,2000,0.0
1503,44,LA GUAJIRA,44090,DIBULLA,2000,0.0
1504,47,MAGDALENA,47001,SANTA MARTA,2000,0.0
1505,47,MAGDALENA,47189,CIÉNAGA,2000,0.0
1506,50,META,50001,VILLAVICENCIO,2000,0.0
1507,50,META,50287,FUENTE DE ORO,2000,0.0
1508,50,META,50330,MESETAS,2000,0.0
1509,50,META,50350,LA MACARENA,2000,0.0
1510,50,META,50568,PUERTO GAITÁN,2000,0.0
1511,50,META,50680,SAN CARLOS DE GUAROA,2000,0.0
1512,52,NARIÑO,52001,PASTO,2000,0.0
1513,52,NARIÑO,52079,BARBACOAS,2000,202.0
1514,52,NARIÑO,52250,EL CHARCO,2000,0.0
1515,52,NARIÑO,52256,EL ROSARIO,2000,0.0
1516,52,NARIÑO,52356,IPIALES,2000,0.0
1517,52,NARIÑO,52390,LA TOLA,2000,0.0
1518,52,NARIÑO,52405,LEIVA,2000,93.4
1519,52,NARIÑO,52427,MAGÜÍ,2000,0.0
1520,52,NARIÑO,52490,OLAYA HERRERA,2000,0.0
1521,52,NARIÑO,52520,FRANCISCO PIZARRO,2000,0.0
1522,52,NARIÑO,52612,RICAURTE,2000,0.0
1523,52,NARIÑO,52621,ROBERTO PAYÁN,2000,1902.3
1524,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,2000,4243.8
1525,54,NORTE DE SANTANDER,54003,ÁBREGO,2000,0.0
1526,54,NORTE DE SANTANDER,54250,EL TARRA,2000,0.0
1527,54,NORTE DE SANTANDER,54261,EL ZULIA,2000,0.0
1528,54,NORTE DE SANTANDER,54344,HACARÍ,2000,0.0
1529,54,NORTE DE SANTANDER,54670,SAN CALIXTO,2000,0.0
1530,54,NORTE DE SANTANDER,54720,SARDINATA,2000,0.0
1531,54,NORTE DE SANTANDER,54800,TEORAMA,2000,0.0
1532,54,NORTE DE SANTANDER,54810,TIBÚ,2000,9584.0
1533,68,SANTANDER,68081,BARRANCABERMEJA,2000,0.0
1534,68,SANTANDER,68092,BETULIA,2000,0.0
1535,68,SANTANDER,68101,BOLÍVAR,2000,0.0
1536,68,SANTANDER,68190,CIMITARRA,2000,0.0
1537,68,SANTANDER,68250,EL PEÑÓN,2000,0.0
1538,68,SANTANDER,68271,FLORIÁN,2000,94.3
1539,68,SANTANDER,68385,LANDÁZURI,2000,0.0
1540,68,SANTANDER,68773,SUCRE,2000,375.8
1541,76,VALLE DEL CAUCA,76563,PRADERA,2000,0.0
1542,81,ARAUCA,81065,ARAUQUITA,2000,0.0
1543,81,ARAUCA,81300,FORTUL,2000,0.0
1544,81,ARAUCA,81591,PUERTO RONDÓN,2000,0.0
1545,81,ARAUCA,81736,SARAVENA,2000,0.0
1546,81,ARAUCA,81794,TAME,2000,0.0
1547,86,PUTUMAYO,86001,MOCOA,2000,0.0
1548,86,PUTUMAYO,86320,ORITO,2000,0.0
1549,86,PUTUMAYO,86568,PUERTO ASÍS,2000,183.7
1550,86,PUTUMAYO,86757,SAN MIGUEL,2000,0.0
1551,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,2000,2721.7
1552,5,ANTIOQUIA,5031,AMALFI,2000,0.0
1553,5,ANTIOQUIA,5045,APARTADÓ,2000,0.0
1554,5,ANTIOQUIA,5107,BRICEÑO,2000,0.0
1555,5,ANTIOQUIA,5604,REMEDIOS,2000,0.0
1556,5,ANTIOQUIA,5649,SAN CARLOS,2000,0.0
1557,5,ANTIOQUIA,5670,SAN ROQUE,2000,0.0
1558,13,BOLÍVAR,13006,ACHÍ,2000,0.0
1559,13,BOLÍVAR,13458,MONTECRISTO,2000,0.0
1560,13,BOLÍVAR,13654,SAN JACINTO,2000,0.0
1561,13,BOLÍVAR,13810,TIQUISIO,2000,0.0
1562,15,BOYACÁ,15442,MARIPÍ,2000,0.0
1563,17,CALDAS,17495,NORCASIA,2000,0.0
1564,17,CALDAS,17541,PENSILVANIA,2000,0.0
1565,18,CAQUETÁ,18479,MORELIA,2000,0.0
1566,19,CAUCA,19318,GUAPÍ,2000,0.0
1567,19,CAUCA,19418,LÓPEZ DE MICAY,2000,0.0
1568,19,CAUCA,19473,MORALES,2000,0.0
1569,19,CAUCA,19622,ROSAS,2000,0.0
1570,19,CAUCA,19809,TIMBIQUÍ,2000,0.0
1571,23,CÓRDOBA,23574,PUERTO ESCONDIDO,2000,0.0
1572,23,CÓRDOBA,23807,TIERRALTA,2000,0.0
1573,27,CHOCÓ,27025,ALTO BAUDÓ,2000,0.0
1574,27,CHOCÓ,27077,BAJO BAUDÓ,2000,0.0
1575,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,2000,0.0
1576,27,CHOCÓ,27361,ISTMINA,2000,0.0
1577,27,CHOCÓ,27430,MEDIO BAUDÓ,2000,0.0
1578,27,CHOCÓ,27491,NÓVITA,2000,0.0
1579,27,CHOCÓ,27600,RÍO QUITO,2000,0.0
1580,50,META,50683,SAN JUAN DE ARAMA,2000,0.0
1581,52,NARIÑO,52083,BELÉN,2000,0.0
1582,52,NARIÑO,52110,BUESACO,2000,0.0
1583,52,NARIÑO,52227,CUMBAL,2000,0.0
1584,52,NARIÑO,52233,CUMBITARA,2000,0.0
1585,52,NARIÑO,52260,EL TAMBO,2000,0.0
1586,52,NARIÑO,52385,LA LLANADA,2000,0.0
1587,52,NARIÑO,52418,LOS ANDES,2000,0.0
1588,52,NARIÑO,52473,MOSQUERA,2000,0.0
1589,52,NARIÑO,52540,POLICARPA,2000,0.0
1590,52,NARIÑO,52678,SAMANIEGO,2000,0.0
1591,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,2000,0.0
1592,52,NARIÑO,52696,SANTA BÁRBARA,2000,0.0
1593,52,NARIÑO,52786,TAMINANGO,2000,0.0
1594,54,NORTE DE SANTANDER,54128,CÁCHIRA,2000,0.0
1595,54,NORTE DE SANTANDER,54385,LA ESPERANZA,2000,0.0
1596,68,SANTANDER,68255,EL PLAYÓN,2000,0.0
1597,68,SANTANDER,68377,LA BELLEZA,2000,0.0
1598,68,SANTANDER,68573,PUERTO PARRA,2000,0.0
1599,68,SANTANDER,68745,SIMACOTA,2000,0.0
1600,76,VALLE DEL CAUCA,76109,BUENAVENTURA,2000,0.0
1601,5,ANTIOQUIA,5038,ANGOSTURA,2000,0.0
1602,5,ANTIOQUIA,5125,CAICEDO,2000,0.0
1603,5,ANTIOQUIA,5134,CAMPAMENTO,2000,0.0
1604,5,ANTIOQUIA,5172,CHIGORODÓ,2000,0.0
1605,5,ANTIOQUIA,5475,MURINDÓ,2000,0.0
1606,5,ANTIOQUIA,5480,MUTATÁ,2000,0.0
1607,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,2000,0.0
1608,5,ANTIOQUIA,5837,TURBO,2000,0.0
1609,5,ANTIOQUIA,5858,VEGACHÍ,2000,0.0
1610,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,2000,0.0
1611,5,ANTIOQUIA,5885,YALÍ,2000,0.0
1612,5,ANTIOQUIA,5887,YARUMAL,2000,0.0
1613,13,BOLÍVAR,13490,NOROSÍ,2000,0.0
1614,19,CAUCA,19392,LA SIERRA,2000,0.0
1615,23,CÓRDOBA,23001,MONTERÍA,2000,0.0
1616,23,CÓRDOBA,23555,PLANETA RICA,2000,0.0
1617,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,2000,0.0
1618,23,CÓRDOBA,23855,VALENCIA,2000,0.0
1619,25,CUNDINAMARCA,25839,UBALÁ,2000,0.0
1620,27,CHOCÓ,27001,QUIBDÓ,2000,0.0
1621,27,CHOCÓ,27006,ACANDÍ,2000,0.0
1622,27,CHOCÓ,27099,BOJAYÁ,2000,0.0
1623,27,CHOCÓ,27150,CARMEN DEL DARIÉN,2000,0.0
1624,27,CHOCÓ,27160,CÉRTEGUI,2000,0.0
