,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Hectáreas asperjadas
2782,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,2005,0.0
2783,5,ANTIOQUIA,5837,TURBO,2005,0.0
2784,5,ANTIOQUIA,5858,VEGACHÍ,2005,0.0
2785,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,2005,0.0
2786,5,ANTIOQUIA,5885,YALÍ,2005,0.0
2787,5,ANTIOQUIA,5887,YARUMAL,2005,0.0
2788,13,BOLÍVAR,13490,NOROSÍ,2005,0.0
2789,19,CAUCA,19392,LA SIERRA,2005,0.0
2790,23,CÓRDOBA,23001,MONTERÍA,2005,0.0
2791,23,CÓRDOBA,23555,PLANETA RICA,2005,0.0
2792,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,2005,0.0
2793,23,CÓRDOBA,23855,VALENCIA,2005,0.0
2794,25,CUNDINAMARCA,25839,UBALÁ,2005,0.0
2795,27,CHOCÓ,27001,QUIBDÓ,2005,0.0
2796,27,CHOCÓ,27006,ACANDÍ,2005,0.0
2797,27,CHOCÓ,27099,BOJAYÁ,2005,0.0
2798,27,CHOCÓ,27150,CARMEN DEL DARIÉN,2005,0.0
2799,27,CHOCÓ,27160,CÉRTEGUI,2005,0.0
2800,27,CHOCÓ,27205,CONDOTO,2005,0.0
2801,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,2005,0.0
2802,27,CHOCÓ,27425,MEDIO ATRATO,2005,0.0
2803,27,CHOCÓ,27450,MEDIO SAN JUAN,2005,0.0
2804,27,CHOCÓ,27580,RÍO IRÓ,2005,0.0
2805,27,CHOCÓ,27615,RIOSUCIO,2005,0.0
2806,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,2005,0.0
2807,27,CHOCÓ,27787,TADÓ,2005,0.0
2808,27,CHOCÓ,27800,UNGUÍA,2005,0.0
2809,27,CHOCÓ,27810,UNIÓN PANAMERICANA,2005,0.0
2810,52,NARIÑO,52207,CONSACÁ,2005,0.0
2811,52,NARIÑO,52254,EL PEÑOL,2005,0.0
2812,52,NARIÑO,52411,LINARES,2005,0.0
2813,52,NARIÑO,52683,SANDONÁ,2005,0.0
2814,76,VALLE DEL CAUCA,76100,BOLÍVAR,2005,0.0
2815,76,VALLE DEL CAUCA,76126,CALIMA,2005,0.0
2816,76,VALLE DEL CAUCA,76233,DAGUA,2005,0.0
2817,76,VALLE DEL CAUCA,76250,EL DOVIO,2005,0.0
2818,76,VALLE DEL CAUCA,76890,YOTOCO,2005,0.0
2819,86,PUTUMAYO,86755,SAN FRANCISCO,2005,0.0
2820,5,ANTIOQUIA,5120,CÁCERES,2006,1064.21
2821,5,ANTIOQUIA,5361,ITUANGO,2006,108.7
2822,5,ANTIOQUIA,5652,SAN FRANCISCO,2006,266.8
2823,5,ANTIOQUIA,5790,TARAZÁ,2006,7582.7
2824,5,ANTIOQUIA,5854,VALDIVIA,2006,1783.4
2825,18,CAQUETÁ,18029,ALBANIA,2006,45.37
2826,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,2006,269.01
2827,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,2006,57.05
2828,18,CAQUETÁ,18205,CURILLO,2006,420.82
2829,18,CAQUETÁ,18247,EL DONCELLO,2006,6.9
2830,18,CAQUETÁ,18256,EL PAUJÍL,2006,127.64
2831,18,CAQUETÁ,18410,LA MONTAÑITA,2006,373.31
2832,18,CAQUETÁ,18460,MILÁN,2006,251.95
2833,18,CAQUETÁ,18592,PUERTO RICO,2006,228.79
2834,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,2006,1641.95
2835,18,CAQUETÁ,18756,SOLANO,2006,101.81
2836,18,CAQUETÁ,18785,SOLITA,2006,490.91
2837,18,CAQUETÁ,18860,VALPARAÍSO,2006,459.6
2838,19,CAUCA,19533,PIAMONTE,2006,856.42
2839,23,CÓRDOBA,23580,PUERTO LIBERTADOR,2006,2697.21
2840,50,META,50325,MAPIRIPÁN,2006,2966.69
2841,50,META,50450,PUERTO CONCORDIA,2006,2151.77
2842,50,META,50577,PUERTO LLERAS,2006,5430.66
2843,50,META,50590,PUERTO RICO,2006,8273.06
2844,50,META,50689,SAN MARTÍN,2006,148.07
2845,50,META,50711,VISTAHERMOSA,2006,6043.77
2846,86,PUTUMAYO,86569,PUERTO CAICEDO,2006,521.28
2847,86,PUTUMAYO,86571,PUERTO GUZMÁN,2006,1717.22
2848,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,2006,304.36
2849,86,PUTUMAYO,86885,VILLAGARZÓN,2006,724.01
2850,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2006,8946.36
2851,95,GUAVIARE,95015,CALAMAR,2006,1746.02
2852,95,GUAVIARE,95025,EL RETORNO,2006,3304.59
2853,95,GUAVIARE,95200,MIRAFLORES,2006,717.49
2854,97,VAUPÉS,97161,CARURÚ,2006,0.0
2855,99,VICHADA,99524,LA PRIMAVERA,2006,217.1
2856,99,VICHADA,99773,CUMARIBO,2006,5267.93
2857,5,ANTIOQUIA,5001,MEDELLÍN,2006,0.0
2858,5,ANTIOQUIA,5040,ANORÍ,2006,1354.83
2859,5,ANTIOQUIA,5055,ARGELIA,2006,0.0
2860,5,ANTIOQUIA,5142,CARACOLÍ,2006,0.0
2861,5,ANTIOQUIA,5154,CAUCASIA,2006,0.0
2862,5,ANTIOQUIA,5209,CONCORDIA,2006,0.0
2863,5,ANTIOQUIA,5250,EL BAGRE,2006,1063.32
2864,5,ANTIOQUIA,5483,NARIÑO,2006,55.67
2865,5,ANTIOQUIA,5495,NECHÍ,2006,1188.25
2866,5,ANTIOQUIA,5585,PUERTO NARE,2006,365.06
2867,5,ANTIOQUIA,5591,PUERTO TRIUNFO,2006,3.2
2868,5,ANTIOQUIA,5660,SAN LUIS,2006,406.05
2869,5,ANTIOQUIA,5736,SEGOVIA,2006,246.68
2870,5,ANTIOQUIA,5756,SONSÓN,2006,240.16
2871,5,ANTIOQUIA,5789,TÁMESIS,2006,0.0
2872,5,ANTIOQUIA,5893,YONDÓ,2006,0.0
2873,5,ANTIOQUIA,5895,ZARAGOZA,2006,1558.06
2874,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2006,0.0
2875,13,BOLÍVAR,13042,ARENAL,2006,302.35
2876,13,BOLÍVAR,13074,BARRANCO DE LOBA,2006,0.0
2877,13,BOLÍVAR,13160,CANTAGALLO,2006,0.0
2878,13,BOLÍVAR,13268,EL PEÑÓN,2006,0.0
2879,13,BOLÍVAR,13442,MARÍA LA BAJA,2006,0.0
2880,13,BOLÍVAR,13473,MORALES,2006,190.02
2881,13,BOLÍVAR,13600,RÍO VIEJO,2006,219.3
2882,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,2006,109.75
2883,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,2006,0.0
2884,13,BOLÍVAR,13670,SAN PABLO,2006,341.52
2885,13,BOLÍVAR,13683,SANTA ROSA,2006,170.27
2886,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,2006,633.52
2887,13,BOLÍVAR,13744,SIMITÍ,2006,572.25
2888,15,BOYACÁ,15480,MUZO,2006,0.0
2889,15,BOYACÁ,15507,OTANCHE,2006,109.7
2890,15,BOYACÁ,15531,PAUNA,2006,51.72
2891,15,BOYACÁ,15572,PUERTO BOYACÁ,2006,644.72
2892,17,CALDAS,17662,SAMANÁ,2006,1006.17
2893,17,CALDAS,17867,VICTORIA,2006,39.08
2894,18,CAQUETÁ,18001,FLORENCIA,2006,0.0
2895,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,2006,99.59
2896,19,CAUCA,19050,ARGELIA,2006,0.0
2897,19,CAUCA,19075,BALBOA,2006,0.0
2898,19,CAUCA,19100,BOLÍVAR,2006,0.0
2899,19,CAUCA,19256,EL TAMBO,2006,0.0
2900,19,CAUCA,19397,LA VEGA,2006,0.0
2901,19,CAUCA,19450,MERCADERES,2006,0.0
2902,19,CAUCA,19532,PATÍA,2006,0.0
2903,19,CAUCA,19693,SAN SEBASTIÁN,2006,0.0
2904,19,CAUCA,19701,SANTA ROSA,2006,70.89
2905,19,CAUCA,19760,SOTARA,2006,0.0
2906,23,CÓRDOBA,23068,AYAPEL,2006,0.0
2907,23,CÓRDOBA,23417,LORICA,2006,0.0
2908,23,CÓRDOBA,23466,MONTELÍBANO,2006,1072.11
2909,25,CUNDINAMARCA,25148,CAPARRAPÍ,2006,0.0
2910,25,CUNDINAMARCA,25885,YACOPÍ,2006,40.9
2911,27,CHOCÓ,27745,SIPÍ,2006,0.0
2912,44,LA GUAJIRA,44001,RIOHACHA,2006,0.0
2913,44,LA GUAJIRA,44090,DIBULLA,2006,0.0
2914,47,MAGDALENA,47001,SANTA MARTA,2006,0.0
2915,47,MAGDALENA,47189,CIÉNAGA,2006,0.0
2916,50,META,50001,VILLAVICENCIO,2006,0.0
2917,50,META,50287,FUENTE DE ORO,2006,0.0
2918,50,META,50330,MESETAS,2006,0.0
2919,50,META,50350,LA MACARENA,2006,844.5
2920,50,META,50568,PUERTO GAITÁN,2006,0.0
2921,50,META,50680,SAN CARLOS DE GUAROA,2006,0.0
2922,52,NARIÑO,52001,PASTO,2006,0.0
2923,52,NARIÑO,52079,BARBACOAS,2006,6722.22
2924,52,NARIÑO,52250,EL CHARCO,2006,5933.2
2925,52,NARIÑO,52256,EL ROSARIO,2006,1591.67
2926,52,NARIÑO,52356,IPIALES,2006,660.28
2927,52,NARIÑO,52390,LA TOLA,2006,483.49
2928,52,NARIÑO,52405,LEIVA,2006,247.45
2929,52,NARIÑO,52427,MAGÜÍ,2006,7993.48
2930,52,NARIÑO,52490,OLAYA HERRERA,2006,5715.2
2931,52,NARIÑO,52520,FRANCISCO PIZARRO,2006,1332.49
2932,52,NARIÑO,52612,RICAURTE,2006,84.99
2933,52,NARIÑO,52621,ROBERTO PAYÁN,2006,6054.33
2934,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,2006,14415.58
2935,54,NORTE DE SANTANDER,54003,ÁBREGO,2006,0.0
2936,54,NORTE DE SANTANDER,54250,EL TARRA,2006,314.43
2937,54,NORTE DE SANTANDER,54261,EL ZULIA,2006,0.0
2938,54,NORTE DE SANTANDER,54344,HACARÍ,2006,0.0
2939,54,NORTE DE SANTANDER,54670,SAN CALIXTO,2006,95.67
2940,54,NORTE DE SANTANDER,54720,SARDINATA,2006,405.97
2941,54,NORTE DE SANTANDER,54800,TEORAMA,2006,0.0
2942,54,NORTE DE SANTANDER,54810,TIBÚ,2006,870.67
2943,68,SANTANDER,68081,BARRANCABERMEJA,2006,0.0
2944,68,SANTANDER,68092,BETULIA,2006,0.0
2945,68,SANTANDER,68101,BOLÍVAR,2006,1443.19
2946,68,SANTANDER,68190,CIMITARRA,2006,24.38
2947,68,SANTANDER,68250,EL PEÑÓN,2006,199.81
2948,68,SANTANDER,68271,FLORIÁN,2006,0.0
2949,68,SANTANDER,68385,LANDÁZURI,2006,25.8
2950,68,SANTANDER,68773,SUCRE,2006,342.09
2951,76,VALLE DEL CAUCA,76563,PRADERA,2006,0.0
2952,81,ARAUCA,81065,ARAUQUITA,2006,928.96
2953,81,ARAUCA,81300,FORTUL,2006,259.0
2954,81,ARAUCA,81591,PUERTO RONDÓN,2006,0.0
2955,81,ARAUCA,81736,SARAVENA,2006,150.15
2956,81,ARAUCA,81794,TAME,2006,61.97
2957,86,PUTUMAYO,86001,MOCOA,2006,44.56
2958,86,PUTUMAYO,86320,ORITO,2006,3583.85
2959,86,PUTUMAYO,86568,PUERTO ASÍS,2006,4192.84
2960,86,PUTUMAYO,86757,SAN MIGUEL,2006,3996.93
2961,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,2006,11406.1
2962,5,ANTIOQUIA,5031,AMALFI,2006,569.82
2963,5,ANTIOQUIA,5045,APARTADÓ,2006,0.0
2964,5,ANTIOQUIA,5107,BRICEÑO,2006,165.03
2965,5,ANTIOQUIA,5604,REMEDIOS,2006,0.0
2966,5,ANTIOQUIA,5649,SAN CARLOS,2006,0.0
2967,5,ANTIOQUIA,5670,SAN ROQUE,2006,0.0
2968,13,BOLÍVAR,13006,ACHÍ,2006,0.0
2969,13,BOLÍVAR,13458,MONTECRISTO,2006,68.14
2970,13,BOLÍVAR,13654,SAN JACINTO,2006,0.0
2971,13,BOLÍVAR,13810,TIQUISIO,2006,54.92
2972,15,BOYACÁ,15442,MARIPÍ,2006,24.37
2973,17,CALDAS,17495,NORCASIA,2006,0.0
2974,17,CALDAS,17541,PENSILVANIA,2006,23.2
2975,18,CAQUETÁ,18479,MORELIA,2006,0.0
2976,19,CAUCA,19318,GUAPÍ,2006,141.88
2977,19,CAUCA,19418,LÓPEZ DE MICAY,2006,32.37
2978,19,CAUCA,19473,MORALES,2006,0.0
2979,19,CAUCA,19622,ROSAS,2006,0.0
2980,19,CAUCA,19809,TIMBIQUÍ,2006,434.16
2981,23,CÓRDOBA,23574,PUERTO ESCONDIDO,2006,0.0
2982,23,CÓRDOBA,23807,TIERRALTA,2006,1818.48
2983,27,CHOCÓ,27025,ALTO BAUDÓ,2006,0.0
2984,27,CHOCÓ,27077,BAJO BAUDÓ,2006,0.0
2985,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,2006,0.0
2986,27,CHOCÓ,27361,ISTMINA,2006,0.0
2987,27,CHOCÓ,27430,MEDIO BAUDÓ,2006,0.0
2988,27,CHOCÓ,27491,NÓVITA,2006,0.0
2989,27,CHOCÓ,27600,RÍO QUITO,2006,0.0
2990,50,META,50683,SAN JUAN DE ARAMA,2006,56.49
2991,52,NARIÑO,52083,BELÉN,2006,28.38
2992,52,NARIÑO,52110,BUESACO,2006,288.9
2993,52,NARIÑO,52227,CUMBAL,2006,0.0
2994,52,NARIÑO,52233,CUMBITARA,2006,2610.43
2995,52,NARIÑO,52260,EL TAMBO,2006,0.0
2996,52,NARIÑO,52385,LA LLANADA,2006,0.0
2997,52,NARIÑO,52418,LOS ANDES,2006,214.53
2998,52,NARIÑO,52473,MOSQUERA,2006,1010.52
2999,52,NARIÑO,52540,POLICARPA,2006,1539.4
3000,52,NARIÑO,52678,SAMANIEGO,2006,0.0
3001,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,2006,64.97
3002,52,NARIÑO,52696,SANTA BÁRBARA,2006,2873.03
3003,52,NARIÑO,52786,TAMINANGO,2006,0.0
3004,54,NORTE DE SANTANDER,54128,CÁCHIRA,2006,0.0
3005,54,NORTE DE SANTANDER,54385,LA ESPERANZA,2006,0.0
3006,68,SANTANDER,68255,EL PLAYÓN,2006,0.0
3007,68,SANTANDER,68377,LA BELLEZA,2006,110.83
3008,68,SANTANDER,68573,PUERTO PARRA,2006,0.0
3009,68,SANTANDER,68745,SIMACOTA,2006,0.0
3010,76,VALLE DEL CAUCA,76109,BUENAVENTURA,2006,0.0
3011,5,ANTIOQUIA,5038,ANGOSTURA,2006,0.0
3012,5,ANTIOQUIA,5125,CAICEDO,2006,0.0
3013,5,ANTIOQUIA,5134,CAMPAMENTO,2006,0.0
3014,5,ANTIOQUIA,5172,CHIGORODÓ,2006,0.0
3015,5,ANTIOQUIA,5475,MURINDÓ,2006,0.0
3016,5,ANTIOQUIA,5480,MUTATÁ,2006,0.0
3017,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,2006,0.0
3018,5,ANTIOQUIA,5837,TURBO,2006,0.0
3019,5,ANTIOQUIA,5858,VEGACHÍ,2006,0.0
3020,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,2006,0.0
3021,5,ANTIOQUIA,5885,YALÍ,2006,0.0
3022,5,ANTIOQUIA,5887,YARUMAL,2006,0.0
3023,13,BOLÍVAR,13490,NOROSÍ,2006,0.0
3024,19,CAUCA,19392,LA SIERRA,2006,0.0
3025,23,CÓRDOBA,23001,MONTERÍA,2006,0.0
3026,23,CÓRDOBA,23555,PLANETA RICA,2006,0.0
3027,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,2006,0.0
3028,23,CÓRDOBA,23855,VALENCIA,2006,0.0
3029,25,CUNDINAMARCA,25839,UBALÁ,2006,0.0
3030,27,CHOCÓ,27001,QUIBDÓ,2006,0.0
3031,27,CHOCÓ,27006,ACANDÍ,2006,0.0
3032,27,CHOCÓ,27099,BOJAYÁ,2006,0.0
3033,27,CHOCÓ,27150,CARMEN DEL DARIÉN,2006,0.0
3034,27,CHOCÓ,27160,CÉRTEGUI,2006,0.0
3035,27,CHOCÓ,27205,CONDOTO,2006,0.0
3036,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,2006,0.0
3037,27,CHOCÓ,27425,MEDIO ATRATO,2006,0.0
3038,27,CHOCÓ,27450,MEDIO SAN JUAN,2006,0.0
3039,27,CHOCÓ,27580,RÍO IRÓ,2006,0.0
3040,27,CHOCÓ,27615,RIOSUCIO,2006,0.0
3041,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,2006,0.0
3042,27,CHOCÓ,27787,TADÓ,2006,0.0
3043,27,CHOCÓ,27800,UNGUÍA,2006,0.0
3044,27,CHOCÓ,27810,UNIÓN PANAMERICANA,2006,0.0
3045,52,NARIÑO,52207,CONSACÁ,2006,0.0
3046,52,NARIÑO,52254,EL PEÑOL,2006,0.0
3047,52,NARIÑO,52411,LINARES,2006,0.0
3048,52,NARIÑO,52683,SANDONÁ,2006,0.0
3049,76,VALLE DEL CAUCA,76100,BOLÍVAR,2006,0.0
3050,76,VALLE DEL CAUCA,76126,CALIMA,2006,0.0
3051,76,VALLE DEL CAUCA,76233,DAGUA,2006,0.0
3052,76,VALLE DEL CAUCA,76250,EL DOVIO,2006,0.0
3053,76,VALLE DEL CAUCA,76890,YOTOCO,2006,0.0
3054,86,PUTUMAYO,86755,SAN FRANCISCO,2006,0.0
3055,5,ANTIOQUIA,5120,CÁCERES,2007,2298.05
3056,5,ANTIOQUIA,5361,ITUANGO,2007,65.45
3057,5,ANTIOQUIA,5652,SAN FRANCISCO,2007,0.0
3058,5,ANTIOQUIA,5790,TARAZÁ,2007,9615.96
3059,5,ANTIOQUIA,5854,VALDIVIA,2007,2320.12
3060,18,CAQUETÁ,18029,ALBANIA,2007,0.0
3061,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,2007,0.0
3062,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,2007,0.0
3063,18,CAQUETÁ,18205,CURILLO,2007,2098.15
3064,18,CAQUETÁ,18247,EL DONCELLO,2007,0.0
3065,18,CAQUETÁ,18256,EL PAUJÍL,2007,0.0
3066,18,CAQUETÁ,18410,LA MONTAÑITA,2007,1.74
3067,18,CAQUETÁ,18460,MILÁN,2007,1355.39
3068,18,CAQUETÁ,18592,PUERTO RICO,2007,536.5
3069,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,2007,303.25
3070,18,CAQUETÁ,18756,SOLANO,2007,240.12
3071,18,CAQUETÁ,18785,SOLITA,2007,142.05
3072,18,CAQUETÁ,18860,VALPARAÍSO,2007,339.04
3073,19,CAUCA,19533,PIAMONTE,2007,790.17
3074,23,CÓRDOBA,23580,PUERTO LIBERTADOR,2007,2789.41
3075,50,META,50325,MAPIRIPÁN,2007,2998.4
3076,50,META,50450,PUERTO CONCORDIA,2007,491.96
3077,50,META,50577,PUERTO LLERAS,2007,4702.19
3078,50,META,50590,PUERTO RICO,2007,5346.09
3079,50,META,50689,SAN MARTÍN,2007,0.0
3080,50,META,50711,VISTAHERMOSA,2007,1863.21
3081,86,PUTUMAYO,86569,PUERTO CAICEDO,2007,1378.94
3082,86,PUTUMAYO,86571,PUERTO GUZMÁN,2007,4233.96
3083,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,2007,508.48
3084,86,PUTUMAYO,86885,VILLAGARZÓN,2007,367.38
3085,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2007,4731.92
3086,95,GUAVIARE,95015,CALAMAR,2007,1924.94
3087,95,GUAVIARE,95025,EL RETORNO,2007,4070.99
3088,95,GUAVIARE,95200,MIRAFLORES,2007,222.28
3089,97,VAUPÉS,97161,CARURÚ,2007,0.0
3090,99,VICHADA,99524,LA PRIMAVERA,2007,171.35
3091,99,VICHADA,99773,CUMARIBO,2007,7021.55
3092,5,ANTIOQUIA,5001,MEDELLÍN,2007,0.0
3093,5,ANTIOQUIA,5040,ANORÍ,2007,1947.99
3094,5,ANTIOQUIA,5055,ARGELIA,2007,0.0
3095,5,ANTIOQUIA,5142,CARACOLÍ,2007,0.0
3096,5,ANTIOQUIA,5154,CAUCASIA,2007,438.87
3097,5,ANTIOQUIA,5209,CONCORDIA,2007,0.0
3098,5,ANTIOQUIA,5250,EL BAGRE,2007,4534.54
3099,5,ANTIOQUIA,5483,NARIÑO,2007,0.0
3100,5,ANTIOQUIA,5495,NECHÍ,2007,1817.85
3101,5,ANTIOQUIA,5585,PUERTO NARE,2007,110.93
3102,5,ANTIOQUIA,5591,PUERTO TRIUNFO,2007,306.17
3103,5,ANTIOQUIA,5660,SAN LUIS,2007,106.47
3104,5,ANTIOQUIA,5736,SEGOVIA,2007,1092.24
3105,5,ANTIOQUIA,5756,SONSÓN,2007,141.73
3106,5,ANTIOQUIA,5789,TÁMESIS,2007,0.0
3107,5,ANTIOQUIA,5893,YONDÓ,2007,0.0
3108,5,ANTIOQUIA,5895,ZARAGOZA,2007,2010.51
3109,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2007,0.0
3110,13,BOLÍVAR,13042,ARENAL,2007,170.86
3111,13,BOLÍVAR,13074,BARRANCO DE LOBA,2007,0.0
3112,13,BOLÍVAR,13160,CANTAGALLO,2007,214.72
3113,13,BOLÍVAR,13268,EL PEÑÓN,2007,0.0
3114,13,BOLÍVAR,13442,MARÍA LA BAJA,2007,0.0
3115,13,BOLÍVAR,13473,MORALES,2007,96.67
3116,13,BOLÍVAR,13600,RÍO VIEJO,2007,52.71
3117,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,2007,0.0
3118,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,2007,0.0
3119,13,BOLÍVAR,13670,SAN PABLO,2007,1679.58
3120,13,BOLÍVAR,13683,SANTA ROSA,2007,0.0
3121,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,2007,1443.26
3122,13,BOLÍVAR,13744,SIMITÍ,2007,1126.88
3123,15,BOYACÁ,15480,MUZO,2007,0.0
3124,15,BOYACÁ,15507,OTANCHE,2007,0.0
3125,15,BOYACÁ,15531,PAUNA,2007,0.0
3126,15,BOYACÁ,15572,PUERTO BOYACÁ,2007,0.0
3127,17,CALDAS,17662,SAMANÁ,2007,283.66
3128,17,CALDAS,17867,VICTORIA,2007,0.0
3129,18,CAQUETÁ,18001,FLORENCIA,2007,68.09
3130,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,2007,0.0
3131,19,CAUCA,19050,ARGELIA,2007,868.81
3132,19,CAUCA,19075,BALBOA,2007,634.24
3133,19,CAUCA,19100,BOLÍVAR,2007,87.41
3134,19,CAUCA,19256,EL TAMBO,2007,204.61
3135,19,CAUCA,19397,LA VEGA,2007,24.16
3136,19,CAUCA,19450,MERCADERES,2007,196.78
3137,19,CAUCA,19532,PATÍA,2007,751.3
3138,19,CAUCA,19693,SAN SEBASTIÁN,2007,0.0
3139,19,CAUCA,19701,SANTA ROSA,2007,0.0
3140,19,CAUCA,19760,SOTARA,2007,0.0
3141,23,CÓRDOBA,23068,AYAPEL,2007,0.0
3142,23,CÓRDOBA,23417,LORICA,2007,0.0
3143,23,CÓRDOBA,23466,MONTELÍBANO,2007,2955.07
3144,25,CUNDINAMARCA,25148,CAPARRAPÍ,2007,0.0
3145,25,CUNDINAMARCA,25885,YACOPÍ,2007,0.0
3146,27,CHOCÓ,27745,SIPÍ,2007,0.0
3147,44,LA GUAJIRA,44001,RIOHACHA,2007,0.0
3148,44,LA GUAJIRA,44090,DIBULLA,2007,0.0
3149,47,MAGDALENA,47001,SANTA MARTA,2007,0.0
3150,47,MAGDALENA,47189,CIÉNAGA,2007,0.0
3151,50,META,50001,VILLAVICENCIO,2007,0.0
3152,50,META,50287,FUENTE DE ORO,2007,0.0
3153,50,META,50330,MESETAS,2007,0.0
3154,50,META,50350,LA MACARENA,2007,46.7
3155,50,META,50568,PUERTO GAITÁN,2007,78.21
3156,50,META,50680,SAN CARLOS DE GUAROA,2007,0.0
3157,52,NARIÑO,52001,PASTO,2007,0.0
3158,52,NARIÑO,52079,BARBACOAS,2007,1671.65
3159,52,NARIÑO,52250,EL CHARCO,2007,4256.11
3160,52,NARIÑO,52256,EL ROSARIO,2007,959.04
3161,52,NARIÑO,52356,IPIALES,2007,170.96
3162,52,NARIÑO,52390,LA TOLA,2007,324.1
3163,52,NARIÑO,52405,LEIVA,2007,241.1
3164,52,NARIÑO,52427,MAGÜÍ,2007,5036.73
3165,52,NARIÑO,52490,OLAYA HERRERA,2007,2366.24
3166,52,NARIÑO,52520,FRANCISCO PIZARRO,2007,193.42
3167,52,NARIÑO,52612,RICAURTE,2007,0.0
3168,52,NARIÑO,52621,ROBERTO PAYÁN,2007,3505.34
3169,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,2007,13780.65
3170,54,NORTE DE SANTANDER,54003,ÁBREGO,2007,0.0
3171,54,NORTE DE SANTANDER,54250,EL TARRA,2007,688.17
3172,54,NORTE DE SANTANDER,54261,EL ZULIA,2007,0.0
3173,54,NORTE DE SANTANDER,54344,HACARÍ,2007,0.0
3174,54,NORTE DE SANTANDER,54670,SAN CALIXTO,2007,0.0
3175,54,NORTE DE SANTANDER,54720,SARDINATA,2007,247.28
3176,54,NORTE DE SANTANDER,54800,TEORAMA,2007,293.43
3177,54,NORTE DE SANTANDER,54810,TIBÚ,2007,1454.39
3178,68,SANTANDER,68081,BARRANCABERMEJA,2007,0.0
3179,68,SANTANDER,68092,BETULIA,2007,0.0
3180,68,SANTANDER,68101,BOLÍVAR,2007,1225.19
3181,68,SANTANDER,68190,CIMITARRA,2007,160.05
3182,68,SANTANDER,68250,EL PEÑÓN,2007,0.0
3183,68,SANTANDER,68271,FLORIÁN,2007,0.0
3184,68,SANTANDER,68385,LANDÁZURI,2007,112.75
3185,68,SANTANDER,68773,SUCRE,2007,183.18
3186,76,VALLE DEL CAUCA,76563,PRADERA,2007,0.0
3187,81,ARAUCA,81065,ARAUQUITA,2007,1854.35
3188,81,ARAUCA,81300,FORTUL,2007,403.11
3189,81,ARAUCA,81591,PUERTO RONDÓN,2007,0.0
3190,81,ARAUCA,81736,SARAVENA,2007,300.51
3191,81,ARAUCA,81794,TAME,2007,136.69
3192,86,PUTUMAYO,86001,MOCOA,2007,149.16
3193,86,PUTUMAYO,86320,ORITO,2007,4443.69
3194,86,PUTUMAYO,86568,PUERTO ASÍS,2007,5147.26
3195,86,PUTUMAYO,86757,SAN MIGUEL,2007,544.99
3196,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,2007,9991.92
3197,5,ANTIOQUIA,5031,AMALFI,2007,251.09
3198,5,ANTIOQUIA,5045,APARTADÓ,2007,0.0
3199,5,ANTIOQUIA,5107,BRICEÑO,2007,0.0
3200,5,ANTIOQUIA,5604,REMEDIOS,2007,0.0
3201,5,ANTIOQUIA,5649,SAN CARLOS,2007,0.0
3202,5,ANTIOQUIA,5670,SAN ROQUE,2007,0.0
3203,13,BOLÍVAR,13006,ACHÍ,2007,0.0
3204,13,BOLÍVAR,13458,MONTECRISTO,2007,2265.02
3205,13,BOLÍVAR,13654,SAN JACINTO,2007,0.0
3206,13,BOLÍVAR,13810,TIQUISIO,2007,0.0
