,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría,AÑO,Hectáreas erradicadas
1754,81,ARAUCA,81300,FORTUL,Territorio sin intervenir en los últimos 5 años,2001,0.0
1755,81,ARAUCA,81736,SARAVENA,Territorio sin intervenir en los últimos 5 años,2001,9.0
1756,81,ARAUCA,81794,TAME,Territorio sin intervenir en los últimos 5 años,2001,69.0
1757,86,PUTUMAYO,86001,MOCOA,Territorio con erradicacion intermitente,2001,0.0
1758,86,PUTUMAYO,86320,ORITO,Territorio con erradiacion constante,2001,9.0
1759,86,PUTUMAYO,86568,PUERTO ASÍS,Territorio con erradiacion constante,2001,26.0
1760,86,PUTUMAYO,86569,PUERTO CAICEDO,Territorio con erradiacion constante,2001,0.0
1761,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,Territorio con erradicacion intermitente,2001,4.0
1762,86,PUTUMAYO,86749,SIBUNDOY,Territorio sin intervenir en los últimos 5 años,2001,0.0
1763,86,PUTUMAYO,86755,SAN FRANCISCO,Territorio con erradicacion intermitente,2001,0.0
1764,86,PUTUMAYO,86757,SAN MIGUEL,Territorio con erradiacion constante,2001,0.0
1765,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,Territorio con erradiacion constante,2001,3.0
1766,86,PUTUMAYO,86885,VILLAGARZÓN,Territorio con erradiacion constante,2001,6.0
1767,91,AMAZONAS,91001,LETICIA,Territorio con erradicacion intermitente,2001,0.0
1768,91,AMAZONAS,91263,EL ENCANTO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1769,91,AMAZONAS,91540,PUERTO NARIÑO,Territorio sin intervenir en los últimos 5 años,2001,20.0
1770,94,GUAINÍA,94001,INÍRIDA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1771,94,GUAINÍA,94343,BARRANCO MINAS,Territorio sin intervenir en los últimos 5 años,2001,0.0
1772,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,Territorio con erradiacion constante,2001,145.0
1773,95,GUAVIARE,95025,EL RETORNO,Territorio con erradiacion constante,2001,0.0
1774,97,VAUPÉS,97161,CARURÚ,Territorio con erradicacion intermitente,2001,0.0
1775,99,VICHADA,99001,PUERTO CARREÑO,Territorio con erradicacion intermitente,2001,0.0
1776,99,VICHADA,99524,LA PRIMAVERA,Territorio con erradicacion intermitente,2001,0.0
1777,99,VICHADA,99773,CUMARIBO,Territorio con erradicacion intermitente,2001,117.0
1778,5,ANTIOQUIA,5031,AMALFI,Territorio con erradicacion intermitente,2001,0.0
1779,5,ANTIOQUIA,5045,APARTADÓ,Territorio con erradicacion intermitente,2001,0.0
1780,5,ANTIOQUIA,5093,BETULIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1781,5,ANTIOQUIA,5107,BRICEÑO,Territorio con erradicacion intermitente,2001,0.0
1782,5,ANTIOQUIA,5134,CAMPAMENTO,Territorio con erradicacion intermitente,2001,0.0
1783,5,ANTIOQUIA,5138,CAÑASGORDAS,Territorio sin intervenir en los últimos 5 años,2001,0.0
1784,5,ANTIOQUIA,5142,CARACOLÍ,Territorio con erradicacion intermitente,2001,0.0
1785,5,ANTIOQUIA,5147,CAREPA,Territorio con erradicacion intermitente,2001,0.0
1786,5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,Territorio sin intervenir en los últimos 5 años,2001,0.0
1787,5,ANTIOQUIA,5154,CAUCASIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1788,5,ANTIOQUIA,5197,COCORNÁ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1789,5,ANTIOQUIA,5209,CONCORDIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1790,5,ANTIOQUIA,5234,DABEIBA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1791,5,ANTIOQUIA,5284,FRONTINO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1792,5,ANTIOQUIA,5310,GÓMEZ PLATA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1793,5,ANTIOQUIA,5411,LIBORINA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1794,5,ANTIOQUIA,5425,MACEO,Territorio con erradicacion intermitente,2001,0.0
1795,5,ANTIOQUIA,5480,MUTATÁ,Territorio con erradicacion intermitente,2001,0.0
1796,5,ANTIOQUIA,5501,OLAYA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1797,5,ANTIOQUIA,5543,PEQUE,Territorio sin intervenir en los últimos 5 años,2001,0.0
1798,5,ANTIOQUIA,5576,PUEBLORRICO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1799,5,ANTIOQUIA,5579,PUERTO BERRÍO,Territorio con erradicacion intermitente,2001,0.0
1800,5,ANTIOQUIA,5585,PUERTO NARE,Territorio con erradicacion intermitente,2001,0.0
1801,5,ANTIOQUIA,5591,PUERTO TRIUNFO,Territorio con erradicacion intermitente,2001,0.0
1802,5,ANTIOQUIA,5615,RIONEGRO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1803,5,ANTIOQUIA,5628,SABANALARGA,Territorio con erradicacion intermitente,2001,0.0
1804,5,ANTIOQUIA,5642,SALGAR,Territorio con erradicacion intermitente,2001,0.0
1805,5,ANTIOQUIA,5647,SAN ANDRÉS DE CUERQUÍA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1806,5,ANTIOQUIA,5649,SAN CARLOS,Territorio sin intervenir en los últimos 5 años,2001,0.0
1807,5,ANTIOQUIA,5660,SAN LUIS,Territorio con erradicacion intermitente,2001,0.0
1808,5,ANTIOQUIA,5667,SAN RAFAEL,Territorio sin intervenir en los últimos 5 años,2001,0.0
1809,5,ANTIOQUIA,5670,SAN ROQUE,Territorio sin intervenir en los últimos 5 años,2001,0.0
1810,5,ANTIOQUIA,5819,TOLEDO,Territorio con erradicacion intermitente,2001,0.0
1811,5,ANTIOQUIA,5842,URAMITA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1812,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,Territorio con erradicacion intermitente,2001,0.0
1813,5,ANTIOQUIA,5885,YALÍ,Territorio con erradicacion intermitente,2001,0.0
1814,5,ANTIOQUIA,5887,YARUMAL,Territorio con erradicacion intermitente,2001,0.0
1815,5,ANTIOQUIA,5890,YOLOMBÓ,Territorio con erradicacion intermitente,2001,0.0
1816,8,ATLÁNTICO,8001,BARRANQUILLA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1817,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Territorio sin intervenir en los últimos 5 años,2001,0.0
1818,13,BOLÍVAR,13268,EL PEÑÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1819,13,BOLÍVAR,13473,MORALES,Territorio con erradicacion intermitente,2001,0.0
1820,13,BOLÍVAR,13490,NOROSÍ,Territorio con erradicacion intermitente,2001,0.0
1821,13,BOLÍVAR,13580,REGIDOR,Territorio con erradicacion intermitente,2001,0.0
1822,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Territorio con erradicacion intermitente,2001,0.0
1823,15,BOYACÁ,15104,BOYACÁ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1824,15,BOYACÁ,15106,BRICEÑO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1825,15,BOYACÁ,15183,CHITA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1826,15,BOYACÁ,15212,COPER,Territorio sin intervenir en los últimos 5 años,2001,0.0
1827,15,BOYACÁ,15218,COVARACHÍA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1828,15,BOYACÁ,15236,CHIVOR,Territorio sin intervenir en los últimos 5 años,2001,0.0
1829,15,BOYACÁ,15276,FLORESTA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1830,15,BOYACÁ,15299,GARAGOA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1831,15,BOYACÁ,15401,LA VICTORIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1832,15,BOYACÁ,15425,MACANAL,Territorio sin intervenir en los últimos 5 años,2001,0.0
1833,15,BOYACÁ,15491,NOBSA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1834,15,BOYACÁ,15514,PÁEZ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1835,15,BOYACÁ,15572,PUERTO BOYACÁ,Territorio con erradicacion intermitente,2001,0.0
1836,15,BOYACÁ,15667,SAN LUIS DE GACENO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1837,15,BOYACÁ,15690,SANTA MARÍA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1838,15,BOYACÁ,15810,TIPACOQUE,Territorio sin intervenir en los últimos 5 años,2001,0.0
1839,15,BOYACÁ,15842,ÚMBITA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1840,17,CALDAS,17433,MANZANARES,Territorio sin intervenir en los últimos 5 años,2001,0.0
1841,17,CALDAS,17495,NORCASIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1842,17,CALDAS,17614,RIOSUCIO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1843,17,CALDAS,17665,SAN JOSÉ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1844,17,CALDAS,17867,VICTORIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1845,18,CAQUETÁ,18029,ALBANIA,Territorio con erradicacion intermitente,2001,0.0
1846,18,CAQUETÁ,18205,CURILLO,Territorio con erradicacion intermitente,2001,0.0
1847,18,CAQUETÁ,18247,EL DONCELLO,Territorio con erradicacion intermitente,2001,0.0
1848,18,CAQUETÁ,18256,EL PAUJÍL,Territorio con erradicacion intermitente,2001,0.0
1849,18,CAQUETÁ,18756,SOLANO,Territorio con erradicacion intermitente,2001,0.0
1850,18,CAQUETÁ,18860,VALPARAÍSO,Territorio con erradicacion intermitente,2001,0.0
1851,19,CAUCA,19001,POPAYÁN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1852,19,CAUCA,19022,ALMAGUER,Territorio con erradicacion intermitente,2001,0.0
1853,19,CAUCA,19110,BUENOS AIRES,Territorio con erradicacion intermitente,2001,0.0
1854,19,CAUCA,19130,CAJIBÍO,Territorio con erradicacion intermitente,2001,0.0
1855,19,CAUCA,19137,CALDONO,Territorio con erradicacion intermitente,2001,0.0
1856,19,CAUCA,19290,FLORENCIA,Territorio con erradicacion intermitente,2001,0.0
1857,19,CAUCA,19318,GUAPÍ,Territorio con erradicacion intermitente,2001,0.0
1858,19,CAUCA,19392,LA SIERRA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1859,19,CAUCA,19418,LÓPEZ DE MICAY,Territorio con erradicacion intermitente,2001,0.0
1860,19,CAUCA,19473,MORALES,Territorio con erradicacion intermitente,2001,0.0
1861,19,CAUCA,19513,PADILLA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1862,19,CAUCA,19548,PIENDAMÓ,Territorio con erradicacion intermitente,2001,0.0
1863,19,CAUCA,19622,ROSAS,Territorio con erradicacion intermitente,2001,0.0
1864,19,CAUCA,19693,SAN SEBASTIÁN,Territorio con erradicacion intermitente,2001,0.0
1865,19,CAUCA,19701,SANTA ROSA,Territorio con erradicacion intermitente,2001,0.0
1866,19,CAUCA,19743,SILVIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1867,19,CAUCA,19785,SUCRE,Territorio con erradicacion intermitente,2001,0.0
1868,19,CAUCA,19807,TIMBÍO,Territorio con erradicacion intermitente,2001,0.0
1869,19,CAUCA,19809,TIMBIQUÍ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1870,20,CESAR,20001,VALLEDUPAR,Territorio con erradicacion intermitente,2001,0.0
1871,20,CESAR,20013,AGUSTÍN CODAZZI,Territorio con erradicacion intermitente,2001,0.0
1872,20,CESAR,20238,EL COPEY,Territorio sin intervenir en los últimos 5 años,2001,0.0
1873,20,CESAR,20383,LA GLORIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1874,20,CESAR,20517,PAILITAS,Territorio sin intervenir en los últimos 5 años,2001,0.0
1875,20,CESAR,20614,RÍO DE ORO,Territorio con erradicacion intermitente,2001,0.0
1876,20,CESAR,20621,LA PAZ,Territorio con erradicacion intermitente,2001,0.0
1877,20,CESAR,20710,SAN ALBERTO,Territorio con erradicacion intermitente,2001,0.0
1878,20,CESAR,20750,SAN DIEGO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1879,20,CESAR,20770,SAN MARTÍN,Territorio con erradicacion intermitente,2001,0.0
1880,23,CÓRDOBA,23855,VALENCIA,Territorio con erradicacion intermitente,2001,0.0
1881,25,CUNDINAMARCA,25148,CAPARRAPÍ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1882,25,CUNDINAMARCA,25258,EL PEÑÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1883,25,CUNDINAMARCA,25394,LA PALMA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1884,25,CUNDINAMARCA,25438,MEDINA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1885,25,CUNDINAMARCA,25513,PACHO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1886,25,CUNDINAMARCA,25518,PAIME,Territorio sin intervenir en los últimos 5 años,2001,0.0
1887,25,CUNDINAMARCA,25530,PARATEBUENO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1888,25,CUNDINAMARCA,25572,PUERTO SALGAR,Territorio sin intervenir en los últimos 5 años,2001,0.0
1889,25,CUNDINAMARCA,25862,VERGARA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1890,25,CUNDINAMARCA,25867,VIANÍ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1891,25,CUNDINAMARCA,25871,VILLAGÓMEZ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1892,25,CUNDINAMARCA,25885,YACOPÍ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1893,27,CHOCÓ,27001,QUIBDÓ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1894,27,CHOCÓ,27025,ALTO BAUDÓ,Territorio con erradicacion intermitente,2001,0.0
1895,27,CHOCÓ,27050,ATRATO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1896,27,CHOCÓ,27077,BAJO BAUDÓ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1897,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Territorio con erradicacion intermitente,2001,0.0
1898,27,CHOCÓ,27160,CÉRTEGUI,Territorio sin intervenir en los últimos 5 años,2001,0.0
1899,27,CHOCÓ,27205,CONDOTO,Territorio con erradicacion intermitente,2001,0.0
1900,27,CHOCÓ,27245,EL CARMEN DE ATRATO,Territorio con erradicacion intermitente,2001,0.0
1901,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Territorio con erradicacion intermitente,2001,0.0
1902,27,CHOCÓ,27361,ISTMINA,Territorio con erradicacion intermitente,2001,0.0
1903,27,CHOCÓ,27430,MEDIO BAUDÓ,Territorio con erradicacion intermitente,2001,0.0
1904,27,CHOCÓ,27450,MEDIO SAN JUAN,Territorio con erradicacion intermitente,2001,0.0
1905,27,CHOCÓ,27600,RÍO QUITO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1906,27,CHOCÓ,27745,SIPÍ,Territorio con erradicacion intermitente,2001,0.0
1907,27,CHOCÓ,27787,TADÓ,Territorio con erradicacion intermitente,2001,0.0
1908,27,CHOCÓ,27810,UNIÓN PANAMERICANA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1909,41,HUILA,41001,NEIVA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1910,41,HUILA,41006,ACEVEDO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1911,41,HUILA,41016,AIPE,Territorio sin intervenir en los últimos 5 años,2001,0.0
1912,41,HUILA,41020,ALGECIRAS,Territorio sin intervenir en los últimos 5 años,2001,0.0
1913,41,HUILA,41206,COLOMBIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1914,41,HUILA,41359,ISNOS,Territorio sin intervenir en los últimos 5 años,2001,0.0
1915,41,HUILA,41396,LA PLATA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1916,41,HUILA,41530,PALESTINA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1917,41,HUILA,41551,PITALITO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1918,41,HUILA,41660,SALADOBLANCO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1919,41,HUILA,41770,SUAZA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1920,41,HUILA,41807,TIMANÁ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1921,44,LA GUAJIRA,44001,RIOHACHA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1922,47,MAGDALENA,47288,FUNDACIÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1923,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1924,50,META,50313,GRANADA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1925,50,META,50568,PUERTO GAITÁN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1926,50,META,50573,PUERTO LÓPEZ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1927,50,META,50590,PUERTO RICO,Territorio con erradicacion intermitente,2001,0.0
1928,50,META,50689,SAN MARTÍN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1929,50,META,50711,VISTAHERMOSA,Territorio con erradicacion intermitente,2001,0.0
1930,52,NARIÑO,52036,ANCUYÁ,Territorio con erradicacion intermitente,2001,0.0
1931,52,NARIÑO,52051,ARBOLEDA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1932,52,NARIÑO,52203,COLÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1933,52,NARIÑO,52215,CÓRDOBA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1934,52,NARIÑO,52233,CUMBITARA,Territorio con erradicacion intermitente,2001,0.0
1935,52,NARIÑO,52240,CHACHAGÜÍ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1936,52,NARIÑO,52254,EL PEÑOL,Territorio con erradicacion intermitente,2001,0.0
1937,52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1938,52,NARIÑO,52317,GUACHUCAL,Territorio sin intervenir en los últimos 5 años,2001,0.0
1939,52,NARIÑO,52352,ILES,Territorio sin intervenir en los últimos 5 años,2001,0.0
1940,52,NARIÑO,52356,IPIALES,Territorio con erradiacion constante,2001,0.0
1941,52,NARIÑO,52378,LA CRUZ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1942,52,NARIÑO,52381,LA FLORIDA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1943,52,NARIÑO,52385,LA LLANADA,Territorio con erradicacion intermitente,2001,0.0
1944,52,NARIÑO,52390,LA TOLA,Territorio con erradicacion intermitente,2001,0.0
1945,52,NARIÑO,52399,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1946,52,NARIÑO,52427,MAGÜÍ,Territorio con erradicacion intermitente,2001,0.0
1947,52,NARIÑO,52435,MALLAMA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1948,52,NARIÑO,52473,MOSQUERA,Territorio con erradicacion intermitente,2001,0.0
1949,52,NARIÑO,52490,OLAYA HERRERA,Territorio con erradicacion intermitente,2001,0.0
1950,52,NARIÑO,52506,OSPINA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1951,52,NARIÑO,52520,FRANCISCO PIZARRO,Territorio con erradicacion intermitente,2001,0.0
1952,52,NARIÑO,52560,POTOSÍ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1953,52,NARIÑO,52565,PROVIDENCIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1954,52,NARIÑO,52573,PUERRES,Territorio con erradicacion intermitente,2001,0.0
1955,52,NARIÑO,52612,RICAURTE,Territorio con erradicacion intermitente,2001,0.0
1956,52,NARIÑO,52621,ROBERTO PAYÁN,Territorio con erradicacion intermitente,2001,0.0
1957,52,NARIÑO,52693,SAN PABLO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1958,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1959,52,NARIÑO,52696,SANTA BÁRBARA,Territorio con erradicacion intermitente,2001,0.0
1960,52,NARIÑO,52699,SANTACRUZ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1961,52,NARIÑO,52788,TANGUA,Territorio con erradicacion intermitente,2001,0.0
1962,52,NARIÑO,52838,TÚQUERRES,Territorio sin intervenir en los últimos 5 años,2001,0.0
1963,54,NORTE DE SANTANDER,54001,CÚCUTA,Territorio con erradicacion intermitente,2001,0.0
1964,54,NORTE DE SANTANDER,54051,ARBOLEDAS,Territorio sin intervenir en los últimos 5 años,2001,0.0
1965,54,NORTE DE SANTANDER,54109,BUCARASICA,Territorio con erradicacion intermitente,2001,0.0
1966,54,NORTE DE SANTANDER,54128,CÁCHIRA,Territorio con erradicacion intermitente,2001,0.0
1967,54,NORTE DE SANTANDER,54174,CHITAGÁ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1968,54,NORTE DE SANTANDER,54239,DURANIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1969,54,NORTE DE SANTANDER,54261,EL ZULIA,Territorio con erradicacion intermitente,2001,0.0
1970,54,NORTE DE SANTANDER,54313,GRAMALOTE,Territorio sin intervenir en los últimos 5 años,2001,0.0
1971,54,NORTE DE SANTANDER,54344,HACARÍ,Territorio con erradicacion intermitente,2001,0.0
1972,54,NORTE DE SANTANDER,54377,LABATECA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1973,54,NORTE DE SANTANDER,54398,LA PLAYA,Territorio con erradicacion intermitente,2001,0.0
1974,54,NORTE DE SANTANDER,54418,LOURDES,Territorio sin intervenir en los últimos 5 años,2001,0.0
1975,54,NORTE DE SANTANDER,54498,OCAÑA,Territorio con erradicacion intermitente,2001,0.0
1976,54,NORTE DE SANTANDER,54520,PAMPLONITA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1977,54,NORTE DE SANTANDER,54820,TOLEDO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1978,63,QUINDÍO,63302,GÉNOVA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1979,66,RISARALDA,66572,PUEBLO RICO,Territorio con erradicacion intermitente,2001,0.0
1980,68,SANTANDER,68020,ALBANIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1981,68,SANTANDER,68147,CAPITANEJO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1982,68,SANTANDER,68211,CONTRATACIÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1983,68,SANTANDER,68245,EL GUACAMAYO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1984,68,SANTANDER,68250,EL PEÑÓN,Territorio con erradicacion intermitente,2001,0.0
1985,68,SANTANDER,68397,LA PAZ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1986,68,SANTANDER,68468,MOLAGAVITA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1987,68,SANTANDER,68500,OIBA,Territorio sin intervenir en los últimos 5 años,2001,0.0
1988,68,SANTANDER,68573,PUERTO PARRA,Territorio con erradicacion intermitente,2001,0.0
1989,68,SANTANDER,68655,SABANA DE TORRES,Territorio sin intervenir en los últimos 5 años,2001,0.0
1990,68,SANTANDER,68745,SIMACOTA,Territorio con erradicacion intermitente,2001,0.0
1991,68,SANTANDER,68780,SURATÁ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1992,68,SANTANDER,68861,VÉLEZ,Territorio con erradicacion intermitente,2001,0.0
1993,73,TOLIMA,73001,IBAGUÉ,Territorio sin intervenir en los últimos 5 años,2001,0.0
1994,73,TOLIMA,73055,ARMERO GUAYABAL,Territorio sin intervenir en los últimos 5 años,2001,0.0
1995,73,TOLIMA,73067,ATACO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1996,73,TOLIMA,73168,CHAPARRAL,Territorio con erradicacion intermitente,2001,0.0
1997,73,TOLIMA,73270,FALAN,Territorio sin intervenir en los últimos 5 años,2001,0.0
1998,73,TOLIMA,73283,FRESNO,Territorio sin intervenir en los últimos 5 años,2001,0.0
1999,73,TOLIMA,73520,PALOCABILDO,Territorio sin intervenir en los últimos 5 años,2001,0.0
2000,73,TOLIMA,73555,PLANADAS,Territorio sin intervenir en los últimos 5 años,2001,0.0
2001,73,TOLIMA,73585,PURIFICACIÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
2002,73,TOLIMA,73616,RIOBLANCO,Territorio con erradicacion intermitente,2001,0.0
2003,73,TOLIMA,73624,ROVIRA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2004,73,TOLIMA,73675,SAN ANTONIO,Territorio sin intervenir en los últimos 5 años,2001,0.0
2005,76,VALLE DEL CAUCA,76001,CALI,Territorio sin intervenir en los últimos 5 años,2001,0.0
2006,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2007,76,VALLE DEL CAUCA,76126,CALIMA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2008,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Territorio con erradicacion intermitente,2001,0.0
2009,76,VALLE DEL CAUCA,76670,SAN PEDRO,Territorio sin intervenir en los últimos 5 años,2001,0.0
2010,76,VALLE DEL CAUCA,76834,TULUÁ,Territorio sin intervenir en los últimos 5 años,2001,0.0
2011,81,ARAUCA,81591,PUERTO RONDÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
2012,85,CASANARE,85162,MONTERREY,Territorio sin intervenir en los últimos 5 años,2001,0.0
2013,85,CASANARE,85300,SABANALARGA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2014,85,CASANARE,85315,SÁCAMA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2015,86,PUTUMAYO,86571,PUERTO GUZMÁN,Territorio con erradicacion intermitente,2001,0.0
2016,86,PUTUMAYO,86760,SANTIAGO,Territorio sin intervenir en los últimos 5 años,2001,0.0
2017,91,AMAZONAS,91405,LA CHORRERA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2018,91,AMAZONAS,91407,LA PEDRERA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2019,91,AMAZONAS,91530,PUERTO ALEGRÍA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2020,91,AMAZONAS,91536,PUERTO ARICA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2021,91,AMAZONAS,91798,TARAPACÁ,Territorio con erradicacion intermitente,2001,0.0
2022,95,GUAVIARE,95015,CALAMAR,Territorio con erradicacion intermitente,2001,0.0
2023,95,GUAVIARE,95200,MIRAFLORES,Territorio con erradiacion constante,2001,0.0
2024,99,VICHADA,99624,SANTA ROSALÍA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2025,20,CESAR,20550,PELAYA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2026,5,ANTIOQUIA,5038,ANGOSTURA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2027,5,ANTIOQUIA,5113,BURITICÁ,Territorio sin intervenir en los últimos 5 años,2001,0.0
2028,19,CAUCA,19300,GUACHENÉ,Territorio sin intervenir en los últimos 5 años,2001,0.0
2029,73,TOLIMA,73483,NATAGAIMA,Territorio sin intervenir en los últimos 5 años,2001,0.0
2030,5,ANTIOQUIA,5400,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2001,0.0
2031,20,CESAR,20400,LA JAGUA DE IBIRICO,Territorio sin intervenir en los últimos 5 años,2001,0.0
2032,94,GUAINÍA,94884,PUERTO COLOMBIA,Territorio sin intervenir en los últimos 5 años,2001,0.0
