,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría,AÑO,Hectáreas erradicadas
6026,5,ANTIOQUIA,5615,RIONEGRO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6027,5,ANTIOQUIA,5628,SABANALARGA,Territorio con erradicacion intermitente,2009,0.0
6028,5,ANTIOQUIA,5642,SALGAR,Territorio con erradicacion intermitente,2009,0.0
6029,5,ANTIOQUIA,5647,SAN ANDRÉS DE CUERQUÍA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6030,5,ANTIOQUIA,5649,SAN CARLOS,Territorio sin intervenir en los últimos 5 años,2009,1.5
6031,5,ANTIOQUIA,5660,SAN LUIS,Territorio con erradicacion intermitente,2009,775.83
6032,5,ANTIOQUIA,5667,SAN RAFAEL,Territorio sin intervenir en los últimos 5 años,2009,0.0
6033,5,ANTIOQUIA,5670,SAN ROQUE,Territorio sin intervenir en los últimos 5 años,2009,16.0
6034,5,ANTIOQUIA,5819,TOLEDO,Territorio con erradicacion intermitente,2009,0.0
6035,5,ANTIOQUIA,5842,URAMITA,Territorio sin intervenir en los últimos 5 años,2009,4.0
6036,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,Territorio con erradicacion intermitente,2009,15.0
6037,5,ANTIOQUIA,5885,YALÍ,Territorio con erradicacion intermitente,2009,101.1
6038,5,ANTIOQUIA,5887,YARUMAL,Territorio con erradicacion intermitente,2009,0.0
6039,5,ANTIOQUIA,5890,YOLOMBÓ,Territorio con erradicacion intermitente,2009,25.5
6040,8,ATLÁNTICO,8001,BARRANQUILLA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6041,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Territorio sin intervenir en los últimos 5 años,2009,0.0
6042,13,BOLÍVAR,13268,EL PEÑÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6043,13,BOLÍVAR,13473,MORALES,Territorio con erradicacion intermitente,2009,6.0
6044,13,BOLÍVAR,13490,NOROSÍ,Territorio con erradicacion intermitente,2009,2.0
6045,13,BOLÍVAR,13580,REGIDOR,Territorio con erradicacion intermitente,2009,0.0
6046,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Territorio con erradicacion intermitente,2009,113.42
6047,15,BOYACÁ,15104,BOYACÁ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6048,15,BOYACÁ,15106,BRICEÑO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6049,15,BOYACÁ,15183,CHITA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6050,15,BOYACÁ,15212,COPER,Territorio sin intervenir en los últimos 5 años,2009,0.0
6051,15,BOYACÁ,15218,COVARACHÍA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6052,15,BOYACÁ,15236,CHIVOR,Territorio sin intervenir en los últimos 5 años,2009,0.0
6053,15,BOYACÁ,15276,FLORESTA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6054,15,BOYACÁ,15299,GARAGOA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6055,15,BOYACÁ,15401,LA VICTORIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6056,15,BOYACÁ,15425,MACANAL,Territorio sin intervenir en los últimos 5 años,2009,0.0
6057,15,BOYACÁ,15491,NOBSA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6058,15,BOYACÁ,15514,PÁEZ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6059,15,BOYACÁ,15572,PUERTO BOYACÁ,Territorio con erradicacion intermitente,2009,179.01
6060,15,BOYACÁ,15667,SAN LUIS DE GACENO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6061,15,BOYACÁ,15690,SANTA MARÍA,Territorio sin intervenir en los últimos 5 años,2009,2.09
6062,15,BOYACÁ,15810,TIPACOQUE,Territorio sin intervenir en los últimos 5 años,2009,0.0
6063,15,BOYACÁ,15842,ÚMBITA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6064,17,CALDAS,17433,MANZANARES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6065,17,CALDAS,17495,NORCASIA,Territorio sin intervenir en los últimos 5 años,2009,102.1
6066,17,CALDAS,17614,RIOSUCIO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6067,17,CALDAS,17665,SAN JOSÉ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6068,17,CALDAS,17867,VICTORIA,Territorio sin intervenir en los últimos 5 años,2009,5.0
6069,18,CAQUETÁ,18029,ALBANIA,Territorio con erradicacion intermitente,2009,0.0
6070,18,CAQUETÁ,18205,CURILLO,Territorio con erradicacion intermitente,2009,181.51
6071,18,CAQUETÁ,18247,EL DONCELLO,Territorio con erradicacion intermitente,2009,0.0
6072,18,CAQUETÁ,18256,EL PAUJÍL,Territorio con erradicacion intermitente,2009,39.34
6073,18,CAQUETÁ,18756,SOLANO,Territorio con erradicacion intermitente,2009,3.0
6074,18,CAQUETÁ,18860,VALPARAÍSO,Territorio con erradicacion intermitente,2009,3.87
6075,19,CAUCA,19001,POPAYÁN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6076,19,CAUCA,19022,ALMAGUER,Territorio con erradicacion intermitente,2009,0.0
6077,19,CAUCA,19110,BUENOS AIRES,Territorio con erradicacion intermitente,2009,18.0
6078,19,CAUCA,19130,CAJIBÍO,Territorio con erradicacion intermitente,2009,0.0
6079,19,CAUCA,19137,CALDONO,Territorio con erradicacion intermitente,2009,0.0
6080,19,CAUCA,19290,FLORENCIA,Territorio con erradicacion intermitente,2009,146.6
6081,19,CAUCA,19318,GUAPÍ,Territorio con erradicacion intermitente,2009,123.37
6082,19,CAUCA,19392,LA SIERRA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6083,19,CAUCA,19418,LÓPEZ DE MICAY,Territorio con erradicacion intermitente,2009,0.0
6084,19,CAUCA,19473,MORALES,Territorio con erradicacion intermitente,2009,2.0
6085,19,CAUCA,19513,PADILLA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6086,19,CAUCA,19548,PIENDAMÓ,Territorio con erradicacion intermitente,2009,0.0
6087,19,CAUCA,19622,ROSAS,Territorio con erradicacion intermitente,2009,0.0
6088,19,CAUCA,19693,SAN SEBASTIÁN,Territorio con erradicacion intermitente,2009,2.0
6089,19,CAUCA,19701,SANTA ROSA,Territorio con erradicacion intermitente,2009,4.05
6090,19,CAUCA,19743,SILVIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6091,19,CAUCA,19785,SUCRE,Territorio con erradicacion intermitente,2009,0.0
6092,19,CAUCA,19807,TIMBÍO,Territorio con erradicacion intermitente,2009,1.0
6093,19,CAUCA,19809,TIMBIQUÍ,Territorio sin intervenir en los últimos 5 años,2009,487.59
6094,20,CESAR,20001,VALLEDUPAR,Territorio con erradicacion intermitente,2009,0.0
6095,20,CESAR,20013,AGUSTÍN CODAZZI,Territorio con erradicacion intermitente,2009,1.0
6096,20,CESAR,20238,EL COPEY,Territorio sin intervenir en los últimos 5 años,2009,2.0
6097,20,CESAR,20383,LA GLORIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6098,20,CESAR,20517,PAILITAS,Territorio sin intervenir en los últimos 5 años,2009,0.0
6099,20,CESAR,20614,RÍO DE ORO,Territorio con erradicacion intermitente,2009,0.0
6100,20,CESAR,20621,LA PAZ,Territorio con erradicacion intermitente,2009,0.0
6101,20,CESAR,20710,SAN ALBERTO,Territorio con erradicacion intermitente,2009,42.8
6102,20,CESAR,20750,SAN DIEGO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6103,20,CESAR,20770,SAN MARTÍN,Territorio con erradicacion intermitente,2009,0.0
6104,23,CÓRDOBA,23855,VALENCIA,Territorio con erradicacion intermitente,2009,0.0
6105,25,CUNDINAMARCA,25148,CAPARRAPÍ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6106,25,CUNDINAMARCA,25258,EL PEÑÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6107,25,CUNDINAMARCA,25394,LA PALMA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6108,25,CUNDINAMARCA,25438,MEDINA,Territorio sin intervenir en los últimos 5 años,2009,2.63
6109,25,CUNDINAMARCA,25513,PACHO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6110,25,CUNDINAMARCA,25518,PAIME,Territorio sin intervenir en los últimos 5 años,2009,1.0
6111,25,CUNDINAMARCA,25530,PARATEBUENO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6112,25,CUNDINAMARCA,25572,PUERTO SALGAR,Territorio sin intervenir en los últimos 5 años,2009,14.6
6113,25,CUNDINAMARCA,25862,VERGARA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6114,25,CUNDINAMARCA,25867,VIANÍ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6115,25,CUNDINAMARCA,25871,VILLAGÓMEZ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6116,25,CUNDINAMARCA,25885,YACOPÍ,Territorio sin intervenir en los últimos 5 años,2009,154.36
6117,27,CHOCÓ,27001,QUIBDÓ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6118,27,CHOCÓ,27025,ALTO BAUDÓ,Territorio con erradicacion intermitente,2009,49.09
6119,27,CHOCÓ,27050,ATRATO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6120,27,CHOCÓ,27077,BAJO BAUDÓ,Territorio sin intervenir en los últimos 5 años,2009,39.7
6121,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Territorio con erradicacion intermitente,2009,90.4
6122,27,CHOCÓ,27160,CÉRTEGUI,Territorio sin intervenir en los últimos 5 años,2009,0.0
6123,27,CHOCÓ,27205,CONDOTO,Territorio con erradicacion intermitente,2009,145.54
6124,27,CHOCÓ,27245,EL CARMEN DE ATRATO,Territorio con erradicacion intermitente,2009,2.0
6125,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Territorio con erradicacion intermitente,2009,51.0
6126,27,CHOCÓ,27361,ISTMINA,Territorio con erradicacion intermitente,2009,671.48
6127,27,CHOCÓ,27430,MEDIO BAUDÓ,Territorio con erradicacion intermitente,2009,250.38
6128,27,CHOCÓ,27450,MEDIO SAN JUAN,Territorio con erradicacion intermitente,2009,0.0
6129,27,CHOCÓ,27600,RÍO QUITO,Territorio sin intervenir en los últimos 5 años,2009,22.63
6130,27,CHOCÓ,27745,SIPÍ,Territorio con erradicacion intermitente,2009,0.0
6131,27,CHOCÓ,27787,TADÓ,Territorio con erradicacion intermitente,2009,7.0
6132,27,CHOCÓ,27810,UNIÓN PANAMERICANA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6133,41,HUILA,41001,NEIVA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6134,41,HUILA,41006,ACEVEDO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6135,41,HUILA,41016,AIPE,Territorio sin intervenir en los últimos 5 años,2009,0.0
6136,41,HUILA,41020,ALGECIRAS,Territorio sin intervenir en los últimos 5 años,2009,0.0
6137,41,HUILA,41206,COLOMBIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6138,41,HUILA,41359,ISNOS,Territorio sin intervenir en los últimos 5 años,2009,0.0
6139,41,HUILA,41396,LA PLATA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6140,41,HUILA,41530,PALESTINA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6141,41,HUILA,41551,PITALITO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6142,41,HUILA,41660,SALADOBLANCO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6143,41,HUILA,41770,SUAZA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6144,41,HUILA,41807,TIMANÁ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6145,44,LA GUAJIRA,44001,RIOHACHA,Territorio sin intervenir en los últimos 5 años,2009,1.5
6146,47,MAGDALENA,47288,FUNDACIÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6147,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6148,50,META,50313,GRANADA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6149,50,META,50568,PUERTO GAITÁN,Territorio sin intervenir en los últimos 5 años,2009,869.33
6150,50,META,50573,PUERTO LÓPEZ,Territorio sin intervenir en los últimos 5 años,2009,5.0
6151,50,META,50590,PUERTO RICO,Territorio con erradicacion intermitente,2009,497.55
6152,50,META,50689,SAN MARTÍN,Territorio sin intervenir en los últimos 5 años,2009,19.5
6153,50,META,50711,VISTAHERMOSA,Territorio con erradicacion intermitente,2009,1938.8
6154,52,NARIÑO,52036,ANCUYÁ,Territorio con erradicacion intermitente,2009,0.0
6155,52,NARIÑO,52051,ARBOLEDA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6156,52,NARIÑO,52203,COLÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6157,52,NARIÑO,52215,CÓRDOBA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6158,52,NARIÑO,52233,CUMBITARA,Territorio con erradicacion intermitente,2009,757.88
6159,52,NARIÑO,52240,CHACHAGÜÍ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6160,52,NARIÑO,52254,EL PEÑOL,Territorio con erradicacion intermitente,2009,0.0
6161,52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6162,52,NARIÑO,52317,GUACHUCAL,Territorio sin intervenir en los últimos 5 años,2009,0.0
6163,52,NARIÑO,52352,ILES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6164,52,NARIÑO,52356,IPIALES,Territorio con erradiacion constante,2009,0.0
6165,52,NARIÑO,52378,LA CRUZ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6166,52,NARIÑO,52381,LA FLORIDA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6167,52,NARIÑO,52385,LA LLANADA,Territorio con erradicacion intermitente,2009,0.0
6168,52,NARIÑO,52390,LA TOLA,Territorio con erradicacion intermitente,2009,29.9
6169,52,NARIÑO,52399,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6170,52,NARIÑO,52427,MAGÜÍ,Territorio con erradicacion intermitente,2009,0.0
6171,52,NARIÑO,52435,MALLAMA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6172,52,NARIÑO,52473,MOSQUERA,Territorio con erradicacion intermitente,2009,79.3
6173,52,NARIÑO,52490,OLAYA HERRERA,Territorio con erradicacion intermitente,2009,689.11
6174,52,NARIÑO,52506,OSPINA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6175,52,NARIÑO,52520,FRANCISCO PIZARRO,Territorio con erradicacion intermitente,2009,222.72
6176,52,NARIÑO,52560,POTOSÍ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6177,52,NARIÑO,52565,PROVIDENCIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6178,52,NARIÑO,52573,PUERRES,Territorio con erradicacion intermitente,2009,0.0
6179,52,NARIÑO,52612,RICAURTE,Territorio con erradicacion intermitente,2009,3.0
6180,52,NARIÑO,52621,ROBERTO PAYÁN,Territorio con erradicacion intermitente,2009,699.85
6181,52,NARIÑO,52693,SAN PABLO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6182,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6183,52,NARIÑO,52696,SANTA BÁRBARA,Territorio con erradicacion intermitente,2009,115.0
6184,52,NARIÑO,52699,SANTACRUZ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6185,52,NARIÑO,52788,TANGUA,Territorio con erradicacion intermitente,2009,0.0
6186,52,NARIÑO,52838,TÚQUERRES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6187,54,NORTE DE SANTANDER,54001,CÚCUTA,Territorio con erradicacion intermitente,2009,30.72
6188,54,NORTE DE SANTANDER,54051,ARBOLEDAS,Territorio sin intervenir en los últimos 5 años,2009,1.0
6189,54,NORTE DE SANTANDER,54109,BUCARASICA,Territorio con erradicacion intermitente,2009,4.3
6190,54,NORTE DE SANTANDER,54128,CÁCHIRA,Territorio con erradicacion intermitente,2009,124.31
6191,54,NORTE DE SANTANDER,54174,CHITAGÁ,Territorio sin intervenir en los últimos 5 años,2009,2.5
6192,54,NORTE DE SANTANDER,54239,DURANIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6193,54,NORTE DE SANTANDER,54261,EL ZULIA,Territorio con erradicacion intermitente,2009,0.0
6194,54,NORTE DE SANTANDER,54313,GRAMALOTE,Territorio sin intervenir en los últimos 5 años,2009,0.0
6195,54,NORTE DE SANTANDER,54344,HACARÍ,Territorio con erradicacion intermitente,2009,52.26
6196,54,NORTE DE SANTANDER,54377,LABATECA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6197,54,NORTE DE SANTANDER,54398,LA PLAYA,Territorio con erradicacion intermitente,2009,60.02
6198,54,NORTE DE SANTANDER,54418,LOURDES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6199,54,NORTE DE SANTANDER,54498,OCAÑA,Territorio con erradicacion intermitente,2009,0.0
6200,54,NORTE DE SANTANDER,54520,PAMPLONITA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6201,54,NORTE DE SANTANDER,54820,TOLEDO,Territorio sin intervenir en los últimos 5 años,2009,36.1
6202,63,QUINDÍO,63302,GÉNOVA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6203,66,RISARALDA,66572,PUEBLO RICO,Territorio con erradicacion intermitente,2009,3.5
6204,68,SANTANDER,68020,ALBANIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6205,68,SANTANDER,68147,CAPITANEJO,Territorio sin intervenir en los últimos 5 años,2009,1.3
6206,68,SANTANDER,68211,CONTRATACIÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6207,68,SANTANDER,68245,EL GUACAMAYO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6208,68,SANTANDER,68250,EL PEÑÓN,Territorio con erradicacion intermitente,2009,152.97
6209,68,SANTANDER,68397,LA PAZ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6210,68,SANTANDER,68468,MOLAGAVITA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6211,68,SANTANDER,68500,OIBA,Territorio sin intervenir en los últimos 5 años,2009,3.0
6212,68,SANTANDER,68573,PUERTO PARRA,Territorio con erradicacion intermitente,2009,81.72
6213,68,SANTANDER,68655,SABANA DE TORRES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6214,68,SANTANDER,68745,SIMACOTA,Territorio con erradicacion intermitente,2009,0.0
6215,68,SANTANDER,68780,SURATÁ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6216,68,SANTANDER,68861,VÉLEZ,Territorio con erradicacion intermitente,2009,53.33
6217,73,TOLIMA,73001,IBAGUÉ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6218,73,TOLIMA,73055,ARMERO GUAYABAL,Territorio sin intervenir en los últimos 5 años,2009,0.0
6219,73,TOLIMA,73067,ATACO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6220,73,TOLIMA,73168,CHAPARRAL,Territorio con erradicacion intermitente,2009,0.0
6221,73,TOLIMA,73270,FALAN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6222,73,TOLIMA,73283,FRESNO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6223,73,TOLIMA,73520,PALOCABILDO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6224,73,TOLIMA,73555,PLANADAS,Territorio sin intervenir en los últimos 5 años,2009,0.0
6225,73,TOLIMA,73585,PURIFICACIÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6226,73,TOLIMA,73616,RIOBLANCO,Territorio con erradicacion intermitente,2009,0.0
6227,73,TOLIMA,73624,ROVIRA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6228,73,TOLIMA,73675,SAN ANTONIO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6229,76,VALLE DEL CAUCA,76001,CALI,Territorio sin intervenir en los últimos 5 años,2009,0.0
6230,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6231,76,VALLE DEL CAUCA,76126,CALIMA,Territorio sin intervenir en los últimos 5 años,2009,14.47
6232,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Territorio con erradicacion intermitente,2009,4.6
6233,76,VALLE DEL CAUCA,76670,SAN PEDRO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6234,76,VALLE DEL CAUCA,76834,TULUÁ,Territorio sin intervenir en los últimos 5 años,2009,1.0
6235,81,ARAUCA,81591,PUERTO RONDÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6236,85,CASANARE,85162,MONTERREY,Territorio sin intervenir en los últimos 5 años,2009,1.2
6237,85,CASANARE,85300,SABANALARGA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6238,85,CASANARE,85315,SÁCAMA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6239,86,PUTUMAYO,86571,PUERTO GUZMÁN,Territorio con erradicacion intermitente,2009,40.76
6240,86,PUTUMAYO,86760,SANTIAGO,Territorio sin intervenir en los últimos 5 años,2009,4.32
6241,91,AMAZONAS,91405,LA CHORRERA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6242,91,AMAZONAS,91407,LA PEDRERA,Territorio sin intervenir en los últimos 5 años,2009,11.0
6243,91,AMAZONAS,91530,PUERTO ALEGRÍA,Territorio sin intervenir en los últimos 5 años,2009,146.83
6244,91,AMAZONAS,91536,PUERTO ARICA,Territorio sin intervenir en los últimos 5 años,2009,313.0
6245,91,AMAZONAS,91798,TARAPACÁ,Territorio con erradicacion intermitente,2009,6.5
6246,95,GUAVIARE,95015,CALAMAR,Territorio con erradicacion intermitente,2009,116.7
6247,95,GUAVIARE,95200,MIRAFLORES,Territorio con erradiacion constante,2009,0.0
6248,99,VICHADA,99624,SANTA ROSALÍA,Territorio sin intervenir en los últimos 5 años,2009,12.0
6249,20,CESAR,20550,PELAYA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6250,5,ANTIOQUIA,5038,ANGOSTURA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6251,5,ANTIOQUIA,5113,BURITICÁ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6252,19,CAUCA,19300,GUACHENÉ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6253,73,TOLIMA,73483,NATAGAIMA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6254,5,ANTIOQUIA,5400,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6255,20,CESAR,20400,LA JAGUA DE IBIRICO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6256,94,GUAINÍA,94884,PUERTO COLOMBIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6257,76,VALLE DEL CAUCA,76400,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6258,73,TOLIMA,73217,COYAIMA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6259,25,CUNDINAMARCA,25398,LA PEÑA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6260,85,CASANARE,85410,TAURAMENA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6261,20,CESAR,20228,CURUMANÍ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6262,27,CHOCÓ,27425,MEDIO ATRATO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6263,68,SANTANDER,68502,ONZAGA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6264,73,TOLIMA,73622,RONCESVALLES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6265,50,META,50270,EL DORADO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6266,68,SANTANDER,68307,GIRÓN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6267,44,LA GUAJIRA,44078,BARRANCAS,Territorio sin intervenir en los últimos 5 años,2009,0.0
6268,76,VALLE DEL CAUCA,76863,VERSALLES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6269,13,BOLÍVAR,13430,MAGANGUÉ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6270,27,CHOCÓ,27150,CARMEN DEL DARIÉN,Territorio con erradicacion intermitente,2009,0.0
6271,27,CHOCÓ,27800,UNGUÍA,Territorio con erradiacion constante,2009,0.0
6272,66,RISARALDA,66456,MISTRATÓ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6273,73,TOLIMA,73226,CUNDAY,Territorio sin intervenir en los últimos 5 años,2009,0.0
6274,25,CUNDINAMARCA,25019,ALBÁN,Territorio sin intervenir en los últimos 5 años,2009,0.0
6275,20,CESAR,20178,CHIRIGUANÁ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6276,5,ANTIOQUIA,5697,EL SANTUARIO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6277,94,GUAINÍA,94663,MAPIRIPANA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6278,25,CUNDINAMARCA,25815,TOCAIMA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6279,97,VAUPÉS,97001,MITÚ,Territorio con erradicacion intermitente,2009,0.0
6280,19,CAUCA,19364,JAMBALÓ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6281,68,SANTANDER,68013,AGUADA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6282,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Territorio con erradicacion intermitente,2009,0.0
6283,5,ANTIOQUIA,5380,LA ESTRELLA,Territorio con erradicacion intermitente,2009,0.0
6284,25,CUNDINAMARCA,25580,PULÍ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6285,25,CUNDINAMARCA,25402,LA VEGA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6286,73,TOLIMA,73686,SANTA ISABEL,Territorio sin intervenir en los últimos 5 años,2009,0.0
6287,20,CESAR,20443,MANAURE BALCÓN DEL CESAR,Territorio con erradicacion intermitente,2009,0.0
6288,25,CUNDINAMARCA,25875,VILLETA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6289,25,CUNDINAMARCA,25489,NIMAIMA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6290,52,NARIÑO,52110,BUESACO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6291,44,LA GUAJIRA,44847,URIBIA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6292,68,SANTANDER,68575,PUERTO WILCHES,Territorio sin intervenir en los últimos 5 años,2009,0.0
6293,20,CESAR,20570,PUEBLO BELLO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6294,47,MAGDALENA,47053,ARACATACA,Territorio con erradicacion intermitente,2009,0.0
6295,25,CUNDINAMARCA,25653,SAN CAYETANO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6296,23,CÓRDOBA,23555,PLANETA RICA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6297,27,CHOCÓ,27580,RÍO IRÓ,Territorio sin intervenir en los últimos 5 años,2009,0.0
6298,5,ANTIOQUIA,5313,GRANADA,Territorio sin intervenir en los últimos 5 años,2009,0.0
6299,27,CHOCÓ,27075,BAHÍA SOLANO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6300,73,TOLIMA,73347,HERVEO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6301,5,ANTIOQUIA,5847,URRAO,Territorio sin intervenir en los últimos 5 años,2009,0.0
6302,5,ANTIOQUIA,5079,BARBOSA,Territorio sin intervenir en los últimos 5 años,2009,0.0
