,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Ingreso tributario
1446,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2005,2265.0,4621.55
1447,52,NARIÑO,SAMANIEGO,Cultivo permanente,2005,7.0,12239.16
1448,52,NARIÑO,SAN PABLO,Cultivo abandonado,2005,0.0,7759.38
1449,52,NARIÑO,SANDONÁ,Cultivo intermintente,2005,15.0,6721.23
1450,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2005,213.0,5426.57
1451,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2005,0.0,4476.95
1452,52,NARIÑO,TUMACO,Cultivo permanente,2005,4004.0,63081.8
1453,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2005,0.0,4601.03
1454,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2005,0.0,2697.75
1455,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2005,0.0,3307.73
1456,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2005,15.0,4205.95
1457,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2005,0.0,235523.47
1458,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2005,0.0,5140.84
1459,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2005,219.0,3998.03
1460,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2005,0.0,6302.48
1461,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2005,30.0,3729.77
1462,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2005,0.0,4032.65
1463,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2005,0.0,4172.33
1464,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2005,0.0,2199.09
1465,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2005,0.0,18308.29
1466,54,NORTE DE SANTANDER,SAN CALIXTO,Cultivo permanente,2005,25.0,3930.25
1467,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2005,47.0,5136.05
1468,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2005,84.0,4062.16
1469,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2005,424.0,11201.77
1470,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2005,0.0,4744.52
1471,86,PUTUMAYO,MOCOA,Cultivo permanente,2005,69.0,9715.46
1472,86,PUTUMAYO,ORITO,Cultivo permanente,2005,523.0,12691.12
1473,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2005,1414.0,15002.39
1474,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2005,330.0,5704.47
1475,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2005,1928.0,9285.67
1476,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2005,2546.0,6855.07
1477,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2005,661.0,15212.4
1478,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2005,3.0,4841.42
1479,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2005,1033.0,10746.45
1480,86,PUTUMAYO,VILLAGARZÓN,Cultivo permanente,2005,456.0,7264.15
1481,68,SANTANDER,ALBANIA,Cultivo abandonado,2005,0.0,2218.02
1482,68,SANTANDER,BETULIA,Cultivo abandonado,2005,54.0,2844.77
1483,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2005,393.0,4016.21
1484,68,SANTANDER,CHIMA,Cultivo abandonado,2005,0.0,2173.68
1485,68,SANTANDER,CIMITARRA,Cultivo intermintente,2005,84.0,15695.91
1486,68,SANTANDER,CONFINES,Cultivo abandonado,2005,0.0,2658.49
1487,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2005,0.0,1538.1
1488,68,SANTANDER,EL CARMEN,Cultivo intermintente,2005,3.0,5705.79
1489,68,SANTANDER,EL PEÑÓN,Cultivo intermintente,2005,21.0,3052.42
1490,68,SANTANDER,EL PLAYÓN,Cultivo abandonado,2005,0.0,3625.32
1491,68,SANTANDER,FLORIÁN,Cultivo abandonado,2005,0.0,4591.64
1492,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2005,0.0,2191.21
1493,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2005,0.0,2273.57
1494,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2005,73.0,3318.54
1495,68,SANTANDER,LA PAZ,Cultivo abandonado,2005,0.0,3152.63
1496,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2005,77.0,8387.92
1497,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2005,0.0,1875.47
1498,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2005,28.0,4476.49
1499,68,SANTANDER,RIONEGRO,Cultivo intermintente,2005,0.0,10557.52
1500,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2005,0.0,20049.31
1501,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2005,27.0,13827.32
1502,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2005,2.0,2679.62
1503,68,SANTANDER,SIMACOTA,Cultivo intermintente,2005,1.0,4845.77
1504,68,SANTANDER,SOCORRO,Cultivo abandonado,2005,0.0,8743.71
1505,68,SANTANDER,SUCRE,Cultivo abandonado,2005,199.0,3459.04
1506,68,SANTANDER,VÉLEZ,Cultivo abandonado,2005,19.0,5396.33
1507,76,VALLE DEL CAUCA,BOLÍVAR,Cultivo permanente,2005,18.0,4055.88
1508,76,VALLE DEL CAUCA,BUENAVENTURA,Cultivo permanente,2005,10.0,145516.51
1509,76,VALLE DEL CAUCA,CALI,Cultivo abandonado,2005,0.0,973098.27
1510,76,VALLE DEL CAUCA,CALIMA ,Cultivo permanente,2005,0.0,5733.74
1511,76,VALLE DEL CAUCA,DAGUA,Cultivo permanente,2005,0.0,7973.32
1512,76,VALLE DEL CAUCA,JAMUNDÍ,Cultivo intermintente,2005,0.0,23464.49
1513,76,VALLE DEL CAUCA,TULUÁ,Cultivo intermintente,2005,0.0,68522.54
1514,97,VAUPÉS,CARURÚ,Cultivo permanente,2005,386.0,5683.43
1515,97,VAUPÉS,MITÚ,Cultivo abandonado,2005,262.0,11249.96
1516,97,VAUPÉS,TARAIRA,Cultivo abandonado,2005,0.0,2800.13
1517,99,VICHADA,CUMARIBO,Cultivo permanente,2005,7599.0,9299.82
1518,99,VICHADA,LA PRIMAVERA,Cultivo abandonado,2005,227.0,4752.42
1519,99,VICHADA,SANTA ROSALÍA,Cultivo abandonado,2005,0.0,3701.84
1520,5,ANTIOQUIA,AMALFI,Cultivo permanente,2006,342.0,10081.69
1521,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2006,836.0,8262.58
1522,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2006,0.0,29160.3
1523,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2006,15.0,3709.21
1524,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2006,44.0,4977.22
1525,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2006,579.0,13383.33
1526,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2006,9.0,4919.43
1527,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2006,1.0,3286.34
1528,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2006,0.0,13012.78
1529,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2006,0.0,11763.07
1530,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2006,12.0,27614.7
1531,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2006,0.0,14541.07
1532,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2006,0.0,5810.16
1533,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2006,0.0,8124.38
1534,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2006,463.0,18751.61
1535,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2006,0.0,10620.4
1536,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2006,0.0,5981.39
1537,5,ANTIOQUIA,ITUANGO,Cultivo permanente,2006,76.0,11361.2
1538,5,ANTIOQUIA,MACEO,Cultivo abandonado,2006,0.0,7816.8
1539,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2006,0.0,5766.4
1540,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2006,0.0,7350.48
1541,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2006,94.0,4812.31
1542,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2006,335.0,8297.33
1543,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2006,0.0,16505.58
1544,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2006,0.0,16822.83
1545,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2006,35.0,17745.25
1546,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2006,1.0,8425.52
1547,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2006,265.0,14404.52
1548,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2006,0.0,5422.89
1549,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2006,38.0,12676.12
1550,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2006,137.0,4183.36
1551,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2006,197.0,5594.73
1552,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2006,0.0,11432.17
1553,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2006,2.0,9010.03
1554,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2006,0.0,7495.35
1555,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2006,0.0,13521.64
1556,5,ANTIOQUIA,SEGOVIA,Cultivo permanente,2006,604.0,13322.45
1557,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2006,84.0,12424.4
1558,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2006,1105.0,12445.82
1559,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2006,0.0,4456.65
1560,5,ANTIOQUIA,TURBO,Cultivo permanente,2006,0.0,69890.98
1561,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2006,0.0,5069.76
1562,5,ANTIOQUIA,URRAO,Cultivo abandonado,2006,1.0,11075.07
1563,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2006,426.0,7126.37
1564,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2006,25.0,5699.4
1565,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2006,0.0,4319.6
1566,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2006,0.0,3733.3
1567,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2006,17.0,15630.37
1568,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2006,0.0,6475.65
1569,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2006,13.0,25885.33
1570,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2006,400.0,10075.47
1571,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2006,775.0,28231.47
1572,81,ARAUCA,FORTUL,Cultivo abandonado,2006,158.0,7720.21
1573,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2006,50.0,6223.48
1574,81,ARAUCA,SARAVENA,Cultivo abandonado,2006,126.0,20280.86
1575,81,ARAUCA,TAME,Cultivo abandonado,2006,197.0,17531.63
1576,13,BOLÍVAR,ACHÍ,Cultivo permanente,2006,0.0,6881.37
1577,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2006,18.0,4522.38
1578,13,BOLÍVAR,ARENAL,Cultivo permanente,2006,67.0,4043.74
1579,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2006,29.0,4921.54
1580,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2006,127.0,23317.02
1581,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2006,0.0,4315.33
1582,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2006,237.0,4699.62
1583,13,BOLÍVAR,MORALES,Cultivo permanente,2006,152.0,6469.87
1584,13,BOLÍVAR,NOROSI,Cultivo permanente,2006,0.0,
1585,13,BOLÍVAR,RIOVIEJO,Cultivo permanente,2006,178.0,7962.38
1586,13,BOLÍVAR,SAN JACINTO DEL CAUCA,Cultivo permanente,2006,82.0,4435.67
1587,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2006,67.0,5725.93
1588,13,BOLÍVAR,SAN PABLO,Cultivo permanente,2006,334.0,9258.63
1589,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2006,810.0,10423.53
1590,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2006,174.0,6374.46
1591,13,BOLÍVAR,TIQUISIO ,Cultivo permanente,2006,107.0,5652.59
1592,15,BOYACÁ,COPER,Cultivo abandonado,2006,1.0,3901.12
1593,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2006,0.0,4557.87
1594,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2006,0.0,3472.09
1595,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2006,4.0,4776.71
1596,15,BOYACÁ,MUZO,Cultivo abandonado,2006,13.0,4864.98
1597,15,BOYACÁ,OTANCHE,Cultivo intermintente,2006,142.0,6285.17
1598,15,BOYACÁ,PAUNA,Cultivo abandonado,2006,54.0,4820.26
1599,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2006,197.0,46758.23
1600,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2006,6.0,5423.56
1601,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2006,20.0,3688.73
1602,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2006,0.0,3469.82
1603,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2006,4.0,2176.64
1604,17,CALDAS,MANZANARES,Cultivo abandonado,2006,0.0,7162.02
1605,17,CALDAS,NORCASIA,Cultivo abandonado,2006,51.0,3457.36
1606,17,CALDAS,PENSILVANIA,Cultivo abandonado,2006,14.0,7129.2
1607,17,CALDAS,SAMANÁ,Cultivo abandonado,2006,380.0,10670.53
1608,17,CALDAS,VICTORIA,Cultivo abandonado,2006,16.0,4993.51
1609,18,CAQUETÁ,ALBANIA,Cultivo permanente,2006,106.0,3551.78
1610,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2006,132.0,2490.78
1611,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2006,1674.0,6976.37
1612,18,CAQUETÁ,CURILLO,Cultivo permanente,2006,265.0,4757.82
1613,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2006,52.0,5350.0
1614,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2006,32.0,4762.25
1615,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2006,4.0,73513.17
1616,18,CAQUETÁ,MILÁN,Cultivo permanente,2006,414.0,5260.15
1617,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2006,292.0,6841.27
1618,18,CAQUETÁ,MORELIA,Cultivo intermintente,2006,18.0,2619.63
1619,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2006,143.0,9573.02
1620,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2006,245.0,6245.17
1621,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2006,332.0,13972.12
1622,18,CAQUETÁ,SOLANO,Cultivo permanente,2006,808.0,5135.25
1623,18,CAQUETÁ,SOLITA,Cultivo permanente,2006,214.0,3682.79
1624,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2006,236.0,5718.19
1625,19,CAUCA,ALMAGUER,Cultivo abandonado,2006,0.0,4731.32
1626,19,CAUCA,ARGELIA,Cultivo permanente,2006,161.0,7422.58
1627,19,CAUCA,BALBOA,Cultivo permanente,2006,91.0,5484.87
1628,19,CAUCA,BOLÍVAR,Cultivo permanente,2006,21.0,13871.69
1629,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2006,0.0,3876.88
1630,19,CAUCA,CAJIBÍO,Cultivo intermintente,2006,0.0,7250.77
1631,19,CAUCA,CALDONO,Cultivo emergente,2006,0.0,7557.85
1632,19,CAUCA,CALOTO,Cultivo intermintente,2006,0.0,16224.38
1633,19,CAUCA,CORINTO,Cultivo intermintente,2006,0.0,6324.49
1634,19,CAUCA,EL TAMBO,Cultivo permanente,2006,307.0,10209.96
1635,19,CAUCA,FLORENCIA,Cultivo abandonado,2006,8.0,2371.59
1636,19,CAUCA,GUAPI,Cultivo permanente,2006,121.0,6793.79
1637,19,CAUCA,JAMBALÓ,Cultivo emergente,2006,0.0,5283.27
1638,19,CAUCA,LA SIERRA,Cultivo abandonado,2006,0.0,6999.9
1639,19,CAUCA,LA VEGA,Cultivo abandonado,2006,8.0,6604.89
1640,19,CAUCA,LÓPEZ,Cultivo permanente,2006,79.0,4400.48
1641,19,CAUCA,MERCADERES,Cultivo intermintente,2006,31.0,4897.9
1642,19,CAUCA,MIRANDA,Cultivo intermintente,2006,0.0,9892.8
1643,19,CAUCA,MORALES,Cultivo permanente,2006,10.0,8364.24
1644,19,CAUCA,PATÍA  ,Cultivo permanente,2006,83.0,9317.6
1645,19,CAUCA,PIAMONTE,Cultivo permanente,2006,594.0,9176.93
1646,19,CAUCA,PIENDAMÓ,Cultivo emergente,2006,0.0,7600.83
1647,19,CAUCA,ROSAS,Cultivo intermintente,2006,0.0,3111.6
1648,19,CAUCA,SANTA ROSA,Cultivo intermintente,2006,135.0,3814.92
1649,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2006,0.0,19987.79
1650,19,CAUCA,SOTARÁ ,Cultivo abandonado,2006,0.0,4938.54
1651,19,CAUCA,SUÁREZ,Cultivo permanente,2006,0.0,6479.69
1652,19,CAUCA,SUCRE,Cultivo permanente,2006,0.0,3467.88
1653,19,CAUCA,TIMBÍO,Cultivo intermintente,2006,3.0,7648.45
1654,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2006,453.0,8356.06
1655,19,CAUCA,TORIBÍO,Cultivo intermintente,2006,0.0,6332.83
1656,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2006,0.0,12353.5
1657,20,CESAR,GONZÁLEZ,Cultivo permanente,2006,0.0,3670.88
1658,20,CESAR,PAILITAS,Cultivo abandonado,2006,0.0,7208.11
1659,20,CESAR,SAN ALBERTO,Cultivo intermintente,2006,0.0,8258.87
1660,20,CESAR,SAN MARTÍN,Cultivo intermintente,2006,0.0,8523.84
1661,27,CHOCÓ,ACANDÍ,Cultivo permanente,2006,0.0,3274.77
1662,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2006,7.0,5940.05
1663,27,CHOCÓ,ATRATO ,Cultivo intermintente,2006,0.0,3734.94
1664,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2006,0.0,4516.97
1665,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2006,82.0,5210.18
1666,27,CHOCÓ,BOJAYÁ ,Cultivo abandonado,2006,0.0,4629.49
1667,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2006,0.0,4194.53
1668,27,CHOCÓ,CONDOTO,Cultivo permanente,2006,0.0,6926.04
1669,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2006,0.0,3448.7
1670,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2006,3.0,4386.68
1671,27,CHOCÓ,ISTMINA,Cultivo permanente,2006,210.0,6761.33
1672,27,CHOCÓ,JURADÓ,Cultivo abandonado,2006,0.0,0.0
1673,27,CHOCÓ,LLORÓ,Cultivo intermintente,2006,0.0,4670.71
1674,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2006,0.0,4957.96
1675,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2006,24.0,4752.09
1676,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2006,0.0,3701.98
1677,27,CHOCÓ,NÓVITA,Cultivo permanente,2006,237.0,4267.66
1678,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2006,2.0,2843.19
1679,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2006,3.0,29340.12
1680,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2006,0.0,3809.31
1681,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2006,0.0,3741.32
1682,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2006,0.0,7449.76
1683,27,CHOCÓ,SAN JOSÉ DEL PALMAR,Cultivo permanente,2006,0.0,4694.15
1684,27,CHOCÓ,SIPÍ,Cultivo permanente,2006,248.0,6150.73
1685,27,CHOCÓ,TADÓ,Cultivo abandonado,2006,0.0,4751.46
1686,27,CHOCÓ,UNGUÍA,Cultivo permanente,2006,0.0,3948.62
1687,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2006,0.0,4332.16
1688,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2006,0.0,12249.33
1689,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2006,376.0,38491.41
1690,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2006,447.0,8668.93
1691,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2006,0.0,
1692,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2006,389.0,23426.41
1693,23,CÓRDOBA,VALENCIA,Cultivo permanente,2006,4.0,10625.98
1694,25,CUNDINAMARCA,CAPARRAPÍ,Cultivo abandonado,2006,3.0,4435.71
1695,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2006,2.0,4097.47
1696,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2006,2.0,2386.3
1697,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2006,113.0,5946.64
1698,94,GUAINÍA,BARRANCO MINA ,Cultivo abandonado,2006,362.0,
1699,94,GUAINÍA,INIRIDA,Cultivo abandonado,2006,186.0,14915.54
1700,95,GUAVIARE,CALAMAR,Cultivo permanente,2006,1497.0,6558.96
1701,95,GUAVIARE,EL RETORNO,Cultivo permanente,2006,2799.0,8927.18
1702,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2006,1382.0,6187.11
1703,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2006,3799.0,19712.25
1704,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2006,166.0,9247.13
1705,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2006,0.0,30898.3
1706,47,MAGDALENA,ARACATACA,Cultivo abandonado,2006,0.0,9234.13
1707,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2006,13.0,62519.85
1708,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2006,0.0,13092.97
1709,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2006,258.0,175263.92
1710,50,META,LA MACARENA,Cultivo permanente,2006,574.0,4955.26
1711,50,META,LEJANÍAS,Cultivo abandonado,2006,0.0,4787.17
1712,50,META,MAPIRIPÁN,Cultivo permanente,2006,3311.0,5885.71
1713,50,META,MESETAS,Cultivo intermintente,2006,67.0,5140.8
1714,50,META,PUERTO CONCORDIA,Cultivo permanente,2006,439.0,5896.13
1715,50,META,PUERTO GAITÁN,Cultivo abandonado,2006,214.0,44472.89
1716,50,META,PUERTO LLERAS,Cultivo intermintente,2006,578.0,6751.23
1717,50,META,PUERTO LÓPEZ,Cultivo abandonado,2006,0.0,21950.94
1718,50,META,PUERTO RICO,Cultivo permanente,2006,3519.0,10050.71
1719,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2006,17.0,4828.1
1720,50,META,SAN MARTÍN,Cultivo abandonado,2006,23.0,11084.97
1721,50,META,URIBE,Cultivo intermintente,2006,32.0,4707.67
1722,50,META,VISTAHERMOSA,Cultivo permanente,2006,2289.0,7283.75
1723,52,NARIÑO,ANCUYA,Cultivo intermintente,2006,0.0,3182.84
1724,52,NARIÑO,BARBACOAS,Cultivo permanente,2006,1460.0,9357.32
1725,52,NARIÑO,BUESACO,Cultivo abandonado,2006,0.0,7039.51
1726,52,NARIÑO,CONSACÁ,Cultivo abandonado,2006,0.0,4732.57
1727,52,NARIÑO,CONTADERO,Cultivo abandonado,2006,0.0,4299.28
1728,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2006,0.0,4478.17
1729,52,NARIÑO,CUMBAL,Cultivo abandonado,2006,2.0,10171.38
1730,52,NARIÑO,CUMBITARA,Cultivo permanente,2006,483.0,4396.7
1731,52,NARIÑO,EL CHARCO,Cultivo permanente,2006,741.0,8812.64
1732,52,NARIÑO,EL PEÑOL,Cultivo permanente,2006,0.0,2558.51
1733,52,NARIÑO,EL ROSARIO,Cultivo permanente,2006,372.0,6869.01
1734,52,NARIÑO,EL TAMBO,Cultivo permanente,2006,0.0,8891.59
1735,52,NARIÑO,FRANCISCO PIZARRO ,Cultivo permanente,2006,192.0,4227.03
1736,52,NARIÑO,IPIALES,Cultivo permanente,2006,357.0,32385.13
1737,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2006,0.0,9896.35
1738,52,NARIÑO,LA LLANADA,Cultivo permanente,2006,4.0,4595.6
1739,52,NARIÑO,LA TOLA,Cultivo permanente,2006,75.0,4428.0
1740,52,NARIÑO,LEIVA,Cultivo permanente,2006,0.0,4957.6
1741,52,NARIÑO,LINARES,Cultivo permanente,2006,0.0,5900.93
1742,52,NARIÑO,LOS ANDES ,Cultivo permanente,2006,1.0,7088.26
1743,52,NARIÑO,MAGÜÍ ,Cultivo permanente,2006,1002.0,3652.14
1744,52,NARIÑO,MALLAMA ,Cultivo intermintente,2006,0.0,4276.6
1745,52,NARIÑO,MOSQUERA,Cultivo permanente,2006,34.0,3498.59
1746,52,NARIÑO,OLAYA HERRERA ,Cultivo permanente,2006,870.0,10027.21
1747,52,NARIÑO,POLICARPA,Cultivo permanente,2006,545.0,5260.27
1748,52,NARIÑO,PUERRES,Cultivo abandonado,2006,0.0,4808.82
1749,52,NARIÑO,RICAURTE,Cultivo permanente,2006,52.0,9398.02
1750,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2006,1011.0,6230.15
1751,52,NARIÑO,SAMANIEGO,Cultivo permanente,2006,46.0,14350.71
1752,52,NARIÑO,SAN PABLO,Cultivo abandonado,2006,1.0,6574.88
1753,52,NARIÑO,SANDONÁ,Cultivo intermintente,2006,11.0,5450.18
1754,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2006,1303.0,4799.14
1755,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2006,0.0,4043.69
1756,52,NARIÑO,TUMACO,Cultivo permanente,2006,7045.0,75034.81
1757,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2006,0.0,4443.02
1758,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2006,3.0,2833.63
1759,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2006,0.0,3498.34
1760,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2006,15.0,5015.92
1761,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2006,0.0,272057.73
1762,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2006,5.0,5327.79
