,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Ingreso tributario
3699,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2013,44.0,63355.46
3700,81,ARAUCA,FORTUL,Cultivo abandonado,2013,3.0,22978.99
3701,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2013,1.0,15372.19
3702,81,ARAUCA,SARAVENA,Cultivo abandonado,2013,4.0,48202.3
3703,81,ARAUCA,TAME,Cultivo abandonado,2013,17.0,44982.1
3704,13,BOLÍVAR,ACHÍ,Cultivo permanente,2013,1.0,21489.84
3705,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2013,0.0,10530.7
3706,13,BOLÍVAR,ARENAL,Cultivo permanente,2013,16.0,10116.78
3707,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2013,0.0,16462.2
3708,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2013,57.0,26153.33
3709,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2013,0.0,9738.21
3710,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2013,163.0,17438.83
3711,13,BOLÍVAR,MORALES,Cultivo permanente,2013,19.0,24488.62
3712,13,BOLÍVAR,NOROSI,Cultivo permanente,2013,14.0,8980.71
3713,13,BOLÍVAR,RIOVIEJO,Cultivo permanente,2013,9.0,13100.25
3714,13,BOLÍVAR,SAN JACINTO DEL CAUCA,Cultivo permanente,2013,18.0,11904.21
3715,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2013,0.0,18021.87
3716,13,BOLÍVAR,SAN PABLO,Cultivo permanente,2013,225.0,22301.53
3717,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2013,336.0,28837.57
3718,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2013,54.0,18497.31
3719,13,BOLÍVAR,TIQUISIO ,Cultivo permanente,2013,13.0,18339.11
3720,15,BOYACÁ,COPER,Cultivo abandonado,2013,0.0,5256.13
3721,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2013,0.0,7730.64
3722,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2013,0.0,3014.01
3723,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2013,0.0,9613.15
3724,15,BOYACÁ,MUZO,Cultivo abandonado,2013,0.0,10119.81
3725,15,BOYACÁ,OTANCHE,Cultivo intermintente,2013,6.0,12993.49
3726,15,BOYACÁ,PAUNA,Cultivo abandonado,2013,3.0,11230.48
3727,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2013,8.0,93834.26
3728,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2013,0.0,8465.57
3729,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2013,0.0,8842.45
3730,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2013,0.0,5496.92
3731,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2013,0.0,9912.65
3732,17,CALDAS,MANZANARES,Cultivo abandonado,2013,0.0,15183.34
3733,17,CALDAS,NORCASIA,Cultivo abandonado,2013,0.0,10191.81
3734,17,CALDAS,PENSILVANIA,Cultivo abandonado,2013,0.0,15678.33
3735,17,CALDAS,SAMANÁ,Cultivo abandonado,2013,8.0,19491.77
3736,17,CALDAS,VICTORIA,Cultivo abandonado,2013,0.0,15001.56
3737,18,CAQUETÁ,ALBANIA,Cultivo permanente,2013,7.0,6638.03
3738,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2013,85.0,14658.77
3739,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2013,703.0,44236.26
3740,18,CAQUETÁ,CURILLO,Cultivo permanente,2013,208.0,10865.33
3741,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2013,68.0,17944.19
3742,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2013,114.0,15484.84
3743,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2013,25.0,171104.99
3744,18,CAQUETÁ,MILÁN,Cultivo permanente,2013,359.0,10926.85
3745,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2013,816.0,18876.74
3746,18,CAQUETÁ,MORELIA,Cultivo intermintente,2013,10.0,5002.93
3747,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2013,207.0,24806.61
3748,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2013,488.0,13313.22
3749,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2013,164.0,42114.26
3750,18,CAQUETÁ,SOLANO,Cultivo permanente,2013,933.0,18065.2
3751,18,CAQUETÁ,SOLITA,Cultivo permanente,2013,29.0,37857.99
3752,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2013,106.0,10125.7
3753,19,CAUCA,ALMAGUER,Cultivo abandonado,2013,0.0,18230.27
3754,19,CAUCA,ARGELIA,Cultivo permanente,2013,121.0,23068.75
3755,19,CAUCA,BALBOA,Cultivo permanente,2013,24.0,18746.46
3756,19,CAUCA,BOLÍVAR,Cultivo permanente,2013,1.0,32306.2
3757,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2013,0.0,21773.46
3758,19,CAUCA,CAJIBÍO,Cultivo intermintente,2013,0.0,27853.13
3759,19,CAUCA,CALDONO,Cultivo emergente,2013,0.0,22552.81
3760,19,CAUCA,CALOTO,Cultivo intermintente,2013,0.0,25269.17
3761,19,CAUCA,CORINTO,Cultivo intermintente,2013,0.0,20104.99
3762,19,CAUCA,EL TAMBO,Cultivo permanente,2013,1297.0,40359.85
3763,19,CAUCA,FLORENCIA,Cultivo abandonado,2013,0.0,6595.87
3764,19,CAUCA,GUAPI,Cultivo permanente,2013,182.0,26933.92
3765,19,CAUCA,JAMBALÓ,Cultivo emergente,2013,0.0,15542.13
3766,19,CAUCA,LA SIERRA,Cultivo abandonado,2013,0.0,13670.77
3767,19,CAUCA,LA VEGA,Cultivo abandonado,2013,0.0,30887.27
3768,19,CAUCA,LÓPEZ,Cultivo permanente,2013,548.0,14080.84
3769,19,CAUCA,MERCADERES,Cultivo intermintente,2013,21.0,19117.9
3770,19,CAUCA,MIRANDA,Cultivo intermintente,2013,0.0,28254.43
3771,19,CAUCA,MORALES,Cultivo permanente,2013,17.0,19834.46
3772,19,CAUCA,PATÍA  ,Cultivo permanente,2013,76.0,25796.46
3773,19,CAUCA,PIAMONTE,Cultivo permanente,2013,461.0,12519.35
3774,19,CAUCA,PIENDAMÓ,Cultivo emergente,2013,0.0,32116.37
3775,19,CAUCA,ROSAS,Cultivo intermintente,2013,0.0,10622.64
3776,19,CAUCA,SANTA ROSA,Cultivo intermintente,2013,0.0,7216.81
3777,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2013,0.0,57624.33
3778,19,CAUCA,SOTARÁ ,Cultivo abandonado,2013,0.0,12023.62
3779,19,CAUCA,SUÁREZ,Cultivo permanente,2013,1.0,15958.43
3780,19,CAUCA,SUCRE,Cultivo permanente,2013,5.0,13025.2
3781,19,CAUCA,TIMBÍO,Cultivo intermintente,2013,0.0,23505.22
3782,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2013,572.0,29368.66
3783,19,CAUCA,TORIBÍO,Cultivo intermintente,2013,0.0,20675.94
3784,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2013,0.0,100748.6
3785,20,CESAR,GONZÁLEZ,Cultivo permanente,2013,4.0,8081.51
3786,20,CESAR,PAILITAS,Cultivo abandonado,2013,0.0,16366.29
3787,20,CESAR,SAN ALBERTO,Cultivo intermintente,2013,6.0,26586.66
3788,20,CESAR,SAN MARTÍN,Cultivo intermintente,2013,3.0,23023.56
3789,27,CHOCÓ,ACANDÍ,Cultivo permanente,2013,2.0,11866.76
3790,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2013,105.0,31145.62
3791,27,CHOCÓ,ATRATO ,Cultivo intermintente,2013,2.0,15644.45
3792,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2013,0.0,8182.53
3793,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2013,145.0,18486.22
3794,27,CHOCÓ,BOJAYÁ ,Cultivo abandonado,2013,0.0,11385.64
3795,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2013,76.0,16836.05
3796,27,CHOCÓ,CONDOTO,Cultivo permanente,2013,7.0,14409.45
3797,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2013,29.0,15391.36
3798,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2013,67.0,16174.82
3799,27,CHOCÓ,ISTMINA,Cultivo permanente,2013,369.0,40871.23
3800,27,CHOCÓ,JURADÓ,Cultivo abandonado,2013,9.0,7794.75
3801,27,CHOCÓ,LLORÓ,Cultivo intermintente,2013,0.0,31080.13
3802,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2013,0.0,19209.24
3803,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2013,177.0,21020.67
3804,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2013,192.0,15089.27
3805,27,CHOCÓ,NÓVITA,Cultivo permanente,2013,91.0,14722.83
3806,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2013,3.0,8160.14
3807,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2013,11.0,275692.35
3808,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2013,12.0,11588.71
3809,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2013,3.0,13983.42
3810,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2013,130.0,23453.66
3811,27,CHOCÓ,SAN JOSÉ DEL PALMAR,Cultivo permanente,2013,92.0,7318.98
3812,27,CHOCÓ,SIPÍ,Cultivo permanente,2013,106.0,7235.39
3813,27,CHOCÓ,TADÓ,Cultivo abandonado,2013,2.0,22011.63
3814,27,CHOCÓ,UNGUÍA,Cultivo permanente,2013,31.0,11708.6
3815,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2013,0.0,17020.47
3816,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2013,0.0,24256.32
3817,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2013,43.0,173361.45
3818,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2013,36.0,41148.87
3819,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2013,13.0,50022.37
3820,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2013,341.0,86015.5
3821,23,CÓRDOBA,VALENCIA,Cultivo permanente,2013,6.0,34967.26
3822,25,CUNDINAMARCA,CAPARRAPÍ,Cultivo abandonado,2013,0.0,15477.57
3823,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2013,0.0,9011.65
3824,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2013,0.0,8552.45
3825,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2013,0.0,15973.33
3826,94,GUAINÍA,BARRANCO MINA ,Cultivo abandonado,2013,30.0,
3827,94,GUAINÍA,INIRIDA,Cultivo abandonado,2013,27.0,22521.76
3828,95,GUAVIARE,CALAMAR,Cultivo permanente,2013,399.0,11004.89
3829,95,GUAVIARE,EL RETORNO,Cultivo permanente,2013,1314.0,27392.5
3830,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2013,1780.0,15352.67
3831,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2013,1232.0,78817.89
3832,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2013,6.0,28722.01
3833,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2013,0.0,268273.64
3834,47,MAGDALENA,ARACATACA,Cultivo abandonado,2013,1.0,21907.33
3835,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2013,0.0,79789.26
3836,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2013,1.0,47017.54
3837,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2013,35.0,502834.51
3838,50,META,LA MACARENA,Cultivo permanente,2013,307.0,15669.55
3839,50,META,LEJANÍAS,Cultivo abandonado,2013,0.0,10099.51
3840,50,META,MAPIRIPÁN,Cultivo permanente,2013,437.0,14113.9
3841,50,META,MESETAS,Cultivo intermintente,2013,37.0,14308.05
3842,50,META,PUERTO CONCORDIA,Cultivo permanente,2013,49.0,12652.4
3843,50,META,PUERTO GAITÁN,Cultivo abandonado,2013,7.0,146051.6
3844,50,META,PUERTO LLERAS,Cultivo intermintente,2013,14.0,19335.19
3845,50,META,PUERTO LÓPEZ,Cultivo abandonado,2013,0.0,32536.65
3846,50,META,PUERTO RICO,Cultivo permanente,2013,1101.0,15351.75
3847,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2013,91.0,11588.48
3848,50,META,SAN MARTÍN,Cultivo abandonado,2013,0.0,25480.23
3849,50,META,URIBE,Cultivo intermintente,2013,49.0,10035.79
3850,50,META,VISTAHERMOSA,Cultivo permanente,2013,806.0,20081.06
3851,52,NARIÑO,ANCUYA,Cultivo intermintente,2013,0.0,8903.05
3852,52,NARIÑO,BARBACOAS,Cultivo permanente,2013,1511.0,23387.12
3853,52,NARIÑO,BUESACO,Cultivo abandonado,2013,0.0,23588.07
3854,52,NARIÑO,CONSACÁ,Cultivo abandonado,2013,0.0,11565.99
3855,52,NARIÑO,CONTADERO,Cultivo abandonado,2013,0.0,9890.27
3856,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2013,0.0,19448.83
3857,52,NARIÑO,CUMBAL,Cultivo abandonado,2013,0.0,24899.49
3858,52,NARIÑO,CUMBITARA,Cultivo permanente,2013,115.0,16717.04
3859,52,NARIÑO,EL CHARCO,Cultivo permanente,2013,1020.0,28791.85
3860,52,NARIÑO,EL PEÑOL,Cultivo permanente,2013,1.0,10460.1
3861,52,NARIÑO,EL ROSARIO,Cultivo permanente,2013,127.0,15486.47
3862,52,NARIÑO,EL TAMBO,Cultivo permanente,2013,1.0,12967.01
3863,52,NARIÑO,FRANCISCO PIZARRO ,Cultivo permanente,2013,61.0,21251.34
3864,52,NARIÑO,IPIALES,Cultivo permanente,2013,370.0,123815.89
3865,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2013,0.0,12116.41
3866,52,NARIÑO,LA LLANADA,Cultivo permanente,2013,3.0,5851.15
3867,52,NARIÑO,LA TOLA,Cultivo permanente,2013,41.0,12708.36
3868,52,NARIÑO,LEIVA,Cultivo permanente,2013,2.0,10856.03
3869,52,NARIÑO,LINARES,Cultivo permanente,2013,52.0,12448.93
3870,52,NARIÑO,LOS ANDES ,Cultivo permanente,2013,55.0,14989.84
3871,52,NARIÑO,MAGÜÍ ,Cultivo permanente,2013,478.0,14855.39
3872,52,NARIÑO,MALLAMA ,Cultivo intermintente,2013,0.0,8637.6
3873,52,NARIÑO,MOSQUERA,Cultivo permanente,2013,115.0,11545.86
3874,52,NARIÑO,OLAYA HERRERA ,Cultivo permanente,2013,719.0,18178.36
3875,52,NARIÑO,POLICARPA,Cultivo permanente,2013,301.0,14838.19
3876,52,NARIÑO,PUERRES,Cultivo abandonado,2013,0.0,10740.06
3877,52,NARIÑO,RICAURTE,Cultivo permanente,2013,106.0,20232.65
3878,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2013,858.0,18080.65
3879,52,NARIÑO,SAMANIEGO,Cultivo permanente,2013,336.0,25470.05
3880,52,NARIÑO,SAN PABLO,Cultivo abandonado,2013,0.0,19014.63
3881,52,NARIÑO,SANDONÁ,Cultivo intermintente,2013,0.0,23080.41
3882,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2013,279.0,17183.32
3883,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2013,14.0,17276.18
3884,52,NARIÑO,TUMACO,Cultivo permanente,2013,6612.0,228421.33
3885,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2013,13.0,26416.18
3886,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2013,3.0,7887.45
3887,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2013,16.0,5190.09
3888,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2013,999.0,14263.86
3889,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2013,61.0,588611.44
3890,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2013,871.0,17262.5
3891,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2013,662.0,14039.73
3892,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2013,25.0,16908.96
3893,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2013,51.0,11111.28
3894,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2013,30.0,12001.66
3895,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2013,0.0,10636.31
3896,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2013,0.0,4740.4
3897,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2013,1.0,82267.7
3898,54,NORTE DE SANTANDER,SAN CALIXTO,Cultivo permanente,2013,208.0,12451.61
3899,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2013,837.0,16354.81
3900,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2013,663.0,15026.29
3901,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2013,1905.0,33004.39
3902,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2013,0.0,12645.6
3903,86,PUTUMAYO,MOCOA,Cultivo permanente,2013,49.0,35228.75
3904,86,PUTUMAYO,ORITO,Cultivo permanente,2013,784.0,39444.71
3905,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2013,2150.0,36442.99
3906,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2013,682.0,20600.81
3907,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2013,624.0,25874.96
3908,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2013,1077.0,18972.53
3909,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2013,659.0,15494.88
3910,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2013,4.0,8734.23
3911,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2013,1093.0,34457.97
3912,86,PUTUMAYO,VILLAGARZÓN,Cultivo permanente,2013,545.0,21308.47
3913,68,SANTANDER,ALBANIA,Cultivo abandonado,2013,0.0,8559.67
3914,68,SANTANDER,BETULIA,Cultivo abandonado,2013,0.0,10373.16
3915,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2013,28.0,13458.9
3916,68,SANTANDER,CHIMA,Cultivo abandonado,2013,0.0,4708.09
3917,68,SANTANDER,CIMITARRA,Cultivo intermintente,2013,2.0,35833.17
3918,68,SANTANDER,CONFINES,Cultivo abandonado,2013,0.0,4229.53
3919,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2013,0.0,5264.5
3920,68,SANTANDER,EL CARMEN,Cultivo intermintente,2013,0.0,15791.57
3921,68,SANTANDER,EL PEÑÓN,Cultivo intermintente,2013,0.0,7435.92
3922,68,SANTANDER,EL PLAYÓN,Cultivo abandonado,2013,5.0,11921.58
3923,68,SANTANDER,FLORIÁN,Cultivo abandonado,2013,0.0,10870.18
3924,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2013,0.0,2318.43
3925,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2013,0.0,7893.69
3926,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2013,3.0,8504.49
3927,68,SANTANDER,LA PAZ,Cultivo abandonado,2013,0.0,6467.93
3928,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2013,1.0,13779.66
3929,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2013,0.0,3944.89
3930,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2013,0.0,11309.97
3931,68,SANTANDER,RIONEGRO,Cultivo intermintente,2013,5.0,29164.32
3932,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2013,0.0,59095.53
3933,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2013,0.0,45828.45
3934,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2013,3.0,6520.75
3935,68,SANTANDER,SIMACOTA,Cultivo intermintente,2013,1.0,10493.04
3936,68,SANTANDER,SOCORRO,Cultivo abandonado,2013,0.0,21701.72
3937,68,SANTANDER,SUCRE,Cultivo abandonado,2013,26.0,7741.53
3938,68,SANTANDER,VÉLEZ,Cultivo abandonado,2013,3.0,16228.44
3939,76,VALLE DEL CAUCA,BOLÍVAR,Cultivo permanente,2013,23.0,15920.1
3940,76,VALLE DEL CAUCA,BUENAVENTURA,Cultivo permanente,2013,338.0,492140.4
3941,76,VALLE DEL CAUCA,CALI,Cultivo abandonado,2013,0.0,2286835.86
3942,76,VALLE DEL CAUCA,CALIMA ,Cultivo permanente,2013,31.0,14275.9
3943,76,VALLE DEL CAUCA,DAGUA,Cultivo permanente,2013,6.0,27424.25
3944,76,VALLE DEL CAUCA,JAMUNDÍ,Cultivo intermintente,2013,0.0,94018.73
3945,76,VALLE DEL CAUCA,TULUÁ,Cultivo intermintente,2013,0.0,175434.43
3946,97,VAUPÉS,CARURÚ,Cultivo permanente,2013,125.0,10170.99
3947,97,VAUPÉS,MITÚ,Cultivo abandonado,2013,54.0,23182.37
3948,97,VAUPÉS,TARAIRA,Cultivo abandonado,2013,0.0,7146.53
3949,99,VICHADA,CUMARIBO,Cultivo permanente,2013,710.0,36504.63
3950,99,VICHADA,LA PRIMAVERA,Cultivo abandonado,2013,3.0,21874.31
3951,99,VICHADA,SANTA ROSALÍA,Cultivo abandonado,2013,0.0,13261.87
3952,5,ANTIOQUIA,AMALFI,Cultivo permanente,2014,40.0,30403.58
3953,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2014,199.0,19838.87
3954,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2014,6.0,136822.49
3955,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2014,0.0,9859.14
3956,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2014,27.0,14049.44
3957,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2014,510.0,25692.17
3958,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2014,41.0,10953.88
3959,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2014,0.0,6969.06
3960,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2014,0.0,35419.44
3961,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2014,0.0,35218.12
3962,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2014,0.0,92878.92
3963,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2014,1.0,56175.74
3964,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2014,0.0,17463.89
3965,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2014,0.0,23088.82
3966,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2014,21.0,56129.41
3967,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2014,0.0,18015.36
3968,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2014,0.0,11208.23
3969,5,ANTIOQUIA,ITUANGO,Cultivo permanente,2014,108.0,26073.87
3970,5,ANTIOQUIA,MACEO,Cultivo abandonado,2014,0.0,12012.96
3971,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2014,0.0,12574.5
3972,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2014,0.0,6892.23
3973,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2014,1.0,11271.86
3974,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2014,39.0,17134.43
3975,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2014,0.0,49191.75
3976,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2014,0.0,29225.65
3977,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2014,0.0,25121.92
3978,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2014,0.0,22643.98
3979,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2014,5.0,34069.89
3980,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2014,0.0,11169.45
3981,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2014,3.0,26752.12
3982,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2014,23.0,12340.11
3983,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2014,12.0,12281.67
3984,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2014,0.0,33012.21
3985,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2014,0.0,15608.2
3986,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2014,0.0,21458.39
3987,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2014,0.0,33673.14
3988,5,ANTIOQUIA,SEGOVIA,Cultivo permanente,2014,38.0,34275.37
3989,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2014,3.0,34618.85
3990,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2014,842.0,40702.66
3991,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2014,0.0,8953.77
3992,5,ANTIOQUIA,TURBO,Cultivo permanente,2014,18.0,185224.42
3993,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2014,0.0,19049.04
3994,5,ANTIOQUIA,URRAO,Cultivo abandonado,2014,0.0,30078.22
3995,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2014,298.0,20545.08
3996,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2014,1.0,14398.01
3997,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2014,3.0,9977.05
3998,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2014,10.0,11193.49
3999,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2014,13.0,37678.82
4000,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2014,4.0,24487.28
4001,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2014,3.0,59505.18
4002,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2014,24.0,33576.23
4003,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2014,16.0,54572.76
4004,81,ARAUCA,FORTUL,Cultivo abandonado,2014,3.0,21504.37
4005,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2014,2.0,7056.84
4006,81,ARAUCA,SARAVENA,Cultivo abandonado,2014,1.0,50892.58
4007,81,ARAUCA,TAME,Cultivo abandonado,2014,4.0,39749.31
4008,13,BOLÍVAR,ACHÍ,Cultivo permanente,2014,6.0,22168.72
4009,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2014,0.0,13785.51
4010,13,BOLÍVAR,ARENAL,Cultivo permanente,2014,56.0,14599.94
4011,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2014,0.0,14564.06
4012,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2014,125.0,12973.87
4013,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2014,0.0,13957.31
4014,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2014,279.0,15107.43
4015,13,BOLÍVAR,MORALES,Cultivo permanente,2014,100.0,17724.04
4016,13,BOLÍVAR,NOROSI,Cultivo permanente,2014,21.0,6219.01
